INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,50309-1453,,PrivacySuppressed,PrivacySuppressed
American College of Hairstyling-Des Moines,Des Moines,50309,,PrivacySuppressed,PrivacySuppressed
Iowa School of Beauty-Des Moines,Des Moines,50322-3203,,PrivacySuppressed,PrivacySuppressed
Iowa State University,Ames,50011-2103,,0.488405111,0.374793388
Iowa Wesleyan University,Mount Pleasant,52641,,0.246575343,0.099236641
Iowa Western Community College,Council Bluffs,51503-1057,,0.150763359,0.1253406
University of Iowa,Iowa City,52242-1316,,0.541060291,0.52049447
Kirkwood Community College,Cedar Rapids,52406-2068,,0.050480769,0.026041667
La James International College-Cedar Falls,Cedar Falls,50613,,PrivacySuppressed,PrivacySuppressed
La James International College-Johnston,Johnston,50131,,PrivacySuppressed,PrivacySuppressed
La James College of Hairstyling and Cosmetology,Mason City,50401-3308,,PrivacySuppressed,PrivacySuppressed
La James International College-Ft Dodge,Fort Dodge,50501,,PrivacySuppressed,PrivacySuppressed
Loras College,Dubuque,52004-0178,,0.167487685,0.142105263
Luther College,Decorah,52101-1045,,0.212389381,0.211206897
Maharishi University of Management,Fairfield,52557,,PrivacySuppressed,PrivacySuppressed
Marshalltown Community College,Marshalltown,50158,,PrivacySuppressed,PrivacySuppressed
Mercy College of Health Sciences,Des Moines,50309-1239,,PrivacySuppressed,PrivacySuppressed
Morningside College,Sioux City,51106-1751,,0.357142857,0.315789474
Mount Mercy University,Cedar Rapids,52402-4797,,0.617647059,0.5
Ashford University,San Diego,92123,,0.5125,0.259259259
North Iowa Area Community College,Mason City,50401,,PrivacySuppressed,PrivacySuppressed
University of Northern Iowa,Cedar Falls,50614-0005,,0.532199271,0.484745763
Northwestern College,Orange City,51041,,0.532338309,0.535714286
Northeast Iowa Community College,Calmar,52132-0400,,PrivacySuppressed,PrivacySuppressed
Northwest Iowa Community College,Sheldon,51201,,0.295238095,0.496644295
Des Moines University-Osteopathic Medical Center,Des Moines,50312,,PrivacySuppressed,PrivacySuppressed
Iowa School of Beauty-Ottumwa,Ottumwa,52501,,PrivacySuppressed,PrivacySuppressed
Palmer College of Chiropractic,Davenport,52803-5287,,PrivacySuppressed,PrivacySuppressed
PCI Academy-Ames,Ames,50010,,PrivacySuppressed,PrivacySuppressed
Saint Ambrose University,Davenport,52803-2898,,0.137829912,0.089494163
St Luke's College,Sioux City,51104-0263,,PrivacySuppressed,PrivacySuppressed
La James International College-Davenport,Davenport,52806,,PrivacySuppressed,PrivacySuppressed
La James International College-Iowa City,Iowa City,52245,,PrivacySuppressed,PrivacySuppressed
Simpson College,Indianola,50125,,0.147058824,0.094674556
Southeastern Community College,West Burlington,52655-0180,,0.147773279,0.157258065
Southwestern Community College,Creston,50801,,0.360153257,0.28021978
Capri College-Davenport,Davenport,52807-3003,,PrivacySuppressed,PrivacySuppressed
Iowa School of Beauty-Sioux City,Sioux City,51106,,PrivacySuppressed,PrivacySuppressed
E Q School of Hair Design,Council Bluffs,51503,,PrivacySuppressed,PrivacySuppressed
Dayton School of Hair Design,Keokuk,52632,,,
Upper Iowa University,Fayette,52142-1857,,0.091836735,0.077363897
Vennard College,University Park,52595-0029,,PrivacySuppressed,PrivacySuppressed
Waldorf University,Forest City,50436-1713,,0.428571429,0.387596899
Wartburg College,Waverly,50677-0903,,0.164705882,0.147058824
Wartburg Theological Seminary,Dubuque,52003-7769,,PrivacySuppressed,PrivacySuppressed
The Salon Professional Academy,Waterloo,50703-4734,,PrivacySuppressed,PrivacySuppressed
Western Iowa Tech Community College,Sioux City,51102-5199,,0.121037464,0.066157761
William Penn University,Oskaloosa,52577,,0.135021097,0.106761566
Academy of Hair Design Inc,Salina,67401,,PrivacySuppressed,PrivacySuppressed
Allen County Community College,Iola,66749,,PrivacySuppressed,PrivacySuppressed
AIB International,Manhattan,66502,,PrivacySuppressed,PrivacySuppressed
Baker University,Baldwin City,66006-0065,,0.502747253,0.424528302
Barton County Community College,Great Bend,67530,,0.120547945,0.116591928
Benedictine College,Atchison,66002-1499,,0.457627119,0.237179487
Bethany College,Lindsborg,67456-1897,,0.460526316,0.2890625
Bethel College-North Newton,North Newton,67117-1716,,0.454545455,0.277777778
Brown Mackie College-Kansas City,Lenexa,66215,,0.385074627,0.295081967
Brown Mackie College-Salina,Salina,67401-7307,,0.385074627,0.295081967
Bryan University,Topeka,66604,,PrivacySuppressed,PrivacySuppressed
Butler Community College,El Dorado,67042-3280,,0.170263789,0.088362069
Cutting Edge Hairstyling Academy,Kansas City,66102,,PrivacySuppressed,PrivacySuppressed
Central Baptist Theological Seminary,Shawnee,66226-3513,,,
Central Christian College of Kansas,McPherson,67460-5740,,0.303571429,0.35483871
Cloud County Community College,Concordia,66901-1002,,0.234421365,0.176165803
Coffeyville Community College,Coffeyville,67337-5064,,0.204225352,0.2
Colby Community College,Colby,67701,,PrivacySuppressed,PrivacySuppressed
Cowley County Community College,Arkansas City,67005,,0.110588235,0.164835165
Marinello Schools of Beauty-Manhattan,Manhattan,66502,,PrivacySuppressed,PrivacySuppressed
Dodge City Community College,Dodge City,67801-2399,,PrivacySuppressed,PrivacySuppressed
Donnelly College,Kansas City,66102,,PrivacySuppressed,PrivacySuppressed
Emporia State University,Emporia,66801-5415,,0.193251534,0.1367713
Flint Hills Technical College,Emporia,66801-5957,,PrivacySuppressed,PrivacySuppressed
Fort Hays State University,Hays,67601-4099,,0.476033058,0.34765625
Barclay College,Haviland,67059-0288,,0.43902439,0.393939394
Friends University,Wichita,67213,,0.197841727,0.135734072
Fort Scott Community College,Fort Scott,66701,,0.163366337,0.155844156
Garden City Community College,Garden City,67846-6333,,PrivacySuppressed,PrivacySuppressed
Haskell Indian Nations University,Lawrence,66046-4800,,PrivacySuppressed,PrivacySuppressed
Hays Academy of Hair Design,Hays,67601,,PrivacySuppressed,PrivacySuppressed
Hesston College,Hesston,67062-2093,,0.747126437,0.6125
Highland Community College,Highland,66035-4165,,PrivacySuppressed,PrivacySuppressed
Hutchinson Community College,Hutchinson,67501,,0.164285714,0.132307692
Independence Community College,Independence,67301-0708,,0.115384615,0.125
Johnson County Community College,Overland Park,66210-1299,,PrivacySuppressed,PrivacySuppressed
Kansas City Kansas Community College Technical Education Center,Kansas City,66104-2821,,PrivacySuppressed,PrivacySuppressed
Concorde Career College-Kansas City,Kansas City,64111-2407,,0.529891304,0.68
Kansas City Kansas Community College,Kansas City,66112,,PrivacySuppressed,PrivacySuppressed
University of Kansas,Lawrence,66045,,0.453080023,0.429355281
University of Kansas Medical Center,Kansas City,66160-0002,,PrivacySuppressed,PrivacySuppressed
Newman University,Wichita,67213-2097,,PrivacySuppressed,PrivacySuppressed
Old Town Barber College-Wichita,Wichita,67211-1605,,PrivacySuppressed,PrivacySuppressed
Kansas State University,Manhattan,66506,,0.448346056,0.398067633
Kansas Wesleyan University,Salina,67401-6196,,0.302325581,0.175438597
Washburn Institute of Technology,Topeka,66604-2117,,0.62962963,0.530612245
La Baron Hairdressing Academy-Overland Park,Overland Park,66204,,PrivacySuppressed,PrivacySuppressed
Labette Community College,Parsons,67357-4201,,0.259036145,0.129032258
Southwest Kansas Technical School,Liberal,67901-1599,,PrivacySuppressed,PrivacySuppressed
Manhattan Area Technical College,Manhattan,66503-2499,,0.728395062,0.719626168
Manhattan Christian College,Manhattan,66502-4801,,0.295081967,0.295454546
McPherson College,McPherson,67460-1402,,0.328947368,0.279569893
MidAmerica Nazarene University,Olathe,66062-1899,,0.508547009,0.449781659
Neosho County Community College,Chanute,66720,,0.294117647,0.228571429
North Central Kansas Technical College,Beloit,67420,,0.714285714,0.80141844
Northeast Kansas Technical Center,Atchison,66002,,0.468085106,0.612244898
Northwest Kansas Technical College,Goodland,67735,,0.583333333,0.737288136
Ottawa University-Ottawa,Ottawa,66067-3399,,0.270476191,0.210909091
Ottawa University-Kansas City,Overland Park,66211,,0.270476191,0.210909091
Pittsburg State University,Pittsburg,66762,,0.411854103,0.382022472
Pratt Community College,Pratt,67124,,0.226086957,0.240740741
University of Saint Mary,Leavenworth,66048-5082,,0.461538462,0.532258065
Salina Area Technical College,Salina,67401,,0.551724138,0.547619048
Seward County Community College,Liberal,67901,,PrivacySuppressed,PrivacySuppressed
Sidneys Hair Dressing College,Hutchinson,67501,,PrivacySuppressed,PrivacySuppressed
Coffeyville Community College,Coffeyville,67337-5064,,0.204225352,0.2
Southwestern College,Winfield,67156-6224,,0.353658537,0.183544304
Sterling College,Sterling,67579,,0.483870968,0.367088608
Baker University School of Nursing,Topeka,66604-1353,,0.502747253,0.424528302
Tabor College,Hillsboro,67063-1799,,0.671052632,0.391752577
Washburn University,Topeka,66621-0001,,0.29924812,0.2265625
Wichita Area Technical College,Wichita,67226,,0.36440678,0.152173913
Wichita State University,Wichita,67260-0124,,0.317448117,0.283878505
Wichita Technical Institute,Wichita,67213-1927,,PrivacySuppressed,PrivacySuppressed
Alice Lloyd College,Pippa Passes,41844,,0.164948454,0.236111111
Asbury University,Wilmore,40390-1198,,0.482352941,0.371681416
Asbury Theological Seminary,Wilmore,40390-1199,,PrivacySuppressed,PrivacySuppressed
Ashland Community and Technical College,Ashland,41101-3683,,PrivacySuppressed,PrivacySuppressed
Ashland Technical College,Ashland,41102-9046,,PrivacySuppressed,PrivacySuppressed
Barrett and Company School of Hair Design,Nicholasville,40356-2152,,PrivacySuppressed,PrivacySuppressed
Bellarmine University,Louisville,40205-0671,,0.130769231,0.133333333
Berea College,Berea,40404-2182,,0.369098712,0.333333333
PJ's College of Cosmetology-Bowling Green,Bowling Green,42101,,PrivacySuppressed,PrivacySuppressed
Southcentral Kentucky Community and Technical College,Bowling Green,42101-3601,,PrivacySuppressed,PrivacySuppressed
Brescia University,Owensboro,42301-3023,,0.442105263,0.34
Campbellsville University,Campbellsville,42718-2799,,0.144329897,0.084745763
Bluegrass Community and Technical College,Lexington,40506,,PrivacySuppressed,PrivacySuppressed
Centre College,Danville,40422-1394,,0.685714286,0.72631579
Clear Creek Baptist Bible College,Pineville,40977-9752,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Lexington,Lexington,40514,,PrivacySuppressed,PrivacySuppressed
Collins School of Cosmetology,Middlesboro,40965,,PrivacySuppressed,PrivacySuppressed
Galen College of Nursing-Louisville,Louisville,40207,,0.483516484,0.387096774
University of the Cumberlands,Williamsburg,40769,,0.433862434,0.24137931
Elizabethtown Beauty School,Elizabethtown,42701-1038,,PrivacySuppressed,PrivacySuppressed
Eastern Kentucky University,Richmond,40475-3102,,0.279439847,0.223273415
Elizabethtown Community and Technical College,Elizabethtown,42701-3081,,PrivacySuppressed,PrivacySuppressed
Elizabethtown Technical College,Elizabethtown,42701-3149,,PrivacySuppressed,PrivacySuppressed
Ezell's Cosmetology School,Murray,42071-2530,,PrivacySuppressed,PrivacySuppressed
Frontier Nursing University,Hyden,41749,,,
Georgetown College,Georgetown,40324-1696,,0.496350365,0.378378378
PJ's College of Cosmetology-Glasgow,Glasgow,42141,,PrivacySuppressed,PrivacySuppressed
Hazard Community and Technical College,Hazard,41701-2402,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Louisville,Louisville,40222,,PrivacySuppressed,PrivacySuppressed
Henderson Community College,Henderson,42420-4699,,PrivacySuppressed,PrivacySuppressed
Hopkinsville Community College,Hopkinsville,42240,,PrivacySuppressed,PrivacySuppressed
Daymar College-Paducah Main,Paducah,42001-8252,,PrivacySuppressed,PrivacySuppressed
Jefferson Community and Technical College,Louisville,40202-2005,,PrivacySuppressed,PrivacySuppressed
Jefferson Technical College,Louisville,40203-2036,,PrivacySuppressed,PrivacySuppressed
Jenny Lea Academy of Cosmetology,Harlan,40831,,PrivacySuppressed,PrivacySuppressed
Summit Salon Academy-Lexington,Lexington,40505,,PrivacySuppressed,PrivacySuppressed
American National University-Lexington,Lexington,40509,,PrivacySuppressed,PrivacySuppressed
Kentucky Mountain Bible College,Jackson,41339,,PrivacySuppressed,PrivacySuppressed
Kentucky State University,Frankfort,40601-2355,,0.210084034,0.068627451
Kentucky Wesleyan College,Owensboro,42301,,0.325301205,0.208333333
University of Kentucky,Lexington,40506-0032,,0.336215666,0.34417932
Kentucky Christian University,Grayson,41143-1199,,0.290322581,0.356164384
Lexington Community College,Lexington,40506-0235,,0.122242647,0.08499336
Lexington Theological Seminary,Lexington,40503,,,
Lindsey Wilson College,Columbia,42728-1223,,PrivacySuppressed,PrivacySuppressed
Sullivan College of Technology and Design,Louisville,40218,,PrivacySuppressed,PrivacySuppressed
University of Louisville,Louisville,40292-0001,,0.279881218,0.225635593
Louisville Presbyterian Theological Seminary,Louisville,40205-1798,,PrivacySuppressed,PrivacySuppressed
Madisonville Community College,Madisonville,42431,,PrivacySuppressed,PrivacySuppressed
Big Sandy Community and Technical College-Mayo Campus,Paintsville,41240,,PrivacySuppressed,PrivacySuppressed
Maysville Community and Technical College,Maysville,41056,,PrivacySuppressed,PrivacySuppressed
Mid-Continent University,Mayfield,42066-9007,,0.373134328,0.236363636
Midway University,Midway,40347-1120,,0.275362319,0.351351351
Morehead State University,Morehead,40351,,0.150925926,0.165242165
Mr Jim's College of Cosmetology,Owensboro,42301,,PrivacySuppressed,PrivacySuppressed
Murray State University,Murray,42071-3318,,0.222222222,0.167844523
Gateway Community and Technical College,Florence,41042,,PrivacySuppressed,PrivacySuppressed
Northern Kentucky University,Highland Heights,41099,,0.228039042,0.164885496
Nutek Academy of Beauty Inc,Mount Sterling,40353,,PrivacySuppressed,PrivacySuppressed
Daymar College-Owensboro,Owensboro,42301,,0.331491713,0.253968254
West Kentucky Community and Technical College,Paducah,42002-7380,,PrivacySuppressed,PrivacySuppressed
Pat Wilson's Beauty College,Henderson,42420,,PrivacySuppressed,PrivacySuppressed
University of Pikeville,Pikeville,41501,,0.331395349,0.225274725
Big Sandy Community and Technical College,Prestonsburg,41653,,PrivacySuppressed,PrivacySuppressed
Brown Mackie College-Louisville,Louisville,40219,,0.25862069,0.287581699
Maysville Community and Technical College,Morehead,40351,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Chenoweth,Louisville,40207,,PrivacySuppressed,PrivacySuppressed
Saint Catharine College,Saint Catharine,40061,,0.294117647,0.266666667
Empire Beauty School-Elizabethtown,Elizabethtown,42701,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Dixie,Louisville,40216,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Florence,Florence,41042,,PrivacySuppressed,PrivacySuppressed
Brown Mackie College-Northern Kentucky,Fort Mitchell,41017,,0.423705722,0.359090909
Somerset Community College,Somerset,42501-2973,,PrivacySuppressed,PrivacySuppressed
Southeast Kentucky Community and Technical College,Cumberland,40823,,PrivacySuppressed,PrivacySuppressed
Spalding University,Louisville,40203-2188,,PrivacySuppressed,PrivacySuppressed
Spencerian College-Louisville,Louisville,40216,,0.112128147,0.096256685
Sullivan University,Louisville,40205-3013,,0.027340514,0.022891566
Thomas More College,Crestview Hills,41017-3495,,0.482758621,0.360406091
Transylvania University,Lexington,40508-1797,,0.201492537,0.191919192
Trend Setters' Academy of Beauty Culture-Louisville,Louisville,40258,,PrivacySuppressed,PrivacySuppressed
Union College,Barbourville,40906-1499,,0.293650794,0.197368421
West Kentucky Technical College,Paducah,42002-7380,,PrivacySuppressed,PrivacySuppressed
Western Kentucky University,Bowling Green,42101-1000,,0.220133414,0.162587413
Alexandria Academy of Beauty Culture,Alexandria,71301-5730,,PrivacySuppressed,PrivacySuppressed
Central Louisiana Technical Community College,Alexandria,71302-3137,,PrivacySuppressed,PrivacySuppressed
American School of Business,Shreveport,71105-5646,,0.430107527,0.285714286
Louisiana Technical College-Ascension Campus,Sorrento,70778-3007,,PrivacySuppressed,PrivacySuppressed
Central Louisiana Technical College-Ward H Nash-Avoyelles Campus,Cottonport,71327,,PrivacySuppressed,PrivacySuppressed
Ayers Career College,Shreveport,71118,,PrivacySuppressed,PrivacySuppressed
Bastrop Beauty School Inc,Bastrop,71220,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Bastrop Campus,Bastrop,71221-1120,,PrivacySuppressed,PrivacySuppressed
Baton Rouge General Medical Center-School of Nursing,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
Baton Rouge General Medical Center-School of Radiologic Technology,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
Baton Rouge School of Computers,Baton Rouge,70809,,0.43956044,0.512820513
Capital Area Technical College,Baton Rouge,70805,,PrivacySuppressed,PrivacySuppressed
Bossier Parish Community College,Bossier City,71111-6922,,0.103040541,0.096446701
Cameron College,New Orleans,70119,,PrivacySuppressed,PrivacySuppressed
Centenary College of Louisiana,Shreveport,71134-1188,,0.215517241,0.222222222
Cloyd's Beauty School 1 Inc,West Monroe,71291-0603,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Shelby Jackson Campus,Ferriday,71334-1465,,PrivacySuppressed,PrivacySuppressed
Crescent City Bartending School,New Orleans,70119,,0.793859649,0.83935743
D'Jay's Institute of Cosmetology and Esthiology,Baton Rouge,70815,,PrivacySuppressed,PrivacySuppressed
Delgado Community College,New Orleans,70119,,0.042117465,0.030239833
Delta School of Business and Technology,Lake Charles,70601,,0.38961039,0.405940594
Northeast Louisiana Technical College,West Monroe,71292-9064,,PrivacySuppressed,PrivacySuppressed
Demmons School of Beauty,Lake Charles,70601,,PrivacySuppressed,PrivacySuppressed
Denham Springs Beauty School,Denham Springs,70726,,PrivacySuppressed,PrivacySuppressed
Dillard University,New Orleans,70122,,0.31300813,0.25
Nunez Community College,Chalmette,70043,,0.070731707,0.068807339
Louisiana Technical College-Evangeline Campus,Saint Martinville,70582,,PrivacySuppressed,PrivacySuppressed
Northshore Technical College-Florida Parishes Branch Campus,Greensburg,70441-0000,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Folkes Campus,Jackson,70748,,PrivacySuppressed,PrivacySuppressed
Franklin College,New Orleans,70123,,PrivacySuppressed,PrivacySuppressed
Grambling State University,Grambling,71245,,0.365054602,0.192607004
Acadiana Technical College-Gulf Area Campus,Abbeville,70510,,PrivacySuppressed,PrivacySuppressed
Guy's Shreveport Academy of Cosmetology Inc,Shreveport,71105,,PrivacySuppressed,PrivacySuppressed
Northshore Technical College-Hammond Area Branch Campus,Hammond,70401,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Huey P Long Campus,Winnfield,71483,,PrivacySuppressed,PrivacySuppressed
ITI Technical College,Baton Rouge,70817,,0.472222222,0.58778626
Central Louisiana Technical College-Morgan Smith Campus,Jennings,70546,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Jefferson Campus,Metairie,70001-5605,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-West Jefferson Campus,Harvey,70058,,PrivacySuppressed,PrivacySuppressed
John Jay Beauty College,New Orleans,70124,,PrivacySuppressed,PrivacySuppressed
John Jay Beauty College,Kenner,70062,,PrivacySuppressed,PrivacySuppressed
Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,,0.579710145,0.566037736
Louisiana State University-Alexandria,Alexandria,71302-9121,,0.147117296,0.092198582
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,70803-2750,,0.463178295,0.401688782
Louisiana State University-Eunice,Eunice,70535,,0.121911038,0.089473684
Louisiana State University-Shreveport,Shreveport,71115-2399,,0.216216216,0.191881919
Acadiana Technical College-Lafayette Campus,Lafayette,70506-4909,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Baton Rouge,Baton Rouge,70816-2246,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Lafayette,Lafayette,70503-3246,,PrivacySuppressed,PrivacySuppressed
Louisiana Academy of Beauty,Eunice,70535,,PrivacySuppressed,PrivacySuppressed
Louisiana College,Pineville,71359,,0.115384615,0.088050315
Opelousas School of Cosmetology,Opelousas,70570,,PrivacySuppressed,PrivacySuppressed
Louisiana Tech University,Ruston,71272,,0.374848851,0.341047503
Loyola University New Orleans,New Orleans,70118-6143,,0.199575372,0.237704918
NW Louisiana Technical College-Mansfield Campus,Mansfield,71052,,PrivacySuppressed,PrivacySuppressed
McNeese State University,Lake Charles,70605,,0.24824356,0.214828897
Northwest Louisiana Technical College-Natchitoches Campus,Natchitoches,71458-0657,,PrivacySuppressed,PrivacySuppressed
University of New Orleans,New Orleans,70148,,0.151669496,0.142335766
Nicholls State University,Thibodaux,70310,,0.187356322,0.149769585
Louisiana Technical College-North Central Campus,Farmerville,71241,,PrivacySuppressed,PrivacySuppressed
University of Louisiana at Monroe,Monroe,71209-0000,,0.222723174,0.204658902
Northeast Louisiana Technical College-Northeast Campus,Winnsboro,71295,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College,Minden,71055-0000,,PrivacySuppressed,PrivacySuppressed
Notre Dame Seminary Graduate School of Theology,New Orleans,70118-4391,,,
Northwestern State University of Louisiana,Natchitoches,71497-0002,,0.236878453,0.201030928
Louisiana Technical College-Oakdale Campus,Oakdale,71463,,PrivacySuppressed,PrivacySuppressed
University of Holy Cross,New Orleans,70131-7399,,PrivacySuppressed,PrivacySuppressed
Our Lady of the Lake College,Baton Rouge,70808,,PrivacySuppressed,PrivacySuppressed
Pat Goins Benton Road Beauty School,Bossier City,71111,,PrivacySuppressed,PrivacySuppressed
Celebrity Stylist Beauty School,Monroe,71201-5135,,PrivacySuppressed,PrivacySuppressed
Pat Goins Ruston Beauty School,Ruston,71270,,PrivacySuppressed,PrivacySuppressed
Pat Goins Shreveport Beauty School,Shreveport,71108,,PrivacySuppressed,PrivacySuppressed
Pineville Beauty School,Pineville,71360-0000,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Jumonville Memorial Campus,New Roads,70760,,PrivacySuppressed,PrivacySuppressed
Remington College-New Orleans Campus,Metairie,70005,,0.483146067,0.510288066
South Central Louisiana Technical College-River Parishes Campus,Reserve,70084,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Covington,Covington,70433,,PrivacySuppressed,PrivacySuppressed
Ronnie & Dormans School of Hair Design,Lafayette,70503-2748,,PrivacySuppressed,PrivacySuppressed
Northeast Louisiana Technical College-Ruston,Ruston,71273-1070,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College-Sabine Valley Campus,Many,71449,,PrivacySuppressed,PrivacySuppressed
Saint Joseph Seminary College,St. Benedict,70457,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College-Shreveport Campus,Shreveport,71107,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Sidney N Collier Campus,New Orleans,70126,,PrivacySuppressed,PrivacySuppressed
Vanguard College of Cosmetology-Slidell,Slidell,70458-0458,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Slidell Campus,Slidell,70458,,PrivacySuppressed,PrivacySuppressed
South Louisiana Beauty College,Houma,70363,,PrivacySuppressed,PrivacySuppressed
Fletcher Technical Community College,Schriever,70395,,PrivacySuppressed,PrivacySuppressed
Remington College-Lafayette Campus,Lafayette,70508,,0.537777778,0.517786561
Acadiana Technical College,Crowley,70526-3215,,PrivacySuppressed,PrivacySuppressed
SOWELA Technical Community College,Lake Charles,70615,,PrivacySuppressed,PrivacySuppressed
Stevensons Academy of Hair Design,New Orleans,70114,,PrivacySuppressed,PrivacySuppressed
Southeastern Louisiana University,Hammond,70402,,0.228037383,0.18969555
Southern University and A & M College,Baton Rouge,70813,,0.216903515,0.116349047
Southern University at New Orleans,New Orleans,70126,,0.180555556,0.127659575
Southern University at Shreveport,Shreveport,71107,,0.098765432,0.084033613
University of Louisiana at Lafayette,Lafayette,70503,,0.259026688,0.230769231
Northshore Technical Community College,Bogalusa,70427,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-T H Harris Campus,Opelousas,70570-6114,,PrivacySuppressed,PrivacySuppressed
Louisiana Delta Community College-Tallulah Campus,Tallulah,71282,,PrivacySuppressed,PrivacySuppressed
Acadiana Technical College-Teche Area Campus,New Iberia,70560,,PrivacySuppressed,PrivacySuppressed
South Central Louisiana Technical College-Lafourche Campus,Thibodaux,70301,,PrivacySuppressed,PrivacySuppressed
Tulane University of Louisiana,New Orleans,70118-5698,,0.597278912,0.561068702
Louisiana Technical College-Charles B Coreil Campus,Ville Platte,70586-0296,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Lamar Salter Campus,Leesville,71446,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Westside Campus,Plaquemine,70764,,PrivacySuppressed,PrivacySuppressed
Xavier University of Louisiana,New Orleans,70125-1098,,0.307210031,0.258215962
South Central Louisiana Technical College,Morgan City,70380,,PrivacySuppressed,PrivacySuppressed
Kaplan University-Maine Campus,S Portland,04106-2415,,0.544,0.375
College of the Atlantic,Bar Harbor,04609,,PrivacySuppressed,PrivacySuppressed
Bangor Theological Seminary,Bangor,044020411,,PrivacySuppressed,PrivacySuppressed
Bates College,Lewiston,04240,,0.166666667,0.163265306
Beal College,Bangor,04401,,PrivacySuppressed,PrivacySuppressed
Bowdoin College,Brunswick,04011,,0.781818182,0.827586207
Maine College of Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
Central Maine Medical Center College of Nursing & Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
Central Maine Community College,Auburn,04210-6498,,0.224489796,0.15
Colby College,Waterville,04901-8840,,0.792592593,0.820754717
Eastern Maine Community College,Bangor,04401,,0.253968254,0.286516854
Husson University,Bangor,04401-2999,,0.337719298,0.237288136
Kennebec Valley Community College,Fairfield,04937-1367,,0.223809524,0.173913044
The Landing School,Arundel,04046,,PrivacySuppressed,PrivacySuppressed
University of Maine at Augusta,Augusta,04330-9410,,0.107476636,0.077205882
University of Maine at Farmington,Farmington,04938-9978,,0.365591398,0.294478528
University of Maine at Fort Kent,Fort Kent,04743-1292,,PrivacySuppressed,PrivacySuppressed
University of Maine at Machias,Machias,04654-1397,,PrivacySuppressed,PrivacySuppressed
University of Maine,Orono,04469,,0.499461787,0.396248535
Maine Maritime Academy,Castine,04420-0001,,0.586206897,0.487394958
University of Maine at Presque Isle,Presque Isle,04769-2888,,0.175879397,0.116666667
Mercy Hospital School of Radiologic Technology,Portland,04101,,,
University of New England,Biddeford,04005-9599,,0.457746479,0.395604396
Northern Maine Community College,Presque Isle,04769-2016,,0.253333333,0.315436242
Empire Beauty School-Maine,Portland,04101,,PrivacySuppressed,PrivacySuppressed
Maine College of Art,Portland,04101-3494,,0.382716049,0.425
Saint Joseph's College of Maine,Standish,04084-5236,,0.553097345,0.534883721
Spa Tech Institute-Westbrook,Westbrook,04092,,0.431818182,0.565217391
Southern Maine Community College,South Portland,04106-1698,,0.244897959,0.26459144
University of Southern Maine,Portland,04103,,0.247598719,0.160777385
Thomas College,Waterville,04901-5097,,0.493333333,0.518518519
Unity College,Unity,04988,,PrivacySuppressed,PrivacySuppressed
Washington County Community College,Calais,04619,,PrivacySuppressed,PrivacySuppressed
Aaron's Academy of Beauty,Waldorf,20602,,PrivacySuppressed,PrivacySuppressed
Accutech Career Institute,Frederick,21703,,0.323529412,0.444444444
Aesthetics Institute of Cosmetology,Gaithersburg,20877,,PrivacySuppressed,PrivacySuppressed
Allegany College of Maryland,Cumberland,21502-2596,,0.305907173,0.219895288
Anne Arundel Community College,Arnold,21012-1895,,0.098540146,0.089673913
Brightwood College-Towson,Towson,21286-2201,,0.596638656,0.594827586
Award Beauty School,Hagerstown,21740-5610,,PrivacySuppressed,PrivacySuppressed
Baltimore Hebrew University Inc,Baltimore,21215-3932,,PrivacySuppressed,PrivacySuppressed
