INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Academy of Hair Design-Pearl,Pearl,39208,,PrivacySuppressed,PrivacySuppressed
King's College,Charlotte,28204,,0.756544503,0.732142857
Miller-Motte Technical College-Clarksville,Clarksville,37040,,0.400396432,0.320754717
Genesis Career College-Lebanon,Lebanon,37087,,0.588932806,0.711111111
Brightwood College-Dallas,Dallas,75234,,0.716666667,0.516853933
Star College of Cosmetology 2,Tyler,75702-8214,,PrivacySuppressed,PrivacySuppressed
Southwest Collegiate Institute for the Deaf,Big Spring,79720-7298,,0.249671485,0.18877551
Fortis College-Richmond,Richmond,23230,,0.646174863,0.522222222
Midwest College of Oriental Medicine-Racine,Racine,53403-9747,,PrivacySuppressed,PrivacySuppressed
Hacienda La Puente Adult Education,La Puente,91746-0002,,PrivacySuppressed,PrivacySuppressed
La Belle Beauty Academy,Miami,33144,,PrivacySuppressed,PrivacySuppressed
Advanced Technical Centers,Miami,33122,,PrivacySuppressed,PrivacySuppressed
Hawaii Community College,Hilo,96720-5096,,0.241245136,0.254452926
Regency Beauty Institute-Winston-Salem,Winston-Salem,27103,,PrivacySuppressed,PrivacySuppressed
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,07060,,PrivacySuppressed,PrivacySuppressed
Long Island Beauty School-Hauppauge,Hauppauge,11788,,PrivacySuppressed,PrivacySuppressed
Buckeye Joint Vocational School,New Philadelphia,44663-9450,,PrivacySuppressed,PrivacySuppressed
Sandusky Career Center,Sandusky,44870,,PrivacySuppressed,PrivacySuppressed
Greater Altoona Career & Technology Center,Altoona,16602-3616,,0.723404255,0.781818182
Northeastern Hospital School of Nursing,Philadelphia,19134,,PrivacySuppressed,PrivacySuppressed
Central Texas Beauty College-Temple,Temple,76504-6948,,PrivacySuppressed,PrivacySuppressed
Dance Theatre of Harlem Inc,New York,10031-1896,,,
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,14006,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Brooklyn,Brooklyn,11214,,0.546523017,0.597222222
Houston Training School-Gulfgate,Houston,77087,,PrivacySuppressed,PrivacySuppressed
Star Career Academy-Philadelphia,Philadelphia,19114-2206,,0.576284585,0.591623037
Antonelli College-Hattiesburg,Hattiesburg,39401,,0.284473399,0.207253886
Eastern New Mexico University-Ruidoso Campus,Ruidoso,88345,,0.232368897,0.185141509
The Bryman School of Arizona,Phoenix,85029,,0.659701493,0.630241423
Beacon College,Leesburg,34748,,PrivacySuppressed,PrivacySuppressed
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,94704,,,
Estrella Mountain Community College,Avondale,85392-1000,,PrivacySuppressed,PrivacySuppressed
Heartland Community College,Normal,61761-9446,,0.224590164,0.206412826
University of the Potomac-Washington DC Campus,Washington,20005,,0.111111111,0.104
Rabbi Jacob Joseph School,Edison,08817,,PrivacySuppressed,PrivacySuppressed
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,33309,,0.671006067,0.60994561
The Salon Professional Academy-Melbourne,Melbourne,32904,,PrivacySuppressed,PrivacySuppressed
Fortis Institute-Scranton,Scranton,18509-2903,,PrivacySuppressed,PrivacySuppressed
Milan Institute of Cosmetology-Amarillo,Amarillo,79103,,0.581942337,0.452631579
Everglades University,Boca Raton,33431,,0.411764706,0.48427673
Seminar L'moros Bais Yaakov,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Herzing University-Winter Park,Winter Park,32792,,0.257958288,0.235995232
Emil Fries Piano Hospital and Training Center,Vancouver,98661-4323,,PrivacySuppressed,PrivacySuppressed
Fairview Beauty Academy,Fairview Park,44126-2214,,PrivacySuppressed,PrivacySuppressed
Florida College of Natural Health-Pompano Beach,Pompano Beach,33064,,0.612836439,0.648979592
National College-Nashville,Nashville,37211,,0.332223147,0.317919075
College of Biblical Studies-Houston,Houston,77036-3211,,0.324324324,0.311111111
Inner State Beauty School,Lyndhurst,44124-2406,,PrivacySuppressed,PrivacySuppressed
Virginia College-Pensacola,Pensacola,32502-4650,,0.309491372,0.376109215
Mid-EastCTC-Adult Education,Zanesville,43701,,0.524590164,0.575
Everest University-South Orlando,Orlando,32819,,0.166263421,0.137625517
Polaris Career Center,Middleburg Heights,44130-3375,,0.527777778,0.649122807
P&A Scholars Beauty School,Detroit,48204,,PrivacySuppressed,PrivacySuppressed
Rensselaer BOCES-Practical Nursing Program,Troy,12180,,PrivacySuppressed,PrivacySuppressed
ASM Beauty World Academy,Davie,33314,,PrivacySuppressed,PrivacySuppressed
The Salter School-Tewksbury Campus,Tewksbury,01876,,0.645420008,0.535014006
Sanford-Brown College-Collinsville,Collinsville,62234-6108,,0.53653371,0.591779542
Sharps Academy of Hair Styling,Grand Blanc,48439,,PrivacySuppressed,PrivacySuppressed
ICC Technical Institute,Houston,77004-2930,,PrivacySuppressed,PrivacySuppressed
College of Health Care Professions-Northwest,Houston,77092,,0.735376045,0.736842105
School of Professional Horticulture New York Botanical Garden,Bronx,10458-5126,,PrivacySuppressed,PrivacySuppressed
Fortis College-Houston,Houston,77082,,0.671026157,0.662251656
Volunteer Beauty Academy-Madison,Madison,37115-2122,,PrivacySuppressed,PrivacySuppressed
Watkins College of Art Design & Film,Nashville,37228,,0.229166667,0.339622642
Chicago ORT Technical Institute,Skokie,60077,,PrivacySuppressed,PrivacySuppressed
Alhambra Beauty College,Alhambra,91801,,PrivacySuppressed,PrivacySuppressed
UEI College-Gardena,Gardena,90247,,PrivacySuppressed,PrivacySuppressed
Asian-American International Beauty College,Westminster,92683,,PrivacySuppressed,PrivacySuppressed
Avance Beauty College,San Diego,92154,,PrivacySuppressed,PrivacySuppressed
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,92374,,,
Copper Mountain Community College,Joshua Tree,92252,,PrivacySuppressed,PrivacySuppressed
Diversified Vocational College,Los Angeles,90017-1604,,0.089285714,0.075362319
Bristol University,Anaheim,92806-6198,,PrivacySuppressed,PrivacySuppressed
UEI College-Fresno,Fresno,93726,,0.79661017,0.675675676
Mt Sierra College,Monrovia,91016,,PrivacySuppressed,PrivacySuppressed
Wyotech-Long Beach,Long Beach,90810-3800,,0.70669746,0.632490637
Santiago Canyon College,Orange,92869-4512,,0.133484163,0.143258427
Southern California Institute of Technology,Anaheim,92801-3758,,0.308510638,0.668103448
Soka University of America,Aliso Viejo,92656-8081,,PrivacySuppressed,PrivacySuppressed
Summit College,Colton,92324,,0.668308703,0.658088235
Advance Beauty College,Garden Grove,92843,,PrivacySuppressed,PrivacySuppressed
World Mission University,Los Angeles,90020,,PrivacySuppressed,PrivacySuppressed
Yo San University of Traditional Chinese Medicine,Los Angeles,90066,,PrivacySuppressed,PrivacySuppressed
Coast Career Institute,Los Angeles,90015-3040,,0.354700855,0.364116095
Cannella School of Hair Design-Blue Island,Blue Island,60406-2130,,PrivacySuppressed,PrivacySuppressed
Delta College Inc,Covington,70433-8947,,PrivacySuppressed,PrivacySuppressed
Colorado Technical University-Sioux Falls,Sioux Falls,57108-2272,,0.281715868,0.206323687
Southwest University of Visual Arts-Albuquerque,Albuquerque,87110,,PrivacySuppressed,PrivacySuppressed
Tri-State Cosmetology Institute,El Paso,79935,,PrivacySuppressed,PrivacySuppressed
Widener University-Commonwealth Law School,Harrisburg,17110-9450,,0.577738516,0.537662338
Volunteer Beauty Academy-Nashville,Nashville,37209-3033,,PrivacySuppressed,PrivacySuppressed
Frontier Community College,Fairfield,62837,,0.233766234,0.341463415
Lincoln Trail College,Robinson,62454,,0.196078431,0.441860465
Wabash Valley College,Mount Carmel,62863,,0.245098039,0.353448276
American Institute of Interior Design,Fountain Hills,85268,,PrivacySuppressed,PrivacySuppressed
Brookline College-Tempe,Tempe,85281,,0.502132196,0.420343137
Baker College of Auburn Hills,Auburn Hills,48326,,0.213715748,0.153110692
Baker College of Clinton Township,Clinton Township,48035,,0.213715748,0.153110692
Inter American University of Puerto Rico-School of Optometry,Bayamon,00957,,0.198693249,0.122394847
Schiller International University,Largo,33771,,PrivacySuppressed,PrivacySuppressed
Vatterott College-Springfield,Springfield,65807,,0.465872156,0.50990753
Vatterott College-Joplin,Joplin,64801,,0.465872156,0.50990753
Vatterott College-Kansas City,Kansas City,64117,,0.465872156,0.50990753
Coconino Community College,Flagstaff,86005-2701,,0.109565217,0.079831933
Sanford-Brown College-Houston,Houston,77042,,0.671006067,0.60994561
Sanford-Brown Institute-Jacksonville,Jacksonville,32256,,0.611479592,0.504285714
Sanford-Brown College-Dallas,Dallas,75247-6103,,0.687228916,0.626404494
Baker College of Cadillac,Cadillac,49601-9600,,0.213715748,0.153110692
Emma's Beauty Academy-Juana Diaz,Juana Diaz,00795,,PrivacySuppressed,PrivacySuppressed
Franklin Academy,Cleveland,37312-3862,,PrivacySuppressed,PrivacySuppressed
Columbia Central University-Yauco,Yauco,00698,,0.188630491,0.103274559
Pima Medical Institute-Denver,Denver,80221,,0.697556478,0.664658635
Fortis College-Miami,Miami,33144,,0.701902748,0.5395189
ASA College,Brooklyn,11201-9805,,0.384751773,0.271563342
Ohio State School of Cosmetology-Heath,Heath,43056,,PrivacySuppressed,PrivacySuppressed
Nationwide Beauty Academy,Columbus,43228,,PrivacySuppressed,PrivacySuppressed
Yeshivas Novominsk,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Southern Careers Institute-Corpus Christi,Corpus Christi,78414,,0.579499126,0.527472528
Kiamichi Technology Center-Stigler,Stigler,74462-9601,,0.098113208,0.041666667
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
Carroll Community College,Westminster,21157,,0.244604317,0.160583942
University of Phoenix-Southern Arizona Campus,Tucson,85711-4574,,0.188946886,0.166980549
University of Phoenix-Colorado Campus,Lone Tree,80124-5453,,0.188946886,0.166980549
University of Phoenix-New Mexico,Albuquerque,87113-1570,,0.188946886,0.166980549
University of Phoenix-Bay Area Campus,San Jose,95134-1805,,0.188946886,0.166980549
University of Phoenix-Southern California Campus,Costa Mesa,92626-3099,,0.188946886,0.166980549
Galen College of Nursing-Tampa Bay,Saint Petersburg,33716,,0.653515065,0.689922481
Galen College of Nursing-San Antonio,San Antonio,78229,,0.653515065,0.689922481
Southeastern Beauty School-Columbus North Lumpkin,Columbus,31907,,PrivacySuppressed,PrivacySuppressed
Sarasota School of Massage Therapy,Sarasota,34243,,0.740740741,0.392857143
Westwood College-Dupage,Woodridge,60517,,0.324754902,0.188679245
Wright Career College,Overland Park,66210-1616,,0.267528931,0.177156177
Daymar College-Louisville,Louisville,40219,,0.292757152,0.266272189
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,14903,,PrivacySuppressed,PrivacySuppressed
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,13815-3554,,PrivacySuppressed,PrivacySuppressed
DCI Career Institute,Monaca,15061,,0.556756757,0.44
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,17837,,PrivacySuppressed,PrivacySuppressed
Myotherapy College of Utah,Salt Lake City,84115,,PrivacySuppressed,PrivacySuppressed
Graham Webb International Academy of Hair,Arlington,22209-2131,,PrivacySuppressed,PrivacySuppressed
City College-Gainesville,Gainesville,32607,,0.387900356,0.317460318
Arizona State University-West,Glendale,85306,,0.562508634,0.500314169
Connecticut Center for Massage Therapy-Westport,Westport,06880-4619,,0.657575758,0.56097561
ITT Technical Institute-Jacksonville,Jacksonville,32256,,0.32748538,0.391237419
G Skin & Beauty Institute,Oakbrook,60523,,PrivacySuppressed,PrivacySuppressed
Cosmetology Training Center,Lafayette,70503,,PrivacySuppressed,PrivacySuppressed
Stage One-The Hair School,Lake Charles,70605,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Malden,Malden,02148,,0.499040307,0.448275862
Minnesota School of Business-Brooklyn Center,Brooklyn Center,55430,,0.408248203,0.27072758
ITT Technical Institute-Omaha,Omaha,68114,,0.32748538,0.391237419
Omaha School of Massage and Healthcare of Herzing University,Omaha,68127,,0.257958288,0.235995232
Xenon International Academy-Omaha,Omaha,68127-3622,,PrivacySuppressed,PrivacySuppressed
Capri Institute of Hair Design-Brick,Brick,08723,,0.67032967,0.476190476
Capri Institute of Hair Design-Kenilworth,Kenilworth,07033,,PrivacySuppressed,PrivacySuppressed
Capri Institute of Hair Design-Paramus,Paramus,07652,,PrivacySuppressed,PrivacySuppressed
Orlo School of Hair Design and Cosmetology,Albany,12206,,PrivacySuppressed,PrivacySuppressed
Delaware Area Career Center,Delaware,43015-8969,,PrivacySuppressed,PrivacySuppressed
Eastland-Fairfield Career and Technical Schools,Groveport,43125-9236,,0.802197802,0.638095238
Empire Beauty School-Cincinnati,Cincinnati,45239,,PrivacySuppressed,PrivacySuppressed
Mahoning County Career and Technical Center,Canfield,44406-9710,,PrivacySuppressed,PrivacySuppressed
Ohio Hi Point Joint Vocational School District,Bellefontaine,43311-9594,,PrivacySuppressed,PrivacySuppressed
Pickaway Ross Joint Vocational School District,Chillicothe,45601-1038,,0.5875,0.479452055
Pioneer Career and Technology Center,Shelby,44875,,PrivacySuppressed,PrivacySuppressed
Raphael's School of Beauty Culture Inc-Boardman,Boardman,44512,,PrivacySuppressed,PrivacySuppressed
Scioto County Career Technical Center,Lucasville,45648-0766,,0.645454546,0.62184874
Trumbull Career & Technical Center,Warren,44483,,0.611111111,0.716981132
Northwest Technology Center-Fairview,Fairview,73737,,PrivacySuppressed,PrivacySuppressed
Lake Erie College of Osteopathic Medicine,Erie,16509-1025,,PrivacySuppressed,PrivacySuppressed
University of Cosmetology Arts & Sciences-Harlingen,Harlingen,78550-5034,,0.622406639,0.5
Gene Juarez Academy of Beauty-Federal Way,Federal Way,98003,,0.61980198,0.525
Empire Beauty School-Appleton,Appleton,54914-4644,,0.546523017,0.597222222
Empire Beauty School-Green Bay,Ashwaubenon,54304-4838,,0.504587156,0.461538462
Warren County Career Center,Lebanon,45036-1099,,0.514285714,0.253521127
Brown Mackie College-Fort Wayne,Fort Wayne,46805,,0.408648111,0.297670639
Paul Mitchell the School-Wichita,Wichita,67226-0000,,PrivacySuppressed,PrivacySuppressed
Pinnacle Institute of Cosmetology,Mooresville,28115,,PrivacySuppressed,PrivacySuppressed
Career Training Academy-Monroeville,Monroeville,15146,,PrivacySuppressed,PrivacySuppressed
Southern Careers Institute-Pharr,Pharr,78577,,0.579499126,0.527472528
Texas State Technical College-Marshall,Marshall,75672,,0.217391304,0.331147541
Florida National University-Main Campus,Hialeah,33012,,0.380988593,0.309294872
Georgia Institute of Cosmetology,Athens,30606-3152,,0.596551724,0.44
Nouvelle Institute,Miami,33125,,PrivacySuppressed,PrivacySuppressed
ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,33328,,0.32748538,0.391237419
Franklin Technology-MSSU,Joplin,64801-1595,,0.778761062,0.767857143
Carson City Beauty Academy,Carson City,89701-7565,,PrivacySuppressed,PrivacySuppressed
Professional Technical Institution Inc,Bayamon,00959,,PrivacySuppressed,PrivacySuppressed
Erikson Institute,Chicago,60654-4510,,PrivacySuppressed,PrivacySuppressed
South Texas College,McAllen,78502-9701,,0.160553988,0.121414914
Pike County Joint Vocational School District,Piketon,45661,,PrivacySuppressed,PrivacySuppressed
Lorain County Joint Vocational School District,Oberlin,44074,,0.333333333,0.4
Roger Williams University School of Law,Bristol,02809-5171,,0.643459916,0.589242054
Everest Institute-Kendall,Miami,33186,,0.589519651,0.453400504
California State University-Monterey Bay,Seaside,93955-8001,,0.439083233,0.423982869
Sanford-Brown College-St Peters,Saint Peters,63376,,0.54296578,0.469964664
Colorado Technical University-Kansas City,North Kansas City,64116,,0.281715868,0.206323687
Heald College-Salinas,Salinas,93906,,0.132993955,0.125498008
Heritage College-Oklahoma City,Oklahoma City,73149,,0.674050633,0.624223603
Ann Arbor Institute of Massage Therapy,Ann Arbor,48103,,PrivacySuppressed,PrivacySuppressed
Brown Mackie College-Atlanta,Atlanta,30319,,0.408648111,0.297670639
Bryant & Stratton College-Henrietta,Rochester,14623,,0.290721057,0.202809482
Argosy University-The Art Institute of California-Hollywood,North Hollywood,91601,,0.1247785,0.09384043
Sage College,Moreno Valley,92557-6720,,PrivacySuppressed,PrivacySuppressed
Anthem College-Denver,Aurora,80011,,0.659701493,0.630241423
Lincoln Technical Institute-Hartford,Hartford,06105,,0.709677419,0.576791809
Ohio Media School-Valley View,Valley View,44125-4220,,0.719298246,0.740831296
EINE Inc,Tewksbury,01876,,PrivacySuppressed,PrivacySuppressed
Laurus Technical Institute,Decatur,30030,,0.495798319,0.560165975
Illinois School of Health Careers-Chicago Campus,Chicago,60603,,0.675526024,0.716666667
Marian Health Careers Center-Los Angeles Campus,Los Angeles,90010,,0.807692308,0.714285714
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,44119,,PrivacySuppressed,PrivacySuppressed
National Institute of Massotherapy,Akron,44319-2100,,PrivacySuppressed,PrivacySuppressed
Academy for Nursing and Health Occupations,West Palm Beach,33417,,PrivacySuppressed,PrivacySuppressed
Shawsheen Valley School of Practical Nursing,Billerica,01821-5499,,PrivacySuppressed,PrivacySuppressed
Shear Ego International School of Hair Design,Rochester,14617,,PrivacySuppressed,PrivacySuppressed
Remington College-Memphis Campus,Memphis,38132,,0.552901024,0.498181818
Fayette Institute of Technology,Oak Hill,25901,,PrivacySuppressed,PrivacySuppressed
Professional Beauty School,Yakima,98902,,PrivacySuppressed,PrivacySuppressed
Capella University,Minneapolis,55402-3389,,0.04853298,0.04
College of Menominee Nation,Keshena,54135-1179,,PrivacySuppressed,PrivacySuppressed
Leech Lake Tribal College,Cass Lake,56633,,PrivacySuppressed,PrivacySuppressed
Anthem College-Sacramento,Sacramento,95827,,0.625437063,0.506849315
Southwest Acupuncture College-Albuquerque,Albuquerque,87109,,PrivacySuppressed,PrivacySuppressed
Spartan College of Aeronautics & Technology,Inglewood,90301-2904,,PrivacySuppressed,PrivacySuppressed
Stone Academy-Waterbury,Waterbury,06705,,0.464684015,0.425
East San Gabriel Valley Regional Occupational Program,West Covina,91790,,0.10989011,0.08097166
Yukon Beauty College Inc,Yukon,73099,,PrivacySuppressed,PrivacySuppressed
ITT Technical Institute-Little Rock,Little Rock,72211,,0.32748538,0.391237419
ITT Technical Institute-Oxnard,Oxnard,93036,,0.32748538,0.391237419
ITT Technical Institute-Louisville,Louisville,40216,,0.32748538,0.391237419
ITT Technical Institute-Greenville,Greenville,29615,,0.32748538,0.391237419
ITT Technical Institute-Cordova,Cordova,38016,,0.32748538,0.391237419
Toni & Guy Hairdressing Academy-Atlanta,Marietta,30062,,PrivacySuppressed,PrivacySuppressed
Mitchell's Hair Styling Academy-Raleigh,Raleigh,27606,,PrivacySuppressed,PrivacySuppressed
Salon Academy,Coldwater,49036,,PrivacySuppressed,PrivacySuppressed
Artistic Academy of Hair Design,Morris Plains,07950,,PrivacySuppressed,PrivacySuppressed
Motoring Technical Training Institute,Seekonk,02771,,0.752293578,0.766081871
Baker College of Jackson,Jackson,49202-1290,,0.213715748,0.153110692
Phagans Newport Academy of Cosmetology Careers,Newport,97365,,PrivacySuppressed,PrivacySuppressed
Mech-Tech College,Caguas,00725-0000,,0.041420118,0.066772655
Baldwin Beauty School-North Austin,Austin,78757-7068,,PrivacySuppressed,PrivacySuppressed
ITT Technical Institute-Everett,Everett,98203,,0.113978495,0.144624903
Jean Madeline Aveda Institute,Philadelphia,19147,,PrivacySuppressed,PrivacySuppressed
Stillwater Beauty Academy,Stillwater,74075,,PrivacySuppressed,PrivacySuppressed
ITT Technical Institute-Bessemer,Bessemer,35022,,0.32748538,0.391237419
ITT Technical Institute-Orland Park,Orland Park,60467,,0.32748538,0.391237419
Pacific College of Oriental Medicine-New York,New York,10038,,0.574468085,0.472972973
Baker College Center for Graduate Studies,Flint,48507,,0.213715748,0.153110692
Johnson & Wales University-North Miami,North Miami,33181,,0.527687296,0.448593598
ITT Technical Institute-Pittsburgh,Pittsburgh,15205,,0.32748538,0.391237419
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,46256,,PrivacySuppressed,PrivacySuppressed
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,46825,,0.551236749,0.464497041
Pennsylvania Highlands Community College,Johnstown,15904-2949,,0.23796034,0.19921875
Nevada Career Institute,Las Vegas,89130,,0.847457627,0.8125
Phillips Theological Seminary,Tulsa,74116-5612,,,
Empire Beauty School-Hanover,Hanover,17331,,PrivacySuppressed,PrivacySuppressed
Industrial Management Training Institute,Waterbury,06706,,PrivacySuppressed,PrivacySuppressed
Faris Technical Institute Inc,Nederland,77627-3829,,PrivacySuppressed,PrivacySuppressed
Four-D College,Colton,92324,,0.714084507,0.675438597
Allen School-Jamaica,Jamaica,11432,,0.606567933,0.503937008
Premiere Career College,Irwindale,91706-3746,,0.763636364,0.785714286
Tennessee Academy of Cosmetology-Stage Road,Memphis,38133,,PrivacySuppressed,PrivacySuppressed
The University of Texas MD Anderson Cancer Center,Houston,77030-4009,,PrivacySuppressed,PrivacySuppressed
University of Phoenix-Las Vegas Campus,Las Vegas,89135-3047,,0.188946886,0.166980549
Carousel Beauty College-Springfield,Springfield,45504,,PrivacySuppressed,PrivacySuppressed
Carousel Beauty College-Kettering,Kettering,45420,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Huntsville,Madison,35758,,PrivacySuppressed,PrivacySuppressed
Estes Institute of Cosmetology Arts and Science,Visalia,93291,,PrivacySuppressed,PrivacySuppressed
Baldwin Park Adult & Community Education,Baldwin Park,91706-4221,,PrivacySuppressed,PrivacySuppressed
Ventura Adult and Continuing Education,Ventura,93003-0000,,0.276190476,0.2
Marinello Schools of Beauty-Sacramento,Sacramento,95841,,PrivacySuppressed,PrivacySuppressed
Albert I Prince Technical High School,Hartford,06106,,PrivacySuppressed,PrivacySuppressed
Bullard-Havens Technical High School,Bridgeport,06610,,PrivacySuppressed,PrivacySuppressed
Howell Cheney THS/CT Aero Tech School,Hartford,06114,,PrivacySuppressed,PrivacySuppressed
W F Kaynor Technical High School,Waterbury,06708,,PrivacySuppressed,PrivacySuppressed
Platt Technical High School,Milford,06461,,PrivacySuppressed,PrivacySuppressed
College of Business and Technology-Main Campus,Miami,33174,,0.564469914,0.76462585
City College-Altamonte Springs,Altamonte Springs,32714,,0.369565217,0.198113208
Augusta Area Dietetic Internship-University Hospital,Augusta,30901-2629,,,
Empire Beauty School-Dunwoody,Dunwoody,30338,,0.499040307,0.448275862
Cobb Beauty College Inc,Kennesaw,30144-2828,,PrivacySuppressed,PrivacySuppressed
Career Center of Southern Illinois,Red Bud,62278,,PrivacySuppressed,PrivacySuppressed
Crave Beauty Academy,Wichita,67203,,PrivacySuppressed,PrivacySuppressed
Camelot College,Baton Rouge,70805,,PrivacySuppressed,PrivacySuppressed
Mr Bernard's School of Hair Fashion Inc,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
Hastings Beauty School,Hastings,55033,,PrivacySuppressed,PrivacySuppressed
Kirksville Area Technical Center,Kirksville,63501,,PrivacySuppressed,PrivacySuppressed
South Central Career Center,West Plains,65775,,0.672413793,0.507936508
Saline County Career Center,Marshall,65340-1698,,PrivacySuppressed,PrivacySuppressed
Warrensburg Area Career Center,Warrensburg,64093,,PrivacySuppressed,PrivacySuppressed
Nevada Regional Technical Center,Nevada,64772,,PrivacySuppressed,PrivacySuppressed
Cass Career Center,Harrisonville,64701-2024,,PrivacySuppressed,PrivacySuppressed
Applied Technology Services,Sunset Hills,63127,,PrivacySuppressed,PrivacySuppressed
Central College of Cosmetology,Saint Robert,65584,,PrivacySuppressed,PrivacySuppressed
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,63703-4507,,PrivacySuppressed,PrivacySuppressed
Dallas County Technical Center,Louisburg,65685-9152,,,
Messenger College,Euless,76040-4202,,PrivacySuppressed,PrivacySuppressed
Tennessee Academy of Cosmetology-Shelby Drive,Memphis,38125,,PrivacySuppressed,PrivacySuppressed
Cheveux School of Hair Design,Jacksonville,28540-9127,,,
Durham Beauty Academy,Durham,27707,,PrivacySuppressed,PrivacySuppressed
Union County Vocational Technical School,Scotch Plains,07076,,PrivacySuppressed,PrivacySuppressed
Prism Career Institute-Philadelphia,Philadelphia,19152,,0.614978903,0.535714286
Clinton Essex Warren Washington BOCES,Plattsburgh,12901-0455,,PrivacySuppressed,PrivacySuppressed
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,13601-9509,,PrivacySuppressed,PrivacySuppressed
Veeb Nassau County School of Practical Nursing,Hicksville,11801-4302,,PrivacySuppressed,PrivacySuppressed
Syracuse City Schools Practical Nursing Program,Syracuse,13202,,PrivacySuppressed,PrivacySuppressed
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,14760,,PrivacySuppressed,PrivacySuppressed
Orange Ulster BOCES-Practical Nursing Program,Goshen,10924,,PrivacySuppressed,PrivacySuppressed
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,14513-1863,,PrivacySuppressed,PrivacySuppressed
Broome Delaware Tioga BOCES-Practical Nursing Program,Binghamton,13905,,PrivacySuppressed,PrivacySuppressed
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,12839,,PrivacySuppressed,PrivacySuppressed
Albany BOCES-Adult Practical Nursing Program,Albany,12205,,PrivacySuppressed,PrivacySuppressed
Ulster BOCES School of Practical Nursing,Lake Katrine,12449,,PrivacySuppressed,PrivacySuppressed
Eastern Suffolk BOCES,Brentwood,11717,,0.525096525,0.4
Rockland County BOCES-Practical Nursing Program,West Nyack,10994,,PrivacySuppressed,PrivacySuppressed
New York College of Health Professions,Syosset,11791-4413,,0.306930693,0.217391304
Charles Stuart School of Diamond Setting,Brooklyn,11229,,PrivacySuppressed,PrivacySuppressed
Penta County Joint Vocational School,Perrysburg,43551-4594,,PrivacySuppressed,PrivacySuppressed
Career and Technology Education Centers of Licking County,Newark,43055-3399,,PrivacySuppressed,PrivacySuppressed
Willoughby-Eastlake School of Practical Nursing,Eastlake,44094,,PrivacySuppressed,PrivacySuppressed
Washington County Career Center-Adult Technical Training,Marietta,45750,,PrivacySuppressed,PrivacySuppressed
Ohio Media School-Cincinnati,Cincinnati,45227,,0.568181818,0.772727273
Ohio Technical Center at Vantage Career Center,Van Wert,45891,,PrivacySuppressed,PrivacySuppressed
Tri County Technology Center,Bartlesville,74006-6029,,PrivacySuppressed,PrivacySuppressed
Indian Capital Technology Center-Muskogee,Muskogee,74403-1889,,0.089285714,0.086956522
Western Technology Center,Burns Flat,73624-1469,,PrivacySuppressed,PrivacySuppressed
Mid-America Technology Center,Wayne,73095-0210,,PrivacySuppressed,PrivacySuppressed
Northeast Technology Center-Pryor,Pryor,74361,,PrivacySuppressed,PrivacySuppressed
Eastern Oklahoma County Technology Center,Choctaw,73020-9017,,PrivacySuppressed,PrivacySuppressed
Wes Watkins Technology Center,Wetumka,74883-6155,,PrivacySuppressed,PrivacySuppressed
Technical Institute of Cosmetology Arts and Sciences,Tulsa,74120-3610,,PrivacySuppressed,PrivacySuppressed
York County School of Technology-Adult & Continuing Education,York,17402-4696,,PrivacySuppressed,PrivacySuppressed
Chester County Intermediate Unit,Downingtown,19335,,PrivacySuppressed,PrivacySuppressed
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,15851,,PrivacySuppressed,PrivacySuppressed
Greater Johnstown Career and Technology Center,Johnstown,15904-2998,,PrivacySuppressed,PrivacySuppressed
Mifflin County Academy of Science and Technology,Lewistown,17044-1697,,PrivacySuppressed,PrivacySuppressed
Hanover Public School District Practical Nursing Program,Hanover,17331,,PrivacySuppressed,PrivacySuppressed
Lenape Technical School Practical Nursing Program,Ford City,16226,,PrivacySuppressed,PrivacySuppressed
