,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
2036,Macomb Community College,Warren,48088-3896,,0.045889101,0.0321489
2037,Madonna University,Livonia,48150-1176,,0.257928118,0.275
2038,Marquette General Hospital,Marquette,49855,,PrivacySuppressed,PrivacySuppressed
2039,Marygrove College,Detroit,48221-2599,,PrivacySuppressed,PrivacySuppressed
2040,Rochester College,Rochester Hills,48307,,0.456349206,0.372262774
2041,University of Michigan-Ann Arbor,Ann Arbor,48109,,0.692167577,0.654525386
2042,Michigan Barber School Inc,Detroit,48204-2244,,PrivacySuppressed,PrivacySuppressed
2043,Michigan State University,East Lansing,48824-1046,,0.616112298,0.559073359
2044,Michigan Technological University,Houghton,49931-1295,,0.268199234,0.275382476
2045,University of Michigan-Dearborn,Dearborn,48128-1491,,0.424957842,0.406015038
2046,University of Michigan-Flint,Flint,48502-1950,,0.260223048,0.220902613
2047,Mid Michigan Community College,Harrison,48625-9447,,PrivacySuppressed,PrivacySuppressed
2048,Monroe County Community College,Monroe,48161-9746,,PrivacySuppressed,PrivacySuppressed
2049,Montcalm Community College,Sidney,48885-9723,,PrivacySuppressed,PrivacySuppressed
2050,Mr Bela's School of Cosmetology Inc,Warren,48091,,PrivacySuppressed,PrivacySuppressed
2051,Baker College of Muskegon,Muskegon,49442,,0.15128912,0.107890499
2052,Muskegon Community College,Muskegon,49442-1432,,0.095785441,0.055147059
2053,Everest College-Skokie,Skokie,60077-1074,,0.560714286,0.528301887
2054,Everest Institute-Southfield,Southfield,48033,,0.630522088,0.54009434
2055,North Central Michigan College,Petoskey,49770,,PrivacySuppressed,PrivacySuppressed
2056,Northern Michigan University,Marquette,49855,,0.408490566,0.3401222
2057,Paul Mitchell the School-Escanaba,Escanaba,49829,,PrivacySuppressed,PrivacySuppressed
2058,Northwestern Michigan College,Traverse City,49686,,0.123481781,0.101226994
2059,Northwood University,Midland,48640-2398,,0.346534654,0.277165354
2060,Oakland Community College,Bloomfield Hills,48304-2266,,PrivacySuppressed,PrivacySuppressed
2061,Oakland University,Rochester Hills,48309-4401,,0.227121464,0.201538462
2062,Olivet College,Olivet,49076,,0.363636364,0.215277778
2063,Port Huron Cosmetology College,Waterford,48329,,PrivacySuppressed,PrivacySuppressed
2064,Kuyper College,Grand Rapids,49525-9781,,0.446808511,0.444444444
2065,Ross Medical Education Center-Lansing,Lansing,48917,,PrivacySuppressed,PrivacySuppressed
2066,Ross Medical Education Center-Madison Heights,Madison Heights,48071,,PrivacySuppressed,PrivacySuppressed
2067,Ross Medical Education Center-Flint,Flint,48507,,PrivacySuppressed,PrivacySuppressed
2068,Sacred Heart Major Seminary,Detroit,48206-1799,,PrivacySuppressed,PrivacySuppressed
2069,Saginaw Valley State University,University Center,48710,,0.321041215,0.26433121
2070,Schoolcraft College,Livonia,48152-2696,,PrivacySuppressed,PrivacySuppressed
2071,Siena Heights University,Adrian,49221,,0.423076923,0.391304348
2072,St Clair County Community College,Port Huron,48061-5015,,0.070063694,0.043307087
2073,Southwestern Michigan College,Dowagiac,49047-9793,,0.048351648,0.043290043
2074,Specs Howard School of Media Arts,Southfield,48075-3953,,0.785276074,0.768518519
2075,Spring Arbor University,Spring Arbor,49283-9799,,0.349376114,0.292307692
2076,Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
2077,Finlandia University,Hancock,49930-1832,,PrivacySuppressed,PrivacySuppressed
2078,Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
2079,Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
2080,Virginia Farrell Beauty School-St Clair Shores,Saint Clair Shores,48080,,PrivacySuppressed,PrivacySuppressed
2081,Virginia Farrell Beauty School-Westland,Westland,48185,,PrivacySuppressed,PrivacySuppressed
2082,Virginia Farrell Beauty School-Ferndale,Ferndale,48220,,PrivacySuppressed,PrivacySuppressed
2083,Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.568807339,0.595238095
2084,Washtenaw Community College,Ann Arbor,48105-4800,,0.026045777,0.014322917
2085,Wayne County Community College District,Detroit,48226,,PrivacySuppressed,PrivacySuppressed
2086,Wayne State University,Detroit,48202,,0.285848613,0.231962762
2087,West Shore Community College,Scottville,49454-0277,,0.12565445,0.103092784
2088,Western Michigan University,Kalamazoo,49008-5200,,0.478590544,0.373308446
2089,Western Theological Seminary,Holland,49423-3622,,PrivacySuppressed,PrivacySuppressed
2090,Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
2091,Academy College,Bloomington,55431-1411,,0.322580645,0.395348837
2092,Alexandria Technical & Community College,Alexandria,56308,,PrivacySuppressed,PrivacySuppressed
2093,American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
2094,Anoka Technical College,Anoka,55303,,0.086956522,0.065217391
2095,Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.114285714,0.03943662
2096,Augsburg College,Minneapolis,55454,,0.405263158,0.369565217
2097,Riverland Community College,Austin,55912-1473,,0.148883375,0.211656442
2098,Northwest Technical College,Bemidji,56601-4907,,,
2099,Bemidji State University,Bemidji,56601,,0.279783394,0.228571429
2100,Bethany Lutheran College,Mankato,56001,,0.253164557,0.215384615
2101,Bethel University,Saint Paul,55112,,0.554083885,0.576512456
2102,Bethel Seminary-St Paul,Saint Paul,55112,,0.554083885,0.576512456
2103,Central Lakes College-Brainerd,Brainerd,56401-3900,,0.05625,0.047393365
2104,Carleton College,Northfield,55057-4001,,0.858156028,0.853211009
2105,Concordia College at Moorhead,Moorhead,56562,,0.688679245,0.570281125
2106,Concordia University-Saint Paul,Saint Paul,55104-5494,,0.215258856,0.128787879
2107,Dakota County Technical College,Rosemount,55068-2999,,0.050505051,0.042207792
2108,Martin Luther College,New Ulm,56073-3965,,0.651785714,0.536363636
2109,Lake Superior College,Duluth,55811-3399,,0.12371134,0.121076233
2110,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
2111,Duluth Business University,Duluth,55807,,0.393162393,0.384615385
2112,Minnesota State Community and Technical College,Fergus Falls,56537-1000,,PrivacySuppressed,PrivacySuppressed
2113,Globe University-Woodbury,Woodbury,55125-3388,,0.336633663,0.328671329
2114,Minnesota West Community and Technical College,Granite Falls,56241,,0.04109589,0.036931818
2115,Gustavus Adolphus College,Saint Peter,56082-1498,,0.735384615,0.677272727
2116,Hamline University,Saint Paul,55104-1284,,0.592991914,0.573839662
2117,Hennepin Technical College,Brooklyn Park,55445,,0.071910112,0.107061503
2118,Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
2119,Hibbing Community College,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
2120,Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
2121,Inver Hills Community College,Inver Grove Heights,55076-3224,,PrivacySuppressed,PrivacySuppressed
2122,Itasca Community College,Grand Rapids,55744-3397,,PrivacySuppressed,PrivacySuppressed
2123,The Art Institutes International-Minnesota,Minneapolis,55402,,0.485355649,0.382575758
2124,Luther Seminary,Saint Paul,55108-1496,,PrivacySuppressed,PrivacySuppressed
2125,Macalester College,Saint Paul,55105-1899,,0.770700637,0.691666667
2126,South Central College,North Mankato,56003-1920,,PrivacySuppressed,PrivacySuppressed
2127,Minnesota State University-Mankato,Mankato,56001,,0.344993141,0.285123967
2128,Regency Beauty Institute-Blaine,Blaine,55434,,PrivacySuppressed,PrivacySuppressed
2129,Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
2130,Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
2131,Argosy University-Twin Cities,Eagan,55121,,0.115519253,0.223463687
2132,Mesabi Range College,Virginia,55792,,PrivacySuppressed,PrivacySuppressed
2133,Metropolitan State University,Saint Paul,55106-5000,,0.198571429,0.208791209
2134,University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.43608522,0.395076675
2135,University of Minnesota-Crookston,Crookston,56716-5001,,0.28358209,0.224390244
2136,Minneapolis Business College,Roseville,55113-0000,,0.860714286,0.811111111
2137,Minneapolis College of Art and Design,Minneapolis,55404,,0.390625,0.471264368
2138,Minneapolis Community and Technical College,Minneapolis,55403-1779,,PrivacySuppressed,PrivacySuppressed
2139,Herzing University-Minneapolis,Minneapolis,55428-3548,,0.84079602,0.561643836
2140,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
2141,Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
2142,University of Minnesota-Duluth,Duluth,55812,,0.392079208,0.375132837
2143,University of Minnesota-Morris,Morris,56267,,0.471428571,0.388235294
2144,Minnesota School of Business-Richfield,Richfield,55423,,0.298350825,0.299168975
2145,Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
2146,Minnesota State University Moorhead,Moorhead,56563,,0.344797936,0.245390071
2147,North Hennepin Community College,Brooklyn Park,55445,,0.052550232,0.043956044
2148,National American University-Roseville,Roseville,55113-4035,,0.274537696,0.251937985
2149,Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,0.639455782,0.640483384
2150,Normandale Community College,Bloomington,55431-4399,,0.059855521,0.041218638
2151,North Central University,Minneapolis,55404-1391,,0.253658537,0.224719101
2152,Rasmussen College-Eden Prairie,Eden Prairie,55344-7220,,0.48,0.366666667
2153,Northland Community and Technical College,Thief River Falls,56701,,PrivacySuppressed,PrivacySuppressed
2154,Northwest Technical Institute,Eagan,55121-1576,,PrivacySuppressed,PrivacySuppressed
2155,University of Northwestern-St Paul,Saint Paul,55113-1598,,0.436408978,0.339920949
2156,Northwestern Health Sciences University,Bloomington,55431,,PrivacySuppressed,PrivacySuppressed
2157,Oak Hills Christian College,Bemidji,56601-8834,,0.419354839,0.5
2158,Regency Beauty Institute-Burnsville,Burnsville,55306,,PrivacySuppressed,PrivacySuppressed
2159,Pillsbury Baptist Bible College,Owatonna,55060,,PrivacySuppressed,PrivacySuppressed
2160,Pine Technical & Community College,Pine City,55063,,PrivacySuppressed,PrivacySuppressed
2161,Rainy River Community College,International Falls,56649,,PrivacySuppressed,PrivacySuppressed
2162,Rasmussen College-Eagan,Eagan,55122-1346,,0.385185185,0.421052632
2163,Rasmussen College-Mankato,Mankato,56001,,PrivacySuppressed,PrivacySuppressed
2164,Ingenue Beauty School,Moorhead,56560,,PrivacySuppressed,PrivacySuppressed
2165,Rochester Community and Technical College,Rochester,55904-4999,,0.101865136,0.052845529
2166,College of Saint Benedict,Saint Joseph,56374,,PrivacySuppressed,PrivacySuppressed
2167,St Cloud Technical and Community College,Saint Cloud,56303-1240,,0.096202532,0.062052506
2168,Regency Beauty Institute-St Cloud,Waite Park,56387,,PrivacySuppressed,PrivacySuppressed
2169,Saint Cloud State University,Saint Cloud,56301-4498,,0.355604638,0.296827795
2170,Saint Johns University,Collegeville,56321,,PrivacySuppressed,PrivacySuppressed
2171,Saint Mary's University of Minnesota,Winona,55987-1399,,0.521929825,0.392265193
2172,St Olaf College,Northfield,55057-1098,,0.807432432,0.735159817
2173,Crown College,Saint Bonifacius,55375-9001,,PrivacySuppressed,PrivacySuppressed
2174,The College of Saint Scholastica,Duluth,55811-4199,,0.361842105,0.25257732
2175,University of St Thomas,Saint Paul,55105-1078,,0.596226415,0.565591398
2176,College of Visual Arts,Hopkins,55305-5205,,PrivacySuppressed,PrivacySuppressed
2177,Empire Beauty School-Bloomington,Bloomington,55420-4232,,PrivacySuppressed,PrivacySuppressed
2178,St Catherine University,Saint Paul,55105,,0.379932356,0.347826087
2179,Rasmussen College-Minnesota,St. Cloud,56301-3713,,0.420047733,0.459677419
2180,Saint Paul College,Saint Paul,55102-9808,,0.045816733,0.057228916
2181,Southwest Minnesota State University,Marshall,56258-5468,,0.322834646,0.19269103
2182,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,PrivacySuppressed,PrivacySuppressed
2183,United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
2184,Scot Lewis Schools-Plymouth,Plymouth,55441,,PrivacySuppressed,PrivacySuppressed
2185,Vermilion Community College,Ely,55731,,PrivacySuppressed,PrivacySuppressed
2186,Dunwoody College of Technology,Minneapolis,55403-1192,,0.636363636,0.531390135
2187,Ridgewater College,Willmar,56201,,0.110248447,0.089397089
2188,Minnesota State College Southeast,Winona,55987,,0.080996885,0.087912088
2189,Winona State University,Winona,55987-5838,,0.501814882,0.416520211
2190,Mitchell Hamline School of Law,Saint Paul,55105-3076,,PrivacySuppressed,PrivacySuppressed
2191,Century College,White Bear Lake,55110,,0.075670498,0.03785489
2192,Alcorn State University,Alcorn State,39096-7500,,0.315789474,0.190635452
2193,Belhaven University,Jackson,39202,,0.267123288,0.181818182
2194,Blue Mountain College,Blue Mountain,38610-9509,,PrivacySuppressed,PrivacySuppressed
2195,Chris Beauty College,Gulfport,39501,,PrivacySuppressed,PrivacySuppressed
2196,Coahoma Community College,Clarksdale,38614,,PrivacySuppressed,PrivacySuppressed
2197,Antonelli College-Jackson,Jackson,39232,,0.369918699,0.357723577
2198,Copiah-Lincoln Community College-Natchez Campus,Natchez,39120,,0.148148148,0.142414861
2199,Copiah-Lincoln Community College,Wesson,39191,,0.148148148,0.142414861
2200,Creations College of Cosmetology,Tupelo,38801-2635,,PrivacySuppressed,PrivacySuppressed
2201,Delta Beauty College,Greenville,38701,,PrivacySuppressed,PrivacySuppressed
2202,Delta State University,Cleveland,38733,,0.386752137,0.341216216
2203,East Central Community College,Decatur,39327-0129,,0.069364162,0.050955414
2204,East Mississippi Community College,Scooba,39358-0158,,0.084474886,0.099403579
2205,Fosters Cosmetology College,Ripley,38663-0066,,PrivacySuppressed,PrivacySuppressed
2206,Gibson Barber and Beauty College,West Point,39773,,PrivacySuppressed,PrivacySuppressed
2207,Academy of Hair Design-Grenada,Grenada,38901,,PrivacySuppressed,PrivacySuppressed
2208,Hinds Community College,Raymond,39154,,PrivacySuppressed,PrivacySuppressed
2209,Holmes Community College,Goodman,39079,,PrivacySuppressed,PrivacySuppressed
2210,Itawamba Community College,Fulton,38843-1099,,0.06712963,0.030800821
2211,Jackson State University,Jackson,39217,,0.286654135,0.184397163
2212,Jones County Junior College,Ellisville,39437,,0.048523207,0.040847201
2213,Magnolia Bible College,Kosciusko,39090,,PrivacySuppressed,PrivacySuppressed
2214,Meridian Community College,Meridian,39307-5801,,0.151445087,0.087087087
2215,Millsaps College,Jackson,39210-0001,,0.545454546,0.381818182
2216,Mississippi Delta Community College,Moorhead,38761,,PrivacySuppressed,PrivacySuppressed
2217,University of Mississippi,University,38677-1848,,0.324324324,0.295851528
2218,University of Mississippi Medical Center,Jackson,39216-4505,,0.324324324,0.295851528
2219,Mississippi University for Women,Columbus,39701,,0.443502825,0.242424242
2220,Mississippi Valley State University,Itta Bena,38941-1400,,0.254931715,0.127516779
2221,Mississippi College,Clinton,39058,,0.451807229,0.419811321
2222,Mississippi College of Beauty Culture,Laurel,39440,,PrivacySuppressed,PrivacySuppressed
2223,Mississippi Gulf Coast Community College,Perkinston,39573,,0.091044776,0.070192308
2224,Mississippi State University,Mississippi State,39762,,0.456656347,0.393867925
2225,Northeast Mississippi Community College,Booneville,38829,,0.123778502,0.083815029
2226,Northwest Mississippi Community College,Senatobia,38668-1714,,0.050713154,0.024502297
2227,Pearl River Community College,Poplarville,39470,,0.099882491,0.082004556
2228,Rust College,Holly Springs,38635,,PrivacySuppressed,PrivacySuppressed
2229,Southeastern Baptist College,Laurel,39440-9989,,PrivacySuppressed,PrivacySuppressed
2230,Southwest Mississippi Community College,Summit,39666-0000,,PrivacySuppressed,PrivacySuppressed
2231,University of Southern Mississippi,Hattiesburg,39406-0001,,0.417205371,0.38028169
2232,Magnolia College of Cosmetology,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
2233,Tougaloo College,Tougaloo,39174,,0.367088608,0.273809524
2234,ICS the Wright Beauty College,Corinth,38834,,PrivacySuppressed,PrivacySuppressed
2235,Wesley Biblical Seminary,Jackson,39206,,,
2236,Wesley College,Florence,39073-1070,,PrivacySuppressed,PrivacySuppressed
2237,William Carey University,Hattiesburg,39401-5499,,0.409756098,0.284768212
2238,Abbott Academy of Cosmetology Arts and Sciences LLC,Saint Peters,63376,,PrivacySuppressed,PrivacySuppressed
2239,Anthem College-Maryland Heights,Maryland Heights,63042,,0.557120501,0.527272727
2240,Aquinas Institute of Theology,Saint Louis,63108-3323,,,
2241,Assemblies of God Theological Seminary,Springfield,65802-2131,,PrivacySuppressed,PrivacySuppressed
2242,Avila University,Kansas City,64145-1698,,0.386666667,0.120805369
2243,ITT Technical Institute-Earth City,Earth City,63045,,0.325,0.381789137
2244,Baptist Bible College,Springfield,65803-3498,,0.181818182,0.140350877
2245,House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,,PrivacySuppressed,PrivacySuppressed
2246,Boonslick Technical Education Center,Boonville,65233,,PrivacySuppressed,PrivacySuppressed
2247,Cox College,Springfield,65802,,PrivacySuppressed,PrivacySuppressed
2248,Calvary University,Kansas City,64147-1341,,PrivacySuppressed,PrivacySuppressed
2249,Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,,PrivacySuppressed,PrivacySuppressed
2250,Central Christian College of the Bible,Moberly,65270-1997,,0.428571429,0.488372093
2251,Central Bible College,Springfield,658031033,,0.29245283,0.219512195
2252,Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,,0.308,0.279069767
2253,University of Central Missouri,Warrensburg,64093,,0.422680412,0.335227273
2254,Grand River Technical School,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
2255,Chillicothe Beauty Academy Inc,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
2256,Cleveland University-Kansas City,Overland Park,66210,,PrivacySuppressed,PrivacySuppressed
2257,Columbia Area Career Center,Columbia,65203-7199,,PrivacySuppressed,PrivacySuppressed
2258,Columbia College,Columbia,65216,,0.202614379,0.19198895
2259,Columbia Beauty Academy,Columbia,65203,,PrivacySuppressed,PrivacySuppressed
2260,Conception Seminary College,Conception,64433-0502,,PrivacySuppressed,PrivacySuppressed
2261,Concordia Seminary,Saint Louis,63105-3196,,PrivacySuppressed,PrivacySuppressed
2262,Cottey College,Nevada,64772,,PrivacySuppressed,PrivacySuppressed
2263,Covenant Theological Seminary,Saint Louis,63141-8609,,,
2264,Crowder College,Neosho,64850,,0.13681592,0.061611374
2265,Culver-Stockton College,Canton,63435-1299,,PrivacySuppressed,PrivacySuppressed
2266,DeVry University-Missouri,Kansas City,64131-3626,,0.144089733,0.132548424
2267,Drury University,Springfield,65802-3791,,0.11196319,0.104918033
2268,East Central College,Union,63084,,PrivacySuppressed,PrivacySuppressed
2269,Eden Theological Seminary,Webster Groves,63119-3192,,,
2270,Elaine Steven Beauty College,Saint Louis,63136-5618,,PrivacySuppressed,PrivacySuppressed
2271,Pinnacle Career Institute-South Kansas City,Kansas City,64137-1659,,0.428571429,0.56097561
2272,Evangel University,Springfield,65802-2125,,0.428057554,0.382222222
2273,Fontbonne University,Saint Louis,63105-3098,,0.391705069,0.339285714
2274,Forest Institute of Professional Psychology,Springfield,65807,,,
2275,Four Rivers Career Center,Washington,63090-4235,,PrivacySuppressed,PrivacySuppressed
2276,Ozarks Technical Community College,Springfield,65802,,0.09057971,0.06291834
2277,Hannibal-LaGrange University,Hannibal,63401,,0.408805031,0.364583333
2278,Harris-Stowe State University,Saint Louis,63103-2136,,0.14559387,0.160493827
2279,Hickey College,Saint Louis,63114,,PrivacySuppressed,PrivacySuppressed
2280,House of Heavilin Beauty College-Kansas City,Kansas City,64110-2826,,PrivacySuppressed,PrivacySuppressed
2281,Independence College of Cosmetology,Independence,64055,,PrivacySuppressed,PrivacySuppressed
2282,Jefferson College,Hillsboro,63050-2440,,PrivacySuppressed,PrivacySuppressed
2283,Paul Mitchell the School-Missouri Columbia,Columbia,65202,,PrivacySuppressed,PrivacySuppressed
2284,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,63110,,PrivacySuppressed,PrivacySuppressed
2285,Kansas City Art Institute,Kansas City,64111-1874,,0.50617284,0.552631579
2286,Kennett Career and Technology Center,Kennett,63857,,PrivacySuppressed,PrivacySuppressed
2287,Kenrick Glennon Seminary,Saint Louis,63119-4399,,,
2288,A T Still University of Health Sciences,Kirksville,63501,,PrivacySuppressed,PrivacySuppressed
2289,Lake Career and Technical Center,Camdenton,65020,,PrivacySuppressed,PrivacySuppressed
2290,CoxHealth School of Radiologic Technology,Springfield,65802-1988,,PrivacySuppressed,PrivacySuppressed
2291,Lex La-Ray Technical Center,Lexington,64067-1525,,PrivacySuppressed,PrivacySuppressed
2292,Lincoln University,Jefferson City,65101,,0.221719457,0.183946488
2293,Lindenwood University,Saint Charles,63301-1695,,0.308370044,0.234750462
2294,State Technical College of Missouri,Linn,65051-9607,,0.416666667,0.476584022
2295,Logan University,Chesterfield,63017,,PrivacySuppressed,PrivacySuppressed
2296,Metropolitan Community College-Kansas City,Kansas City,64111-2429,,0.087790111,0.05588585
2297,Metropolitan Community College-Maple Woods,Kansas City,64156-1299,,0.087790111,0.05588585
2298,Maryville University of Saint Louis,Saint Louis,63141-7299,,0.411764706,0.38410596
2299,Merrell University of Beauty Arts and Science,Jefferson City,65109,,PrivacySuppressed,PrivacySuppressed
2300,Metro Business College-Cape Girardeau,Cape Girardeau,63701,,0.56097561,0.5
2301,Midwest Institute,Fenton,63026,,PrivacySuppressed,PrivacySuppressed
2302,Midwestern Baptist Theological Seminary,Kansas City,64118-4697,,PrivacySuppressed,PrivacySuppressed
2303,Mineral Area College,Park Hills,63601-1000,,0.086642599,0.048859935
2304,Westwood College-O'Hare Airport,Chicago,60631,,PrivacySuppressed,PrivacySuppressed
2305,Missouri Baptist University,Saint Louis,63141-8698,,0.322727273,0.1796875
2306,National Academy of Beauty Arts-Farmington,Farmington,63640,,PrivacySuppressed,PrivacySuppressed
2307,Missouri College,Brentwood,63144,,0.718662953,0.631578947
2308,Missouri School of Barbering,Florissant,63031-4701,,PrivacySuppressed,PrivacySuppressed
2309,Class Act I School of Cosmetology,Joplin,64801,,PrivacySuppressed,PrivacySuppressed
2310,Missouri Southern State University,Joplin,64801-1595,,0.285347044,0.196180556
2311,Missouri Tech,Saint Charles,63303-3887,,PrivacySuppressed,PrivacySuppressed
2312,Missouri Valley College,Marshall,65340,,0.311111111,0.145631068
2313,Missouri Western State University,Saint Joseph,64507,,0.204433498,0.139886578
2314,University of Missouri-Columbia,Columbia,65211-1050,,0.576986301,0.493294461
2315,University of Missouri-Kansas City,Kansas City,64110,,0.199823944,0.143065693
2316,Missouri University of Science and Technology,Rolla,65409,,0.146464647,0.061619718
2317,University of Missouri-St Louis,Saint Louis,63121-4400,,0.350877193,0.269323672
2318,Moberly Area Community College,Moberly,65270-1304,,0.108247423,0.046052632
2319,Ozark Mountain Technical Center,Mountain Grove,65711-0806,,PrivacySuppressed,PrivacySuppressed
2320,Hillyard Technical Center,Saint Joseph,64506-5102,,PrivacySuppressed,PrivacySuppressed
2321,National Academy of Beauty Arts-St Louis,Saint Louis,63128-0000,,PrivacySuppressed,PrivacySuppressed
2322,Nazarene Theological Seminary,Kansas City,64131-1246,,PrivacySuppressed,PrivacySuppressed
2323,Neosho Beauty College,Neosho,64850-1525,,PrivacySuppressed,PrivacySuppressed
2324,Nichols Career Center,Jefferson City,65101,,PrivacySuppressed,PrivacySuppressed
2325,Northwest Technical School,Maryville,64468,,PrivacySuppressed,PrivacySuppressed
2326,Truman State University,Kirksville,63501-4221,,0.50203252,0.369047619
2327,Northwest Missouri State University,Maryville,64468-6001,,0.472913616,0.468253968
2328,Ozark Christian College,Joplin,64801,,0.216981132,0.293478261
2329,College of the Ozarks,Point Lookout,65726-0017,,PrivacySuppressed,PrivacySuppressed
2330,Park University,Parkville,64152-3795,,0.337826453,0.24044586
2331,Stevens-The Institute of Business & Arts,Saint Louis,63103,,PrivacySuppressed,PrivacySuppressed
2332,Metropolitan Community College-Penn Valley,Kansas City,64111-2429,,0.087790111,0.05588585
2333,Poplar Bluff Technical Career Center,Poplar Bluff,63901-8960,,PrivacySuppressed,PrivacySuppressed
2334,Ranken Technical College,Saint Louis,63113-2811,,0.484848485,0.580487805
2335,Research College of Nursing,Kansas City,64132-1199,,PrivacySuppressed,PrivacySuppressed
2336,Research Medical Center School of Nuclear Medical Technology,Kansas City,64132,,PrivacySuppressed,PrivacySuppressed
2337,Research Medical Center School of Radiologic Technology,Kansas City,64132,,PrivacySuppressed,PrivacySuppressed
2338,Rockhurst University,Kansas City,64110-2561,,0.426008969,0.487603306
2339,Rolla Technical Institute/Center,Rolla,65401,,0.535353535,0.435897436
2340,Everest College-Springfield,Springfield,65807,,0.406535948,0.366812227
2341,Saint Louis Community College-Meramec,Kirkwood,63122,,0.078441558,0.053548387
2342,Saint Louis University,Saint Louis,63103-2097,,0.518284994,0.5216
2343,Salem College of Hairstyling,Rolla,65401,,PrivacySuppressed,PrivacySuppressed
2344,Sanford-Brown College-Fenton,Fenton,63026-3400,,0.497309762,0.479846449
2345,American College of Hair Design Inc,Sedalia,65301,,PrivacySuppressed,PrivacySuppressed
2346,Sikeston Career and Technology Center,Sikeston,63801-3347,,PrivacySuppressed,PrivacySuppressed
2347,Saint Louis Christian College,Florissant,63033,,PrivacySuppressed,PrivacySuppressed
2348,St Louis College of Pharmacy,Saint Louis,63110-1088,,0.560606061,0.523076923
2349,Saint Louis Community College-Florissant Valley,Saint Louis,63135,,0.078441558,0.053548387
2350,Saint Louis Community College,Saint Louis,63102-2810,,0.078441558,0.053548387
2351,Saint Paul School of Theology,Leawood,66224,,PrivacySuppressed,PrivacySuppressed
2352,Southwest Baptist University,Bolivar,65613-2596,,0.332622601,0.3359375
2353,Missouri State University-West Plains,West Plains,65775-2715,,0.075949367,0.064935065
2354,Mercy Hospital Springfield-School of Radiologic Technology,Springfield,65804,,PrivacySuppressed,PrivacySuppressed
2355,Saint Luke's College of Health Sciences,Kansas City,64111,,PrivacySuppressed,PrivacySuppressed
2356,St Louis College of Health Careers-St Louis,Saint Louis,63110,,0.328220859,0.40625
2357,State Fair Community College,Sedalia,65301-2199,,0.157992565,0.130841122
2358,Stephens College,Columbia,65215,,PrivacySuppressed,PrivacySuppressed
2359,Southeast Missouri State University,Cape Girardeau,63701,,0.419980601,0.330343797
2360,Missouri State University-Springfield,Springfield,65897,,0.377106334,0.298739807
2361,Three Rivers Community College,Poplar Bluff,63901,,PrivacySuppressed,PrivacySuppressed
2362,North Central Missouri College,Trenton,64683,,PrivacySuppressed,PrivacySuppressed
2363,Eldon Career Center,Eldon,65026,,PrivacySuppressed,PrivacySuppressed
2364,Truman Medical Center School of Nurse Anesthesia,Kansas City,64108,,,
2365,Kansas City University of Medicine and Biosciences,Kansas City,64106-1453,,,
2366,Washington University in St Louis,Saint Louis,63130-4899,,0.838779956,0.779069767
2367,Webster University,Saint Louis,63119-3194,,0.411663808,0.395136778
2368,Wentworth Military Academy and College,Lexington,64067-1799,,PrivacySuppressed,PrivacySuppressed
2369,Westminster College,Fulton,65251-1299,,0.658227848,0.441441441
2370,William Jewell College,Liberty,64068-1896,,0.547368421,0.53271028
2371,William Woods University,Fulton,65251-1098,,0.502283105,0.491525424
2372,Academy of Cosmetology,Bozeman,59715-3544,,PrivacySuppressed,PrivacySuppressed
2373,Montana State University-Billings-College of Technology,Billings,59102-9856,,0.054846939,0.054166667
