INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
Ottawa University-Phoenix,Phoenix,85021,,0.239005736,0.23890785
Phoenix College,Phoenix,85013,,0.017256255,0.016871166
Cortiva Institute-Scottsdale,Scottsdale,85257,,PrivacySuppressed,PrivacySuppressed
University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.227965306,0.225880624
Pima Community College,Tucson,85709-1275,,0.081580077,0.06703567
Pima Medical Institute-Tucson,Tucson,85716,,0.719302678,0.675250358
Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.719302678,0.675250358
Prescott College,Prescott,86301,,0.197452229,0.111111111
Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
Rio Salado College,Tempe,85281,,0.04040404,0.061196106
Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
Scottsdale Community College,Scottsdale,85256,,PrivacySuppressed,PrivacySuppressed
South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
Arizona Christian University,Phoenix,85032-7097,,0.396551724,0.338983051
Tucson College,Tucson,85711,,0.566079295,0.466666667
Universal Technical Institute of Arizona Inc,Avondale,85323,,0.610655738,0.690277314
Western International University,Tempe,85282,,0.219047619,0.216049383
Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
Yavapai College,Prescott,86301,,0.133196721,0.065306122
University of Arkansas at Little Rock,Little Rock,72204,,0.22190408,0.197062424
University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.744252874,0.8
ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
Arkansas Baptist College,Little Rock,72202-6068,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty College,Russellville,72801,,PrivacySuppressed,PrivacySuppressed
Lyon College,Batesville,72501,,0.328125,0.363636364
Arkansas College of Barbering and Hair Design,North Little Rock,72114,,0.615384615,0.617647059
Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
University of Arkansas,Fayetteville,72701,,0.451114923,0.352785146
University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.263598326,0.133333333
Arkansas State University-Beebe,Beebe,72012-1000,,0.223227753,0.155487805
Arkansas State University-Main Campus,Jonesboro,72401,,0.330747922,0.256478999
Arkansas Tech University,Russellville,72801-2222,,0.328271028,0.256588072
University of Arkansas at Monticello,Monticello,71656,,0.128521127,0.092838196
Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
Baptist Health College-Little Rock,Little Rock,72210-2820,,0.344086022,0.322580645
Bee Jays Academy,Batesville,72501,,PrivacySuppressed,PrivacySuppressed
Black River Technical College,Pocahontas,72455,,PrivacySuppressed,PrivacySuppressed
University of Central Arkansas,Conway,72035-0001,,0.323767476,0.243664717
Central Baptist College,Conway,72034,,0.310810811,0.146341463
Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
East Arkansas Community College,Forrest City,72335-2204,,PrivacySuppressed,PrivacySuppressed
Eastern College of Health Vocations-Little Rock,Little Rock,72205,,PrivacySuppressed,PrivacySuppressed
Imagine-Paul Mitchell Partner School,North Little Rock,72117,,PrivacySuppressed,PrivacySuppressed
National Park College,Hot Springs,71913,,0.109131403,0.060483871
University of Arkansas Community College-Batesville,Batesville,72503-3350,,PrivacySuppressed,PrivacySuppressed
Harding University,Searcy,72149-5615,,0.523012552,0.394021739
Henderson State University,Arkadelphia,71999-0001,,0.127802691,0.082417582
Hendrix College,Conway,72032-3080,,0.514450867,0.456140351
Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
John Brown University,Siloam Springs,72761,,0.683127572,0.559241706
Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
Arkansas State University Mid-South,West Memphis,72301-3829,,PrivacySuppressed,PrivacySuppressed
Arkansas Northeastern College,Blytheville,72316-1109,,0.081761006,0.085470086
Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
North Arkansas College,Harrison,72601-5508,,0.193846154,0.132075472
Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
Ouachita Baptist University,Arkadelphia,71998-0001,,0.455223881,0.389261745
College of the Ouachitas,Malvern,72104-0816,,PrivacySuppressed,PrivacySuppressed
Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
University of the Ozarks,Clarksville,72830,,0.363636364,0.26984127
University of Arkansas Community College-Morrilton,Morrilton,72110,,0.136,0.133333333
Philander Smith College,Little Rock,72202-3799,,0.268292683,0.244897959
Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
Pulaski Technical College,North Little Rock,72118-3347,,0.139053254,0.116306954
University of Arkansas Community College-Hope,Hope,71801,,PrivacySuppressed,PrivacySuppressed
Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
Williams Baptist College,Walnut Ridge,72476,,0.454545455,0.28358209
South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
Southern Arkansas University Main Campus,Magnolia,71753,,0.350490196,0.234200744
Southern Arkansas University Tech,Camden,71701-1906,,0.194029851,0.228915663
Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.200471698,0.162112933
Abram Friedman Occupational Center,Los Angeles,90015-3507,,,
Academy of Art University,San Francisco,94105,,0.122230711,0.093220339
ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.234789392,0.354140658
Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.777777778,0.603448276
Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
Allan Hancock College,Santa Maria,93454-6399,,PrivacySuppressed,PrivacySuppressed
American Baptist Seminary of the West,Berkeley,94704-3029,,,
American Film Institute Conservatory,Los Angeles,90027-1625,,,
American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
American Career College-Los Angeles,Los Angeles,90004,,0.706653715,0.689090909
American Conservatory Theater,San Francisco,94108-5834,,PrivacySuppressed,PrivacySuppressed
American River College,Sacramento,95841-4286,,0.027187346,0.028157683
Everest College-Hayward,Hayward,94541,,0.673981191,0.638888889
Antelope Valley College,Lancaster,93536-5426,,0.050784167,0.044880785
Art Center College of Design,Pasadena,91103,,0.373015873,0.369791667
Associated Technical College-Los Angeles,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
Associated Technical College-San Diego,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
Azusa Pacific University,Azusa,91702-7000,,0.235588972,0.155319149
Bakersfield College,Bakersfield,93305-1299,,PrivacySuppressed,PrivacySuppressed
Bridges Academy of Beauty,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
Bethany University,Scotts Valley,95066-2898,,0.363636364,0.168831169
Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
Biola University,La Mirada,90639-0001,,0.518900344,0.413793103
Brooks Institute,Ventura,93001,,0.424124514,0.37007874
Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
Butte College,Oroville,95965-8399,,0.038781163,0.046432616
Phillips Graduate University,Chatsworth,91311,,,
California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
Cabrillo College,Aptos,95003,,0.049698795,0.021645022
California Baptist University,Riverside,92504-3297,,0.441558442,0.393650794
California College of the Arts,San Francisco,94107-2247,,0.524064171,0.409090909
University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
California Institute of Technology,Pasadena,91125,,PrivacySuppressed,PrivacySuppressed
California Lutheran University,Thousand Oaks,91360-2787,,0.479166667,0.421052632
California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.550976139,0.467510549
Alliant International University-San Diego,San Diego,92131,,0.896296296,0.805194805
California State University-Bakersfield,Bakersfield,93311-1099,,0.339500463,0.295019157
California State University-Stanislaus,Turlock,95382-0299,,0.112099644,0.093457944
California State University-San Bernardino,San Bernardino,92407-2397,,0.38319024,0.372073579
California State Polytechnic University-Pomona,Pomona,91768,,0.064695009,0.031508265
California State University-Chico,Chico,95929-0150,,0.419060052,0.389568052
California State University-Dominguez Hills,Carson,90747-0005,,0.246662429,0.244565217
California State University-Fresno,Fresno,93740,,0.319624497,0.294552791
California State University-Fullerton,Fullerton,92831-3599,,0.366666667,0.335388994
California State University-East Bay,Hayward,94542,,0.266345492,0.236519608
California State University-Long Beach,Long Beach,90840-0115,,0.374804626,0.367044894
California State University-Los Angeles,Los Angeles,90032-8506,,0.192307692,0.158485274
California State University-Northridge,Northridge,91330,,0.33447099,0.303370787
California State University-Sacramento,Sacramento,95819-2694,,0.083696016,0.072471324
University of California-Berkeley,Berkeley,94720,,0.486807388,0.462863294
University of California-Davis,Davis,95616-8678,,0.485025818,0.440646651
University of California-Irvine,Irvine,92697,,0.515592516,0.443168772
University of California-Los Angeles,Los Angeles,90095-1405,,0.666549912,0.622479839
University of California-Riverside,Riverside,92521,,0.097245644,0.082409972
University of California-San Diego,La Jolla,92093,,0.549976755,0.516429354
University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
University of California-Santa Barbara,Santa Barbara,93106,,0.588269795,0.509104704
University of California-Santa Cruz,Santa Cruz,95064-1011,,0.478448276,0.500910747
Sofia University,Palo Alto,94303,,PrivacySuppressed,PrivacySuppressed
California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
California College San Diego,San Diego,92111-1009,,0.426294821,0.4375
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.740641711,0.672413793
California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
California Institute of the Arts,Valencia,91355-2397,,0.796296296,0.746268657
California State University Maritime Academy,Vallejo,94590,,0.517241379,0.456140351
California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
Canada College,Redwood City,94061-1099,,PrivacySuppressed,PrivacySuppressed
College of the Canyons,Santa Clarita,91355-1899,,0.086651054,0.079584775
Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
Casa Loma College-Van Nuys,Van Nuys,91405,,0.812286689,0.828947368
CET-San Diego,San Diego,92102,,0.587852495,0.540183113
CET-Sobrato,San Jose,95110,,0.587852495,0.540183113
CET-El Centro,El Centro,92243,,0.587852495,0.540183113
CET-Colton,Colton,92324,,0.587852495,0.540183113
CET-Watsonville,Watsonville,95076,,0.587852495,0.540183113
CET-Gilroy,Gilroy,95020,,0.587852495,0.540183113
CET-Salinas,Salinas,93901,,0.587852495,0.540183113
Cerritos College,Norwalk,90650-6298,,PrivacySuppressed,PrivacySuppressed
Cerro Coso Community College,Ridgecrest,93555-9571,,PrivacySuppressed,PrivacySuppressed
Chabot College,Hayward,94545,,0.033850494,0.025522042
Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
Chapman University,Orange,92866,,0.501973684,0.483240224
Charles R Drew University of Medicine and Science,Los Angeles,90059,,PrivacySuppressed,PrivacySuppressed
Concordia University-Irvine,Irvine,92612-3203,,0.359307359,0.244094488
San Diego Christian College,Santee,92071,,0.444444444,0.41025641
Church Divinity School of the Pacific,Berkeley,94709-1211,,,
Citrus College,Glendora,91741-1899,,PrivacySuppressed,PrivacySuppressed
City College of San Francisco,San Francisco,94112-1898,,0.038548753,0.030898876
Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
Claremont McKenna College,Claremont,91711-6400,,0.542372881,0.673469388
Milan Institute-Visalia,Visalia,93277,,0.764563107,0.730769231
Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,PrivacySuppressed,PrivacySuppressed
Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
Coastline Community College,Fountain Valley,92708-2597,,PrivacySuppressed,PrivacySuppressed
Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
Coleman University,San Diego,92123-1506,,0.559322034,0.626865672
Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
Columbia College,Sonora,95370,,PrivacySuppressed,PrivacySuppressed
Columbia College-Hollywood,Tarzana,91356-1411,,0.4,0.337209302
El Camino College-Compton Center,Compton,90221-5393,,0.026009583,0.025358324
Western Beauty Institute,Panorama City,91402,,PrivacySuppressed,PrivacySuppressed
Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
Cosumnes River College,Sacramento,95823-5799,,PrivacySuppressed,PrivacySuppressed
Crafton Hills College,Yucaipa,92339-1799,,PrivacySuppressed,PrivacySuppressed
Cuesta College,San Luis Obispo,93403-8106,,PrivacySuppressed,PrivacySuppressed
Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Bell,Bell,90201,,PrivacySuppressed,PrivacySuppressed
Cypress College,Cypress,90630-5897,,0.057220708,0.039719626
De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Hemet,Hemet,92545,,PrivacySuppressed,PrivacySuppressed
International School of Beauty Inc,Palm Desert,92260-2740,,PrivacySuppressed,PrivacySuppressed
Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
College of the Desert,Palm Desert,92260,,PrivacySuppressed,PrivacySuppressed
Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
DeVry University-California,Pomona,91768-2642,,0.11204639,0.085050251
Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
Dominican University of California,San Rafael,94901-2298,,0.533333333,0.47826087
Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
East Los Angeles College,Monterey Park,91754-6099,,0.020408163,0.025125628
Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
San Diego Continuing Education,San Diego,92113,,PrivacySuppressed,PrivacySuppressed
El Camino Community College District,Torrance,90506,,0.026009583,0.025358324
Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-City of Industry,City of Industry,91748,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,PrivacySuppressed,PrivacySuppressed
Empire College,Santa Rosa,95403-2126,,0.656565657,0.724137931
Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.603189947,0.52
Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.603189947,0.52
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.603189947,0.52
Feather River Community College District,Quincy,95971-9124,,0.114035088,0.111111111
Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
Hair California Beauty Academy,Orange,92867,,,
Foothill College,Los Altos Hills,94022,,0.109965636,0.068085106
Franciscan School of Theology,Oceanside,92057,,,
Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
Fresno City College,Fresno,93741,,0.043296089,0.027617952
Fresno Pacific University,Fresno,93702-4709,,0.509433962,0.426136364
Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
Galen College of Medical and Dental Assistants,Clovis,93611-4002,,PrivacySuppressed,PrivacySuppressed
Gavilan College,Gilroy,95020,,PrivacySuppressed,PrivacySuppressed
Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
Glendale Career College,Glendale,91203,,0.756563246,0.801886793
Golden Gate University-San Francisco,San Francisco,94105-2968,,0.390804598,0.434782609
Golden West College,Huntington Beach,92647-2710,,0.059090909,0.034749035
Graduate Theological Union,Berkeley,94709,,,
Grossmont College,El Cajon,92020-1799,,0.05861244,0.051376147
Salon Success Academy-Riverside,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
Hartnell College,Salinas,93901,,PrivacySuppressed,PrivacySuppressed
Harvey Mudd College,Claremont,91711,,PrivacySuppressed,PrivacySuppressed
Heald College-Rancho Cordova,Rancho Cordova,95670,,0.178470255,0.222222222
Heald College-Fresno,Fresno,93704,,0.271578947,0.145539906
Heald College-San Jose,Milpitas,95035-8008,,0.45505618,0.331877729
Heald College-San Francisco,San Francisco,94103,,0.303215927,0.338607595
Heald College-Concord,Concord,94520-0522,,0.26121372,0.240963855
Hilltop Beauty School,Daly City,94014,,PrivacySuppressed,PrivacySuppressed
