INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
ATI College of Health,Miami,33169,,0.616071429,0.524590164
ITT Technical Institute-Tampa,Tampa,33634-7350,,0.197368421,0.285063752
Jacksonville University,Jacksonville,32211-3394,,0.323595506,0.332268371
Jones College-Jacksonville,Jacksonville,32211,,0.234042553,0.327272727
Keiser University-Ft Lauderdale,Fort Lauderdale,33309,,0.429892527,0.423337856
Heritage Institute-Ft Myers,Fort Myers,33912,,0.710691824,0.704545455
La Belle Beauty School,Hialeah,33012,,PrivacySuppressed,PrivacySuppressed
Florida Gateway College,Lake City,32025-2007,,0.04245283,0.060240964
Lake Technical College,Eustis,32726,,PrivacySuppressed,PrivacySuppressed
Lake-Sumter State College,Leesburg,34788-8751,,PrivacySuppressed,PrivacySuppressed
Fort Myers Technical College,Fort Myers,33916-2204,,PrivacySuppressed,PrivacySuppressed
Lively Technical Center,Tallahassee,32304-2895,,PrivacySuppressed,PrivacySuppressed
Lindsey Hopkins Technical College,Miami,33127,,PrivacySuppressed,PrivacySuppressed
Loraines Academy & Spa,Saint Petersburg,33710,,0.598290598,0.583333333
Luther Rice College & Seminary,Lithonia,30038-9869,,PrivacySuppressed,PrivacySuppressed
State College of Florida-Manatee-Sarasota,Bradenton,34207,,0.056994819,0.048939641
Manatee Technical College,Bradenton,34203,,PrivacySuppressed,PrivacySuppressed
Manhattan Hairstyling Academy,Tampa,33611,,0.360869565,0.283333333
Traviss Technical College,Lakeland,33803,,PrivacySuppressed,PrivacySuppressed
Trinity International University-Florida,Davie,33324,,0.230483271,0.232323232
Miami Lakes Educational Center and Technical College,Miami Lakes,33014,,PrivacySuppressed,PrivacySuppressed
Miami Dade College,Miami,33132-2204,,0.076101972,0.067749519
University of Miami,Coral Gables,33146,,0.707105719,0.66536965
Orange Technical College-Mid Florida Campus,Orlando,32809,,PrivacySuppressed,PrivacySuppressed
Beauty Schools of America-Miami,Miami,33144-4700,,0.611735331,0.553846154
Remington College-Tampa Campus,Tampa,33619,,0.57368754,0.47740668
Everest Institute-North Miami,Miami,33169-4538,,0.619244392,0.521052632
Everest Institute-Hialeah,Hialeah,33012,,0.619244392,0.521052632
Academy of Palm Beach,Lake Worth,33463-2113,,PrivacySuppressed,PrivacySuppressed
Lincoln College of Technology-West Palm Beach,West Palm Beach,33407,,0.535496957,0.513131313
Fortis College-Tampa,Tampa,33619,,0.543103448,0.52
North Florida Community College,Madison,32340,,PrivacySuppressed,PrivacySuppressed
University of North Florida,Jacksonville,32224-7699,,0.479814692,0.404977376
Northwood University-Florida,West Palm Beach,33409-2911,,0.468305304,0.413793103
Nova Southeastern University,Fort Lauderdale,33314-7796,,0.365834633,0.42826087
Northwest Florida State College,Niceville,32578-1295,,0.136439268,0.12
Everest University-North Orlando,Orlando,32810,,0.210613599,0.18380744
Orange Technical College-Orlando Campus,Orlando,32801-1197,,PrivacySuppressed,PrivacySuppressed
Palm Beach Atlantic University,West Palm Beach,33401,,0.489361702,0.39688716
Palm Beach State College,Lake Worth,33461-4796,,0.117816092,0.099252935
Pasco-Hernando State College,New Port Richey,34654-5199,,0.122026887,0.098654709
Pensacola State College,Pensacola,32504-8998,,0.105973025,0.128514056
Pinellas Technical College-Clearwater,Clearwater,33760-2140,,PrivacySuppressed,PrivacySuppressed
Polk State College,Winter Haven,33881-4299,,0.091883614,0.099137931
Radford M Locklin Technical Center,Milton,32570-8188,,PrivacySuppressed,PrivacySuppressed
Saint Vincent de Paul Regional Seminary,Boynton Beach,33436-4899,,,
ATI Career Training Center-Miami,Miami,33122-1707,,PrivacySuppressed,PrivacySuppressed
ATI Career Training Center-Oakland Park,Oakland Park,33309,,PrivacySuppressed,PrivacySuppressed
Ridge Technical College,Winter Haven,33881-9518,,PrivacySuppressed,PrivacySuppressed
Ringling College of Art and Design,Sarasota,34234-5895,,0.711538462,0.633587786
Toni & Guy Hairdressing Academy-Jacksonville,Jacksonville,32256,,PrivacySuppressed,PrivacySuppressed
Robert Morgan Educational Center and Technical College,Miami,33177-2407,,PrivacySuppressed,PrivacySuppressed
Rollins College,Winter Park,32789-4499,,0.573289902,0.514792899
First Coast Technical College,Saint Augustine,32084-1919,,PrivacySuppressed,PrivacySuppressed
Saint Leo University,Saint Leo,33574-6665,,0.357495069,0.306781486
St Petersburg College,Clearwater,33760-2822,,0.142060245,0.091756272
Pinellas Technical College-St. Petersburg,Saint Petersburg,33711-2209,,PrivacySuppressed,PrivacySuppressed
Santa Fe College,Gainesville,32606-6210,,0.209455023,0.210335449
Suncoast Technical College,Sarasota,34233-1798,,PrivacySuppressed,PrivacySuppressed
Argosy University-Sarasota,Sarasota,34235,,0.217286915,0.191176471
Seminole State College of Florida,Sanford,32773-6199,,0.082748948,0.103021978
Sheridan Technical College,Hollywood,33021,,PrivacySuppressed,PrivacySuppressed
Saint John Vianney College Seminary,Miami,33165-3244,,PrivacySuppressed,PrivacySuppressed
Saint Johns River State College,Palatka,32177,,0.089108911,0.044776119
South Florida State College,Avon Park,33825-9356,,0.082568807,0.068965517
University of South Florida-Main Campus,Tampa,33620-9951,,0.440387481,0.38443303
St Thomas University,Miami Gardens,33054-6459,,0.393129771,0.38121547
Stenotype Institute of Jacksonville Inc-Jacksonville,Jacksonville,32207,,PrivacySuppressed,PrivacySuppressed
Stetson University,DeLand,32723,,0.569230769,0.464480874
Southeastern University,Lakeland,33801-6034,,0.413157895,0.334494774
Bene's Career Academy,New Port Richey,34652,,PrivacySuppressed,PrivacySuppressed
RIVEROAK Technical College,Live Oak,32064,,PrivacySuppressed,PrivacySuppressed
Tallahassee Community College,Tallahassee,32304-2895,,0.01050175,0.012355212
Talmudic College of Florida,Miami Beach,33140-3854,,PrivacySuppressed,PrivacySuppressed
Everest University-Tampa,Tampa,33614,,0.210342146,0.191637631
Everest University-Largo,Largo,33770-2556,,0.311172036,0.206235012
The University of Tampa,Tampa,33606-1490,,0.526239067,0.542328042
Taylor Technical Institute,Perry,32348,,PrivacySuppressed,PrivacySuppressed
Tom P Haney Technical Center,Panama City,32405,,PrivacySuppressed,PrivacySuppressed
ATI Career Training Center-Fort Lauderdale,Fort Lauderdale,33309-9731,,0.472049689,0.340659341
Trinity Baptist College,Jacksonville,32221,,0.487179487,0.245614035
Trinity College of Florida,Trinity,34655-4401,,PrivacySuppressed,PrivacySuppressed
Fashion Focus Hair Academy,Sarasota,34231-4813,,PrivacySuppressed,PrivacySuppressed
Valencia College,Orlando,32835,,0.124003825,0.106287425
Warner University,Lake Wales,33859-8797,,0.431718062,0.25210084
Florida Panhandle Technical College,Chipley,32428-1618,,PrivacySuppressed,PrivacySuppressed
Webber International University,Babson Park,33827-0096,,0.355371901,0.290322581
Rasmussen College-Florida,Ocala,34474-6226,,0.39408867,0.305555556
Rasmussen College-Pasco County,Holiday,34690-4554,,0.39408867,0.305555556
The University of West Florida,Pensacola,32514-5750,,0.376404494,0.392920354
Orange Technical College-Westside Campus,Winter Garden,34787-3733,,PrivacySuppressed,PrivacySuppressed
William T McFatter Technical College,Davie,33317,,PrivacySuppressed,PrivacySuppressed
Orange Technical College-Winter Park Campus,Winter Park,32789-3049,,PrivacySuppressed,PrivacySuppressed
Withlacoochee Technical College,Inverness,34450-4696,,PrivacySuppressed,PrivacySuppressed
Abraham Baldwin Agricultural College,Tifton,31793-2601,,0.183946488,0.156962025
United Education Institute,Jacksonville,32207,,0.626822157,0.527131783
Agnes Scott College,Decatur,30030-3770,,PrivacySuppressed,PrivacySuppressed
Interactive College of Technology-Chamblee,Chamblee,30341,,0.069808028,0.103559871
Interactive College of Technology-Morrow,Morrow,30260,,0.069808028,0.103559871
Albany Technical College,Albany,31701,,PrivacySuppressed,PrivacySuppressed
Darton State College,Albany,31707-3098,,0.119565217,0.081967213
Albany State University,Albany,31705,,0.336177474,0.305263158
American InterContinental University,Atlanta,30326-1001,,0.359885204,0.35552067
Andrew College,Cuthbert,39840-5550,,PrivacySuppressed,PrivacySuppressed
Armstrong State University,Savannah,31419-1997,,0.336734694,0.252314815
The Art Institute of Atlanta,Atlanta,30328-1635,,0.314211213,0.265060241
Georgia Career Institute,Conyers,30094,,0.5475,0.5625
Atlanta Technical College,Atlanta,30310-4446,,PrivacySuppressed,PrivacySuppressed
Point University,West Point,31833,,0.265822785,0.168831169
Atlanta Metropolitan State College,Atlanta,30310-4448,,0.107969152,0.073732719
Atlanta's John Marshall Law School,Atlanta,30309,,,
Atlanta School of Massage,Atlanta,30338,,PrivacySuppressed,PrivacySuppressed
Clark Atlanta University,Atlanta,30314-4391,,0.365183246,0.30449827
Augusta Technical College,Augusta,30906,,0.0675,0.028248588
Augusta State University,Augusta,309042200,,0.207526882,0.168269231
Bainbridge State College,Bainbridge,39819,,PrivacySuppressed,PrivacySuppressed
Bauder College,Atlanta,30313,,0.391684902,0.246835443
Beauty College of America,Forest Park,30297-1443,,PrivacySuppressed,PrivacySuppressed
East Central Technical College,Fitzgerald,31750,,PrivacySuppressed,PrivacySuppressed
Berry College,Mount Berry,30149,,0.504166667,0.568807339
Beulah Heights University,Atlanta,30316,,PrivacySuppressed,PrivacySuppressed
Brenau University,Gainesville,30501-3668,,0.479481642,0.403846154
Brewton-Parker College,Mount Vernon,30445,,0.29296875,0.191082803
Brown College of Court Reporting,Atlanta,30309,,PrivacySuppressed,PrivacySuppressed
College of Coastal Georgia,Brunswick,31520-3644,,0.124797407,0.079069767
West Georgia Technical College,Waco,30182,,PrivacySuppressed,PrivacySuppressed
Clayton  State University,Morrow,30260-0285,,0.275019701,0.22972973
Columbia Theological Seminary,Decatur,30030-4118,,PrivacySuppressed,PrivacySuppressed
Columbus Technical College,Columbus,31904-6572,,PrivacySuppressed,PrivacySuppressed
Columbus State University,Columbus,31907-5645,,0.249469214,0.176352705
Georgia Northwestern Technical College,Rome,30161,,PrivacySuppressed,PrivacySuppressed
Covenant College,Lookout Mountain,30750-4164,,0.392156863,0.289473684
Dalton State College,Dalton,30720-3797,,0.173357664,0.123552124
Pro Way Hair School,Stone Mountain,30083-3254,,PrivacySuppressed,PrivacySuppressed
DeVry University-Georgia,Decatur,30030-2556,,0.067664523,0.041789819
South University-Savannah,Savannah,31406,,0.26,0.228323699
East Georgia State College,Swainsboro,30401,,0.049853372,0.047393365
Emmanuel College,Franklin Springs,30639,,0.411764706,0.24742268
Emory University,Atlanta,30322,,0.85915493,0.82972973
Georgia Highlands College,Rome,30161-3897,,0.18134715,0.094262295
Fort Valley State University,Fort Valley,31030-4313,,0.116766467,0.038095238
Grady Health System Professional Schools,Atlanta,30303-3050,,PrivacySuppressed,PrivacySuppressed
Georgia Institute of Technology-Main Campus,Atlanta,30332-0530,,0.671206226,0.556078431
Georgia Southwestern State University,Americus,31709-4693,,0.341404358,0.24742268
Gainesville State College,Oakwood,30566,,0.058925477,0.055137845
Georgia College and State University,Milledgeville,31061,,0.458574181,0.384393064
Georgia Military College,Milledgeville,31061-3398,,0.031616983,0.042628774
Georgia Southern University,Statesboro,30460-8126,,0.420841683,0.303689065
Georgia State University,Atlanta,30303-3083,,0.422006745,0.374908291
University of Georgia,Athens,30602,,0.582698585,0.526865672
Gordon State College,Barnesville,30204,,0.137980085,0.073578595
Southern Crescent Technical College,Griffin,30223-2042,,PrivacySuppressed,PrivacySuppressed
Gupton Jones College of Funeral Service,Decatur,30035-4022,,0.533333333,0.46
Gwinnett College-Lilburn,Lilburn,30047-3447,,PrivacySuppressed,PrivacySuppressed
Gwinnett Technical College,Lawrenceville,30043-5702,,0.148601399,0.105058366
Heart of Georgia Technical College,Dublin,31021,,PrivacySuppressed,PrivacySuppressed
Middle Georgia Technical College,Warner Robins,31088,,PrivacySuppressed,PrivacySuppressed
Interdenominational Theological Center,Atlanta,30314-4143,,PrivacySuppressed,PrivacySuppressed
Kennesaw State University,Kennesaw,30144-5591,,0.339582218,0.29787234
Savannah River College,Augusta,30909,,0.494545455,0.392857143
LaGrange College,Lagrange,30240-2999,,0.539267016,0.531531532
Lanier Technical College,Oakwood,30566,,PrivacySuppressed,PrivacySuppressed
Life University,Marietta,30060,,0.664179105,0.802259887
Central Georgia Technical College,Macon,31206,,PrivacySuppressed,PrivacySuppressed
Macon State College,Macon,312065145,,0.128301887,0.122850123
Chattahoochee Technical College,Marietta,30060,,PrivacySuppressed,PrivacySuppressed
Herzing University-Atlanta,Atlanta,30326,,0.350157729,0.261146497
Georgia Health Sciences University,Augusta,30912,,0.682539683,0.649122807
Mercer University,Macon,31207,,0.56509161,0.538057743
Middle Georgia College,Cochran,310141599,,0.144508671,0.063063063
Morehouse College,Atlanta,30314,,PrivacySuppressed,PrivacySuppressed
Morehouse School of Medicine,Atlanta,30310,,PrivacySuppressed,PrivacySuppressed
Moultrie Technical College,Moultrie,31788,,PrivacySuppressed,PrivacySuppressed
University of North Georgia,Dahlonega,30597-1001,,0.437086093,0.327464789
North Georgia Technical College,Clarkesville,30523,,PrivacySuppressed,PrivacySuppressed
Oglethorpe University,Atlanta,30319-2797,,0.429411765,0.449438202
The Esani Institute,Forest Park,30297-1436,,PrivacySuppressed,PrivacySuppressed
Paine College,Augusta,30901-3182,,PrivacySuppressed,PrivacySuppressed
Appalachian Technical College,Jasper,30143-1253,,PrivacySuppressed,PrivacySuppressed
Piedmont College,Demorest,30535-0010,,0.56097561,0.571428571
Portfolio Center,Atlanta,30309,,PrivacySuppressed,PrivacySuppressed
Reinhardt University,Waleska,30183-2981,,PrivacySuppressed,PrivacySuppressed
Savannah Technical College,Savannah,31405-5594,,PrivacySuppressed,PrivacySuppressed
Savannah College of Art and Design,Savannah,31402-3146,,0.579881657,0.576923077
Savannah State University,Savannah,31404-5310,,0.311659193,0.163888889
Shorter University,Rome,30165,,0.485018727,0.427966102
South Georgia College,Douglas,315335098,,PrivacySuppressed,PrivacySuppressed
South Georgia Technical College,Americus,31709,,PrivacySuppressed,PrivacySuppressed
The Creative Circus,Atlanta,30324,,0.631578947,0.733333333
Spelman College,Atlanta,30314-4399,,PrivacySuppressed,PrivacySuppressed
Southern Polytechnic State University,Marietta,30060-2896,,0.235714286,0.198473282
Swainsboro Technical College,Swainsboro,30401,,PrivacySuppressed,PrivacySuppressed
Southwest Georgia Technical College,Thomasville,31792-9960,,PrivacySuppressed,PrivacySuppressed
Thomas University,Thomasville,31792,,0.335329341,0.298507463
Toccoa Falls College,Toccoa Falls,30598,,0.407407407,0.396226415
West Georgia Technical College,LaGrange,30240,,PrivacySuppressed,PrivacySuppressed
Truett McConnell University,Cleveland,30528,,0.297297297,0.142857143
Wiregrass Georgia Technical College,Valdosta,31602-0929,,PrivacySuppressed,PrivacySuppressed
Valdosta State University,Valdosta,31698,,0.302124312,0.213828425
Northwestern Technical College,Rock Spring,30739,,PrivacySuppressed,PrivacySuppressed
Waycross College,Waycross,315030110,,PrivacySuppressed,PrivacySuppressed
Wesleyan College,Macon,31210-4462,,PrivacySuppressed,PrivacySuppressed
University of West Georgia,Carrollton,30118-0001,,0.346655791,0.265997491
Young Harris College,Young Harris,30582,,0.215517241,0.151162791
Heald College-Honolulu,Honolulu,96814,,0.425981873,0.405797101
Chaminade University of Honolulu,Honolulu,96816-1578,,0.350828729,0.375
University of Hawaii at Hilo,Hilo,96720-4091,,0.343181818,0.272131148
University of Hawaii at Manoa,Honolulu,96822-2217,,0.395527603,0.34375
Hawaii Institute of Hair Design,Honolulu,96817-5195,,PrivacySuppressed,PrivacySuppressed
Hawaii Pacific University,Honolulu,96813,,0.408977556,0.390581718
Honolulu Community College,Honolulu,96817-4505,,PrivacySuppressed,PrivacySuppressed
Kapiolani Community College,Honolulu,96816-4421,,0.087719298,0.07
Kauai Community College,Lihue,96766-9500,,PrivacySuppressed,PrivacySuppressed
Leeward Community College,Pearl City,96782-3366,,PrivacySuppressed,PrivacySuppressed
University of Hawaii Maui College,Kahului,96732-1617,,0.155477032,0.096774194
Med-Assist School of Hawaii Inc,Honolulu,96813,,PrivacySuppressed,PrivacySuppressed
World Medicine Institute,Honolulu,96821,,,
Travel Institute of the Pacific,Honolulu,96814,,0.3515625,0.569230769
University of Hawaii-West Oahu,Kapolei,96707-4507,,0.408602151,0.533333333
Windward Community College,Kaneohe,96744-3528,,PrivacySuppressed,PrivacySuppressed
Carrington College-Boise,Boise,83704-8742,,0.7582846,0.565217391
Boise Bible College,Boise,83714-1220,,PrivacySuppressed,PrivacySuppressed
Boise State University,Boise,83725,,0.258955988,0.251870324
Career Beauty College,Rexburg,83440-1964,,PrivacySuppressed,PrivacySuppressed
Eastern Idaho Technical College,Idaho Falls,83404-5788,,0.271604938,0.303030303
Idaho State University,Pocatello,83209,,0.237491191,0.225680934
University of Idaho,Moscow,83844-2282,,0.471823204,0.416748769
The College of Idaho,Caldwell,83605-4432,,0.559322034,0.481012658
Lewis-Clark State College,Lewiston,83501-2698,,0.288718929,0.196078431
ITT Technical Institute-Boise,Boise,83713-1529,,0.166666667,0.302554028
Aveda Institute-Twin Falls,Twin Falls,83301,,PrivacySuppressed,PrivacySuppressed
Mr Leon's School of Hair Design-Moscow,Moscow,83843,,PrivacySuppressed,PrivacySuppressed
North Idaho College,Coeur d'Alene,83814-2199,,0.082432432,0.118257261
Northwest Nazarene University,Nampa,83686-5897,,0.085308057,0.108527132
The School of Hairstyling,Chubbuck,83202,,PrivacySuppressed,PrivacySuppressed
Brigham Young University-Idaho,Rexburg,83460-1690,,0.269850746,0.283018868
College of Southern Idaho,Twin Falls,83301,,0.094036697,0.076512456
Adler University,Chicago,60602,,PrivacySuppressed,PrivacySuppressed
Alvareitas College of Cosmetology-Edwardsville,Edwardsville,62025,,PrivacySuppressed,PrivacySuppressed
Alvareitas College of Cosmetology-Godfrey,Godfrey,62035-4150,,PrivacySuppressed,PrivacySuppressed
American Academy of Art,Chicago,60604-4302,,0.396226415,0.37037037
School of the Art Institute of Chicago,Chicago,60603,,0.455445545,0.474860335
The College of Office Technology,Chicago,60642-3312,,0.671875,0.490566038
Augustana College,Rock Island,61201-2296,,0.729927007,0.655870445
Aurora University,Aurora,60506-4892,,0.618686869,0.5
Tricoci University of Beauty Culture-Urbana,Urbana,61801,,PrivacySuppressed,PrivacySuppressed
Southwestern Illinois College,Belleville,62221-5899,,0.102475929,0.0752
Bethany Theological Seminary,Richmond,47374-4019,,PrivacySuppressed,PrivacySuppressed
Black Hawk College,Moline,61265-5899,,PrivacySuppressed,PrivacySuppressed
Blackburn College,Carlinville,62626,,0.467213115,0.336448598
Blessing Rieman College of Nursing and Health Sciences,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
Blessing Hospital School of Radiologic Technology,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
Bradley University,Peoria,61625-0001,,0.6953125,0.642857143
Paul Mitchell the School-Bradley,Bourbonnais,60914,,PrivacySuppressed,PrivacySuppressed
Cameo Beauty Academy,Oak Lawn,60453,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Villa Park,Villa Park,60181,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Chicago,Chicago,60617-4303,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Chicago,Chicago,60632-2549,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Elgin,Elgin,60120,,PrivacySuppressed,PrivacySuppressed
Capri Beauty College,Chicago,60629,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Hanover Park,Hanover Park,60133-5421,,PrivacySuppressed,PrivacySuppressed
Capri Beauty College,Oak Forest,60452,,PrivacySuppressed,PrivacySuppressed
Carl Sandburg College,Galesburg,61401,,PrivacySuppressed,PrivacySuppressed
Catholic Theological Union at Chicago,Chicago,60615-5698,,,
La James International College-East Moline,East Moline,61244,,PrivacySuppressed,PrivacySuppressed
Midwestern University-Downers Grove,Downers Grove,60515-5514,,PrivacySuppressed,PrivacySuppressed
The Chicago School of Professional Psychology at Chicago,Chicago,60654,,,
Chicago State University,Chicago,60628-1598,,0.192883895,0.178484108
Chicago Theological Seminary,Chicago,60637,,,
University of Chicago,Chicago,60637,,0.889719626,0.907284768
City Colleges of Chicago-Kennedy-King College,Chicago,60621-2709,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Malcolm X College,Chicago,60612-3197,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Olive-Harvey College,Chicago,60628-1696,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Harry S Truman College,Chicago,60640-6063,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Richard J Daley College,Chicago,60652-1299,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Harold Washington College,Chicago,60601-2449,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Wilbur Wright College,Chicago,60634-1500,,PrivacySuppressed,PrivacySuppressed
Columbia College Chicago,Chicago,60605-1996,,0.393740903,0.359877489
Concordia University-Chicago,River Forest,60305-1499,,0.545918367,0.354545455
Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,60610,,0.589905363,0.518779343
Coyne College,Chicago,60602-3304,,0.766233766,0.637200737
Danville Area Community College,Danville,61832-5118,,PrivacySuppressed,PrivacySuppressed
Tricoci University of Beauty Culture-Danville,Danville,61832,,PrivacySuppressed,PrivacySuppressed
Vees School of Beauty Culture,East Saint Louis,62205,,PrivacySuppressed,PrivacySuppressed
DePaul University,Chicago,60604,,0.537383178,0.486443381
DeVry University-Illinois,Chicago,60618-5994,,0.067664523,0.041789819
Cosmetology & Spa Academy,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
College of DuPage,Glen Ellyn,60137-6599,,0.094968108,0.062170706
East-West University,Chicago,60605,,0.090673575,0.097826087
Eastern Illinois University,Charleston,61920,,0.280451128,0.233825199
Elgin Community College,Elgin,60123-7193,,0.116393443,0.123655914
Elmhurst College,Elmhurst,60126-3096,,0.703608247,0.618677043
Eureka College,Eureka,61530,,0.577777778,0.482758621
First Institute Inc,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
Fox College,Bedford Park,60638,,PrivacySuppressed,PrivacySuppressed
Garrett-Evangelical Theological Seminary,Evanston,60201-3298,,PrivacySuppressed,PrivacySuppressed
Gem City College,Quincy,62301,,PrivacySuppressed,PrivacySuppressed
Governors State University,University Park,60484,,0.508166969,0.452941177
Graham Hospital School of Nursing,Canton,61520-2497,,PrivacySuppressed,PrivacySuppressed
Greenville College,Greenville,62246,,0.105504587,0.057591623
Hair Professionals Academy of Cosmetology,West Dundee,60118,,PrivacySuppressed,PrivacySuppressed
Hair Professionals Career College,Sycamore,60178,,PrivacySuppressed,PrivacySuppressed
Hair Professionals School of Cosmetology,Oswego,60543,,PrivacySuppressed,PrivacySuppressed
Harrington College of Design,Chicago,60605,,0.330985916,0.247619048
Hebrew Theological College,Skokie,60077,,PrivacySuppressed,PrivacySuppressed
Highland Community College,Freeport,61032-9341,,0.071005917,0.128834356
Rosalind Franklin University of Medicine and Science,North Chicago,60064-3095,,PrivacySuppressed,PrivacySuppressed
University of Illinois at Chicago,Chicago,60607,,0.503689129,0.452348993
Benedictine University,Lisle,60532-0900,,0.463343109,0.381188119
Illinois College of Optometry,Chicago,60616-3878,,PrivacySuppressed,PrivacySuppressed
University of Illinois at Urbana-Champaign,Champaign,61820-5711,,0.754886424,0.70192783
Illinois Wesleyan University,Bloomington,61702-2900,,0.747706422,0.647058824
Illinois Central College,East Peoria,61635-0001,,0.0999001,0.079925651
Illinois College,Jacksonville,62650-2299,,0.578571429,0.406015038
Olney Central College,Olney,62450,,0.132743363,0.135714286
Illinois Institute of Technology,Chicago,60616,,0.61875,0.524861879
Argosy University-Chicago,Chicago,60601,,0.217286915,0.191176471
Illinois State University,Normal,61790-1000,,0.637274549,0.573307035
Illinois Valley Community College,Oglesby,61348-9692,,0.222222222,0.145945946
Institute for Clinical Social Work,Chicago,60605-1229,,,
Sanford-Brown College-Chicago,Chicago,60602-3300,,0.224212477,0.167597765
John A Logan College,Carterville,62918-2500,,0.069526627,0.064301552
The John Marshall Law School,Chicago,60604,,PrivacySuppressed,PrivacySuppressed
John Wood Community College,Quincy,62305-8736,,0.156387665,0.11969112
Joliet Junior College,Joliet,60431-8938,,0.087741936,0.073286052
Judson University,Elgin,60123-1498,,0.528037383,0.474358974
Kankakee Community College,Kankakee,60901,,PrivacySuppressed,PrivacySuppressed
Kaskaskia College,Centralia,62801,,PrivacySuppressed,PrivacySuppressed
Kendall College,Chicago,60642,,0.255208333,0.259259259
Kishwaukee College,Malta,60150-9699,,0.194986072,0.127090301
Knox College,Galesburg,61401-9999,,0.71978022,0.738738739
Educators of Beauty College of Cosmetology-La Salle,La Salle,61301,,PrivacySuppressed,PrivacySuppressed
College of Lake County,Grayslake,60030-1198,,0.092426187,0.057788945
Lake Forest College,Lake Forest,60045-2399,,0.733333333,0.577777778
Lake Forest Graduate School of Management,Lake Forest,60045,,,
Lake Land College,Mattoon,61938,,0.114678899,0.093908629
Lakeview College of Nursing,Danville,61832,,PrivacySuppressed,PrivacySuppressed
Lewis and Clark Community College,Godfrey,62035,,0.116903634,0.111111111
Lewis University,Romeoville,60446-2200,,0.627622378,0.509803922
Lexington College,Chicago,60607-3534,,PrivacySuppressed,PrivacySuppressed
Lincoln Christian University,Lincoln,62656-2111,,0.255555556,0.190476191
Lincoln College,Lincoln,62656,,0.405487805,0.334763949
Lincoln Land Community College,Springfield,62794-9256,,0.037926675,0.033419023
Lincoln College of Technology-Melrose Park,Melrose Park,60160-1605,,0.666064982,0.567717996
Loyola University Chicago,Chicago,60660,,0.525837989,0.537722908
Lutheran School of Theology at Chicago,Chicago,60615-5134,,PrivacySuppressed,PrivacySuppressed
Trinity College of Nursing & Health Sciences,Rock Island,61201-5317,,PrivacySuppressed,PrivacySuppressed
CET-Chicago,Chicago,60612,,0.52253116,0.454202077
Steven Papageorge Hair Academy,Chicago,60657,,PrivacySuppressed,PrivacySuppressed
MacCormac College,Chicago,60602-4405,,PrivacySuppressed,PrivacySuppressed
MacMurray College,Jacksonville,62650-2590,,0.366071429,0.253012048
McCormick Theological Seminary,Chicago,60615,,,
McHenry County College,Crystal Lake,60012-2761,,0.080996885,0.076923077
McKendree University,Lebanon,62254-1291,,0.571428571,0.359550562
Meadville Lombard Theological School,Chicago,60605,,,
Methodist College,Peoria,61615,,,
Midstate College,Peoria,61614-3595,,PrivacySuppressed,PrivacySuppressed
Millikin University,Decatur,62522-2084,,0.558352403,0.512727273
Monmouth College,Monmouth,61462-1998,,0.454148472,0.433526012
Moraine Valley Community College,Palos Hills,60465-0937,,0.08394834,0.048648649
Morrison Institute of Technology,Morrison,61270-2959,,PrivacySuppressed,PrivacySuppressed
Morton College,Cicero,60804-4398,,PrivacySuppressed,PrivacySuppressed
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,62521,,PrivacySuppressed,PrivacySuppressed
National Louis University,Chicago,60603,,0.315044248,0.273291926
National University of Health Sciences,Lombard,60148-4583,,PrivacySuppressed,PrivacySuppressed
Niles School of Cosmetology,Niles,60714,,PrivacySuppressed,PrivacySuppressed
North Central College,Naperville,60540,,0.699346405,0.512711864
North Park University,Chicago,60625-4895,,0.430517711,0.39
Northern Illinois University,Dekalb,60115-2828,,0.331043956,0.317699609
Northwestern College-Chicago Campus,Chicago,60630,,0.22972973,0.094117647
Northwestern University,Evanston,60208,,0.84869326,0.770034843
Northeastern Illinois University,Chicago,60625-4699,,0.206521739,0.16984127
Oakton Community College,Des Plaines,60016-1268,,PrivacySuppressed,PrivacySuppressed
Oehrlein School of Cosmetology,East Peoria,61611,,PrivacySuppressed,PrivacySuppressed
Olivet Nazarene University,Bourbonnais,60914-2271,,0.347014925,0.260869565
