INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
University of Baltimore,Baltimore,21201-5720,,0.506060606,0.449704142
Baltimore International College,Baltimore,21202-3230,,0.430232558,0.394904459
Bowie State University,Bowie,20715-9465,,0.156305506,0.10472973
Capitol Technology University,Laurel,20708,,PrivacySuppressed,PrivacySuppressed
Cecil College,North East,21901-1999,,PrivacySuppressed,PrivacySuppressed
College of Southern Maryland,La Plata,20646-0910,,0.079331942,0.103030303
Chesapeake College,Wye Mills,21679-0008,,PrivacySuppressed,PrivacySuppressed
Washington Adventist University,Takoma Park,20912,,0.275303644,0.130434783
Coppin State University,Baltimore,21216-3698,,0.072347267,0.052631579
Delmarva Beauty Academy,Salisbury,21804-6952,,PrivacySuppressed,PrivacySuppressed
North American Trade Schools,Baltimore,21244,,PrivacySuppressed,PrivacySuppressed
Frederick Community College,Frederick,21702-2964,,0.142372881,0.100719425
Frostburg State University,Frostburg,21532-1099,,0.459770115,0.351528384
Garrett College,McHenry,21541,,PrivacySuppressed,PrivacySuppressed
Goucher College,Baltimore,21204-2794,,0.578680203,0.46835443
Kaplan University-Hagerstown Campus,Hagerstown,21742,,0.482100239,0.24
Hagerstown Community College,Hagerstown,21742-6514,,PrivacySuppressed,PrivacySuppressed
Harford Community College,Bel Air,21015-1698,,PrivacySuppressed,PrivacySuppressed
Hood College,Frederick,21701,,PrivacySuppressed,PrivacySuppressed
Howard Community College,Columbia,21044-3197,,0.105,0.061674009
The Colorlab Academy of Hair,Bel Air,21014-3639,,PrivacySuppressed,PrivacySuppressed
Johns Hopkins University,Baltimore,21218-2688,,0.770731707,0.757505774
L'Academie de Cuisine,Gaithersburg,20877-1414,,PrivacySuppressed,PrivacySuppressed
Lincoln College of Technology-Columbia,Columbia,21046,,0.453333333,0.537076271
Loyola University Maryland,Baltimore,21210-2699,,0.840125392,0.8
Maryland Beauty Academy,Reisterstown,21136-2331,,PrivacySuppressed,PrivacySuppressed
University of Maryland-University College,Adelphi,20783-8010,,0.105570705,0.092793682
University of Maryland Baltimore,Baltimore,21201-1627,,0.714628297,0.894736842
University of Maryland-Baltimore County,Baltimore,21250,,0.387376238,0.353099731
University of Maryland-College Park,College Park,20742,,0.604002106,0.571834185
Maryland Institute College of Art,Baltimore,21217-4134,,0.590909091,0.613861386
University of Maryland Eastern Shore,Princess Anne,21853-1299,,0.188990826,0.150837989
Fortis Institute-Towson,Towson,21204-9840,,0.659340659,0.713286713
Montgomery Beauty School,Silver Spring,20901,,PrivacySuppressed,PrivacySuppressed
Montgomery College,Rockville,20850,,0.078392622,0.072463768
Morgan State University,Baltimore,21251-0001,,0.218090452,0.139053254
Mount St Mary's University,Emmitsburg,21727-7799,,0.558252427,0.439759036
Ner Israel Rabbinical College,Baltimore,21208,,PrivacySuppressed,PrivacySuppressed
Hair Academy Inc-New Carrollton,New Carrollton,20784,,PrivacySuppressed,PrivacySuppressed
Notre Dame of Maryland University,Baltimore,21210-2476,,0.508361204,0.4375
Prince George's Community College,Largo,20774-2199,,0.057647963,0.042553192
Brightwood College-Baltimore,Baltimore,21227-1063,,0.512727273,0.489971347
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,,PrivacySuppressed,PrivacySuppressed
Maryland Beauty Academy of Essex,Baltimore,21224,,PrivacySuppressed,PrivacySuppressed
St Mary's Seminary & University,Baltimore,21210-1994,,,
Salisbury University,Salisbury,21801-6862,,0.244565217,0.230633803
St Mary's College of Maryland,St. Mary's City,20686,,0.267379679,0.162790698
Sojourner-Douglass College,Baltimore,21205-1898,,0.306629834,0.244680851
St John's College,Annapolis,21401,,0.537037037,0.62962963
Brightwood College-Beltsville,Beltsville,20705,,0.734848485,0.544642857
Towson University,Towson,21252-0001,,0.484015345,0.410788382
Maryland University of Integrative Health,Laurel,20723,,PrivacySuppressed,PrivacySuppressed
International Beauty School,Cumberland,21502,,PrivacySuppressed,PrivacySuppressed
Stevenson University,Stevenson,21153-0641,,0.524861879,0.403100775
Washington Bible College-Capital Bible Seminary,Lanham,207063599,,PrivacySuppressed,PrivacySuppressed
Washington College,Chestertown,21620-1438,,0.753012048,0.734177215
Washington Theological Union,Washington,20017,,,
McDaniel College,Westminster,21157,,0.678756477,0.548387097
Wor-Wic Community College,Salisbury,21804-7131,,PrivacySuppressed,PrivacySuppressed
American International College,Springfield,01109,,0.325242718,0.264044944
Amherst College,Amherst,01002-5000,,0.571428571,0.695652174
Andover Newton Theological School,Newton Centre,02459-2243,,,
Anna Maria College,Paxton,01612-1198,,0.125,0.196428571
Assabet Valley Regional Technical School,Marlborough,01752,,PrivacySuppressed,PrivacySuppressed
Assumption College,Worcester,01609-1296,,0.702875399,0.742574257
Atlantic Union College,South Lancaster,01561-1000,,PrivacySuppressed,PrivacySuppressed
Babson College,Wellesley,02457-0310,,0.848214286,0.838461539
Bancroft School of Massage Therapy,Worcester,01604,,PrivacySuppressed,PrivacySuppressed
Boston Baptist College,Boston,02136-4030,,PrivacySuppressed,PrivacySuppressed
Bay Path University,Longmeadow,01106,,PrivacySuppressed,PrivacySuppressed
Bay State College,Boston,02116,,0.362179487,0.231481482
Bay State School of Technology,Canton,02021-2358,,0.548387097,0.783783784
Becker College,Worcester,01609-2165,,0.242105263,0.179775281
Bentley University,Waltham,02452-4705,,0.748618785,0.631449631
Berklee College of Music,Boston,02215,,0.120879121,0.192477876
Berkshire Community College,Pittsfield,01201-5786,,0.196,0.108527132
Empire Beauty School-Boston,Boston,02111,,0.540462428,0.485714286
Boston Architectural College,Boston,02115-2703,,PrivacySuppressed,PrivacySuppressed
Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
Boston College,Chestnut Hill,02467,,0.891514501,0.851002865
The Boston Conservatory,Boston,02215,,0.540983607,0.470588235
Boston University,Boston,02215,,0.675690309,0.655376799
Brandeis University,Waltham,02454-9110,,0.191011236,0.299019608
Bridgewater State University,Bridgewater,02325,,0.061636557,0.048128342
Bristol Community College,Fall River,02720-7395,,0.063576159,0.080229226
Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,PrivacySuppressed,PrivacySuppressed
Bunker Hill Community College,Boston,02129-2925,,PrivacySuppressed,PrivacySuppressed
Butera School of Art at Fisher College,Boston,02116,,PrivacySuppressed,PrivacySuppressed
Cambridge College,Cambridge,02138,,0.244047619,0.275
Cape Cod Community College,West Barnstable,02668-1599,,0.07635468,0.051813472
Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,PrivacySuppressed,PrivacySuppressed
Laboure College,Milton,02186,,PrivacySuppressed,PrivacySuppressed
Clark University,Worcester,01610-1477,,0.469798658,0.496732026
Conway School of Landscape Design,Conway,01341-0179,,,
Curry College,Milton,02186-2395,,0.569444444,0.525096525
Lincoln Technical Institute-Somerville,Somerville,02145,,0.609794629,0.510067114
Dean College,Franklin,02038-1941,,0.436708861,0.277777778
Diman Regional Technical Institute,Fall River,02723,,PrivacySuppressed,PrivacySuppressed
National Aviation Academy of New England,Concord,01742,,PrivacySuppressed,PrivacySuppressed
Eastern Nazarene College,Quincy,02170-2999,,0.130434783,0.113636364
Emerson College,Boston,02116-4624,,0.709302326,0.75862069
Emmanuel College,Boston,02115,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Waltham,Waltham,02453,,0.709923664,0.595238095
Endicott College,Beverly,01915,,0.678466077,0.5625
Episcopal Divinity School,Cambridge,02138-3494,,PrivacySuppressed,PrivacySuppressed
Rob Roy Academy-Fall River,Fall River,02720-3445,,0.685185185,0.535714286
Fisher College,Boston,02116,,PrivacySuppressed,PrivacySuppressed
Fitchburg State University,Fitchburg,01420-2697,,0.278606965,0.266409266
Framingham State University,Framingham,01701-9101,,0.426229508,0.385542169
Benjamin Franklin Institute of Technology,Boston,02116,,0.5,0.268156425
Gordon College,Wenham,01984,,0.621513944,0.62601626
Gordon-Conwell Theological Seminary,South Hamilton,01982,,PrivacySuppressed,PrivacySuppressed
Greenfield Community College,Greenfield,01301-9739,,0.132716049,0.086206897
Hallmark Institute of Photography,Turners Falls,01376-0308,,0.741935484,0.758064516
Hampshire College,Amherst,01002-5001,,0.560283688,0.607142857
Harvard University,Cambridge,02138,,0.740112994,0.727272727
Hebrew College,Newton Centre,02459-2237,,PrivacySuppressed,PrivacySuppressed
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,PrivacySuppressed,PrivacySuppressed
Henris School of Hair Design,Fitchburg,01420-5675,,PrivacySuppressed,PrivacySuppressed
College of the Holy Cross,Worcester,01610-2395,,0.878923767,0.822510823
Holyoke Community College,Holyoke,01040,,0.101021566,0.109223301
Sanford-Brown College-Boston,Boston,02116,,0.261538462,0.27124183
Kay Harvey Academy of Hair Design,West Springfield,01089,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-Brockton,Brockton,02301,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,PrivacySuppressed,PrivacySuppressed
Lasell College,Newton,02466,,0.439849624,0.452631579
Lawrence Memorial Hospital School of Nursing,Medford,02155,,PrivacySuppressed,PrivacySuppressed
Lesley University,Cambridge,02138-2790,,0.364628821,0.310679612
Longy School of Music of Bard College,Cambridge,02138,,PrivacySuppressed,PrivacySuppressed
Lowell Academy Hairstyling Institute,Lowell,01852-1909,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Lowell,Lowell,01854-5104,,0.134005764,0.082833133
Mansfield Beauty Schools-Springfield,Springfield,01103,,PrivacySuppressed,PrivacySuppressed
Mansfield Beauty Schools-Quincy,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Marian Court College,Swampscott,01907,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Amherst,Amherst,01003,,0.135342466,0.115712546
University of Massachusetts-Boston,Boston,02125-3393,,0.146586345,0.093272171
Massachusetts Bay Community College,Wellesley Hills,02481-5399,,PrivacySuppressed,PrivacySuppressed
MCPHS University,Boston,02115-5896,,0.727047146,0.751552795
Massachusetts College of Art and Design,Boston,02115-5882,,PrivacySuppressed,PrivacySuppressed
Massachusetts Institute of Technology,Cambridge,02139-4307,,0.717842324,0.699404762
Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
William James College,Newton,02459,,PrivacySuppressed,PrivacySuppressed
Massachusetts School of Barbering,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Massasoit Community College,Brockton,02302-3996,,PrivacySuppressed,PrivacySuppressed
Merrimack College,North Andover,01845,,0.591078067,0.552995392
MGH Institute of Health Professions,Boston,02129-4557,,PrivacySuppressed,PrivacySuppressed
Middlesex Community College,Bedford,01730-9124,,PrivacySuppressed,PrivacySuppressed
Montserrat College of Art,Beverly,01915-4508,,0.35,0.340909091
Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
Mount Ida College,Newton,02459,,PrivacySuppressed,PrivacySuppressed
Mount Wachusett Community College,Gardner,01440-1000,,0.146258503,0.098412698
Cortiva Institute-Boston,Watertown,02472,,PrivacySuppressed,PrivacySuppressed
School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,0.26,0.283333333
Everest Institute-Brighton,Brighton,02135-3605,,0.598143236,0.583333333
Rob Roy Academy-New Bedford,New Bedford,02720-3445,,PrivacySuppressed,PrivacySuppressed
The New England Conservatory of Music,Boston,02115-5018,,PrivacySuppressed,PrivacySuppressed
New England College of Optometry,Boston,02115,,PrivacySuppressed,PrivacySuppressed
New England School of Acupuncture,Newton,02458,,PrivacySuppressed,PrivacySuppressed
New England Law-Boston,Boston,02116,,PrivacySuppressed,PrivacySuppressed
New England School of Photography,Boston,02215,,PrivacySuppressed,PrivacySuppressed
Newbury College,Brookline,02445,,PrivacySuppressed,PrivacySuppressed
Nichols College,Dudley,01571-5000,,0.485714286,0.268041237
Massachusetts College of Liberal Arts,North Adams,01247-4100,,0.354961832,0.324324324
North Bennet Street School,Boston,02109,,PrivacySuppressed,PrivacySuppressed
North Shore Community College,Danvers,01923-0840,,0.055007052,0.031830239
The New England Institute of Art,Brookline,02445-7295,,0.367741936,0.383838384
Northeastern University,Boston,02115-5005,,0.653196622,0.583113457
Northern Essex Community College,Haverhill,01830-2399,,0.093251534,0.048523207
College of Our Lady of the Elms,Chicopee,01013,,0.6,0.62
Pine Manor College,Chestnut Hill,02467,,PrivacySuppressed,PrivacySuppressed
Pope St John XXIII National Seminary,Weston,02493-2699,,,
Quincy College,Quincy,02169,,0.228282828,0.180645161
Quinsigamond Community College,Worcester,01606-2092,,0.101851852,0.058823529
Kaplan Career Institute-Charlestown,Charlestown,02129,,0.515151515,0.494382023
Regis College,Weston,02493-1571,,PrivacySuppressed,PrivacySuppressed
Roxbury Community College,Roxbury Crossing,02120-3400,,PrivacySuppressed,PrivacySuppressed
Saint John's Seminary,Brighton,02135-3846,,PrivacySuppressed,PrivacySuppressed
Salem State University,Salem,01970,,0.240710824,0.179012346
Salter College-West Boylston,West Boylston,01583,,0.596730245,0.398230089
Simmons College,Boston,02115-5898,,PrivacySuppressed,PrivacySuppressed
Bard College at Simon's Rock,Great Barrington,01230-9702,,0.482758621,0.333333333
Smith College,Northampton,01063,,PrivacySuppressed,PrivacySuppressed
Southeastern Technical Institute,South Easton,02375,,PrivacySuppressed,PrivacySuppressed
Springfield College,Springfield,01109-3797,,0.663043478,0.504761905
Springfield Technical Community College,Springfield,01105-1296,,0.1,0.070967742
University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,0.406580494,0.327848101
Stonehill College,Easton,02357-6110,,0.767361111,0.712121212
Suffolk University,Boston,02108-2770,,0.626391097,0.557377049
Rob Roy Academy-Taunton,Taunton,02780-5339,,PrivacySuppressed,PrivacySuppressed
Tufts University,Medford,02155-5555,,0.773722628,0.698630137
Wellesley College,Wellesley,02481-8203,,PrivacySuppressed,PrivacySuppressed
Wentworth Institute of Technology,Boston,02115,,0.502762431,0.414739884
Western New England University,Springfield,01119-2684,,0.527607362,0.516455696
Westfield State University,Westfield,01086-1630,,0.467836257,0.432225064
Weston Jesuit School of Theology,Cambridge,02138-3495,,,
Wheaton College,Norton,02766-2322,,0.793333333,0.663461539
Wheelock College,Boston,02215-4104,,PrivacySuppressed,PrivacySuppressed
Williams College,Williamstown,01267,,0.705426357,0.714285714
Worcester Polytechnic Institute,Worcester,01609-2280,,0.256578947,0.235416667
Worcester State University,Worcester,01602-2597,,0.08988764,0.082733813
Fiser's College of Cosmetology,Adrian,49221,,PrivacySuppressed,PrivacySuppressed
Adrian College,Adrian,49221-2575,,0.432258065,0.305785124
Albion College,Albion,49224,,0.736318408,0.692810458
Hillsdale Beauty College,Hillsdale,49242,,PrivacySuppressed,PrivacySuppressed
Northwestern Technological Institute,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
Alma College,Alma,48801-1599,,0.729032258,0.620689655
Alpena Community College,Alpena,49707,,0.194444444,0.178571429
Andrews University,Berrien Springs,49104,,0.405,0.360946746
Aquinas College,Grand Rapids,49506-1799,,PrivacySuppressed,PrivacySuppressed
Baker College of Owosso,Owosso,48867,,0.156935237,0.106229508
Baker College,Flint,48507-5508,,0.156935237,0.106229508
Bay de Noc Community College,Escanaba,49829-2511,,PrivacySuppressed,PrivacySuppressed
Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,PrivacySuppressed,PrivacySuppressed
Calvin College,Grand Rapids,49546,,0.528735632,0.489675516
Calvin Theological Seminary,Grand Rapids,49546-4387,,PrivacySuppressed,PrivacySuppressed
Carnegie Institute,Troy,48083,,PrivacySuppressed,PrivacySuppressed
Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
Central Michigan University,Mount Pleasant,48859,,0.440425532,0.421575116
Mott Community College,Flint,48503-2089,,0.0509287,0.028708134
Empire Beauty School-Michigan,Grand Rapids,49525-2440,,PrivacySuppressed,PrivacySuppressed
Cleary University,Howell,48843,,PrivacySuppressed,PrivacySuppressed
Concordia University-Ann Arbor,Ann Arbor,48105,,0.417721519,0.356164384
Cranbrook Academy of Art,Bloomfield Hills,48304,,,
College for Creative Studies,Detroit,48202,,0.525179856,0.474860335
Davenport University,Grand Rapids,49512-9396,,0.195092759,0.150943396
David Pressley School of Cosmetology,Royal Oak,48067-3219,,PrivacySuppressed,PrivacySuppressed
Delta College,University Center,48710,,0.120926244,0.068587106
Detroit Business Institute-Southfield,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
Detroit Business Institute-Downriver,Riverview,48193,,PrivacySuppressed,PrivacySuppressed
Michigan State University-College of Law,East Lansing,48824-1300,,PrivacySuppressed,PrivacySuppressed
MIAT College of Technology,Canton,48188,,0.454545455,0.545064378
University of Detroit Mercy,Detroit,48221-3038,,0.489035088,0.455696203
Dorsey Business Schools-Madison Heights,Madison Heights,48071,,0.594249201,0.509090909
Dorsey Business Schools-Southgate,Southgate,48195,,0.594249201,0.509090909
Eastern Michigan University,Ypsilanti,48197,,0.329195402,0.281318681
Creative Hair School of Cosmetology,Flint,48504-1523,,,
Ferris State University,Big Rapids,49307-2251,,0.3933685,0.395802099
Flint Institute of Barbering Inc,Flint,48504-4395,,PrivacySuppressed,PrivacySuppressed
Focus HOPE,Detroit,48238,,PrivacySuppressed,PrivacySuppressed
Glen Oaks Community College,Centreville,49032-9719,,PrivacySuppressed,PrivacySuppressed
Kettering University,Flint,48504-6214,,0.476190476,0.396721312
Gogebic Community College,Ironwood,49938,,0.1625,0.168
Grace Bible College,Wyoming,49509,,0.565217391,0.433333333
Cornerstone University,Grand Rapids,49525-5897,,0.123222749,0.131386861
Everest Institute-Grand Rapids,Grand Rapids,49525,,0.685469037,0.55952381
Grand Rapids Community College,Grand Rapids,49503-3295,,0.067760342,0.070145423
Grand Valley State University,Allendale,49401-9403,,0.422824661,0.317711923
Great Lakes Christian College,Lansing,48917-1299,,PrivacySuppressed,PrivacySuppressed
Henry Ford College,Dearborn,48128-1495,,0.066858375,0.056831923
Hope College,Holland,49422-9000,,0.618618619,0.435643564
ITT Technical Institute-Wyoming,Wyoming,49519,,0.251336898,0.390485629
Jackson College,Jackson,49201-8399,,PrivacySuppressed,PrivacySuppressed
Wright Beauty Academy,Portage,49002,,PrivacySuppressed,PrivacySuppressed
Kalamazoo College,Kalamazoo,49006-3295,,0.734513274,0.63
Kalamazoo Valley Community College,Kalamazoo,49003-4070,,0.108695652,0.073800738
Kellogg Community College,Battle Creek,49017-3397,,0.040332147,0.029972752
Kirtland Community College,Roscommon,48653,,PrivacySuppressed,PrivacySuppressed
Michigan College of Beauty-Monroe,Monroe,48161,,PrivacySuppressed,PrivacySuppressed
Lake Michigan College,Benton Harbor,49022-1899,,PrivacySuppressed,PrivacySuppressed
Lake Superior State University,Sault Ste Marie,49783,,0.237373737,0.238095238
Lansing Community College,Lansing,48901-7210,,0.043791242,0.02832618
Lawrence Technological University,Southfield,48075-1058,,0.302816901,0.304225352
Lewis College of Business,Detroit,48235,,PrivacySuppressed,PrivacySuppressed
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,,PrivacySuppressed,PrivacySuppressed
Macomb Community College,Warren,48088-3896,,0.065047702,0.054913295
Madonna University,Livonia,48150-1176,,0.313278008,0.308333333
Marquette General Hospital,Marquette,49855,,PrivacySuppressed,PrivacySuppressed
Marygrove College,Detroit,48221-2599,,PrivacySuppressed,PrivacySuppressed
Rochester College,Rochester Hills,48307,,0.56,0.421052632
University of Michigan-Ann Arbor,Ann Arbor,48109,,0.684106614,0.671119593
Michigan Barber School Inc,Detroit,48204-2244,,PrivacySuppressed,PrivacySuppressed
Michigan State University,East Lansing,48824-1046,,0.634225996,0.59317032
Michigan Technological University,Houghton,49931-1295,,0.342465753,0.301783265
University of Michigan-Dearborn,Dearborn,48128-1491,,0.414110429,0.405764967
University of Michigan-Flint,Flint,48502-1950,,0.346446701,0.289189189
Mid Michigan Community College,Harrison,48625-9447,,PrivacySuppressed,PrivacySuppressed
Monroe County Community College,Monroe,48161-9746,,PrivacySuppressed,PrivacySuppressed
Montcalm Community College,Sidney,48885-9723,,PrivacySuppressed,PrivacySuppressed
Mr Bela's School of Cosmetology Inc,Warren,48091,,PrivacySuppressed,PrivacySuppressed
Baker College of Muskegon,Muskegon,49442,,0.156935237,0.106229508
Muskegon Community College,Muskegon,49442-1432,,0.118380062,0.06017192
Everest College-Skokie,Skokie,60077-1074,,0.63840399,0.552238806
Everest Institute-Southfield,Southfield,48033,,0.6,0.509328358
North Central Michigan College,Petoskey,49770,,PrivacySuppressed,PrivacySuppressed
Northern Michigan University,Marquette,49855,,0.404672897,0.335410177
Paul Mitchell the School-Escanaba,Escanaba,49829,,PrivacySuppressed,PrivacySuppressed
Northwestern Michigan College,Traverse City,49686,,0.144312394,0.127403846
Northwood University,Midland,48640-2398,,0.386702849,0.312796209
Oakland Community College,Bloomfield Hills,48304-2266,,PrivacySuppressed,PrivacySuppressed
Oakland University,Rochester Hills,48309-4401,,0.319968554,0.280728376
Olivet College,Olivet,49076,,0.395522388,0.252918288
Port Huron Cosmetology College,Waterford,48329,,PrivacySuppressed,PrivacySuppressed
Kuyper College,Grand Rapids,49525-9781,,0.452380952,0.407407407
Ross Medical Education Center-Lansing,Lansing,48917,,PrivacySuppressed,PrivacySuppressed
Ross Medical Education Center-Madison Heights,Madison Heights,48071,,PrivacySuppressed,PrivacySuppressed
Ross Medical Education Center-Flint,Flint,48507,,PrivacySuppressed,PrivacySuppressed
Sacred Heart Major Seminary,Detroit,48206-1799,,PrivacySuppressed,PrivacySuppressed
Saginaw Valley State University,University Center,48710,,0.350243902,0.251155624
Schoolcraft College,Livonia,48152-2696,,0.07002457,0.042492918
Siena Heights University,Adrian,49221,,0.495626822,0.455497382
St Clair County Community College,Port Huron,48061-5015,,0.125,0.063492064
Southwestern Michigan College,Dowagiac,49047-9793,,PrivacySuppressed,PrivacySuppressed
Specs Howard School of Media Arts,Southfield,48075-3953,,0.807692308,0.675675676
Spring Arbor University,Spring Arbor,49283-9799,,0.439878234,0.322463768
Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
Finlandia University,Hancock,49930-1832,,PrivacySuppressed,PrivacySuppressed
Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-St Clair Shores,Saint Clair Shores,48080,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-Westland,Westland,48185,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-Ferndale,Ferndale,48220,,PrivacySuppressed,PrivacySuppressed
Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.628571429,0.552941177
Washtenaw Community College,Ann Arbor,48105-4800,,PrivacySuppressed,PrivacySuppressed
Wayne County Community College District,Detroit,48226,,0.023701638,0.018793274
Wayne State University,Detroit,48202,,0.291103866,0.23150358
West Shore Community College,Scottville,49454-0277,,PrivacySuppressed,PrivacySuppressed
Western Michigan University,Kalamazoo,49008-5200,,0.506261181,0.4175
Western Theological Seminary,Holland,49423-3622,,,
Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
Academy College,Bloomington,55431-1411,,PrivacySuppressed,PrivacySuppressed
Alexandria Technical & Community College,Alexandria,56308,,0.151603499,0.291571754
American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
Anoka Technical College,Anoka,55303,,0.218978102,0.28125
Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.156476684,0.110047847
Augsburg College,Minneapolis,55454,,0.421333333,0.394160584
Riverland Community College,Austin,55912-1473,,0.127413127,0.224932249
Northwest Technical College,Bemidji,56601-4907,,PrivacySuppressed,PrivacySuppressed
Bemidji State University,Bemidji,56601,,0.358778626,0.330396476
Bethany Lutheran College,Mankato,56001,,0.346153846,0.246153846
Bethel University,Saint Paul,55112,,0.588764045,0.563706564
Bethel Seminary-St Paul,Saint Paul,55112,,0.588764045,0.563706564
Central Lakes College-Brainerd,Brainerd,56401-3900,,0.128772636,0.096846847
Carleton College,Northfield,55057-4001,,0.851851852,0.794392523
Concordia College at Moorhead,Moorhead,56562,,0.687817259,0.601593626
Concordia University-Saint Paul,Saint Paul,55104-5494,,0.187898089,0.234234234
Dakota County Technical College,Rosemount,55068-2999,,0.110091743,0.181318681
Martin Luther College,New Ulm,56073-3965,,0.659340659,0.475247525
Lake Superior College,Duluth,55811-3399,,0.2,0.197478992
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
Duluth Business University,Duluth,55807,,0.410714286,0.256410256
Minnesota State Community and Technical College,Fergus Falls,56537-1000,,PrivacySuppressed,PrivacySuppressed
Globe University-Woodbury,Woodbury,55125-3388,,0.358669834,0.272058824
Minnesota West Community and Technical College,Granite Falls,56241,,0.154791155,0.214854111
Gustavus Adolphus College,Saint Peter,56082-1498,,0.686708861,0.70531401
Hamline University,Saint Paul,55104-1284,,0.558823529,0.622119816
Hennepin Technical College,Brooklyn Park,55445,,0.147727273,0.175141243
Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
Hibbing Community College,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
Inver Hills Community College,Inver Grove Heights,55076-3224,,0.100519931,0.065420561
Itasca Community College,Grand Rapids,55744-3397,,PrivacySuppressed,PrivacySuppressed
The Art Institutes International-Minnesota,Minneapolis,55402,,0.457564576,0.451476793
Luther Seminary,Saint Paul,55108-1496,,PrivacySuppressed,PrivacySuppressed
Macalester College,Saint Paul,55105-1899,,0.774390244,0.769911504
South Central College,North Mankato,56003-1920,,PrivacySuppressed,PrivacySuppressed
Minnesota State University-Mankato,Mankato,56001,,0.428267046,0.376451078
Regency Beauty Institute-Blaine,Blaine,55434,,0.449404762,0.52
Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Argosy University-Twin Cities,Eagan,55121,,0.191489362,0.175965665
Mesabi Range College,Virginia,55792,,0.153846154,0.104761905
Metropolitan State University,Saint Paul,55106-5000,,0.282945736,0.22970297
University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.487236054,0.464456869
University of Minnesota-Crookston,Crookston,56716-5001,,0.312977099,0.267015707
Minneapolis Business College,Roseville,55113-0000,,0.821596244,0.733333333
Minneapolis College of Art and Design,Minneapolis,55404,,0.586666667,0.527777778
Minneapolis Community and Technical College,Minneapolis,55403-1779,,PrivacySuppressed,PrivacySuppressed
Herzing University-Minneapolis,Minneapolis,55428-3548,,0.723076923,0.557377049
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
University of Minnesota-Duluth,Duluth,55812,,0.429435484,0.388768899
University of Minnesota-Morris,Morris,56267,,0.48,0.473372781
Minnesota School of Business-Richfield,Richfield,55423,,0.232505643,0.185185185
Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
Minnesota State University Moorhead,Moorhead,56563,,0.399090909,0.253012048
North Hennepin Community College,Brooklyn Park,55445,,0.097613883,0.059548255
National American University-Roseville,Roseville,55113-4035,,0.265285996,0.241563055
