INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Louisiana Technical College-Evangeline Campus,Saint Martinville,70582,,PrivacySuppressed,PrivacySuppressed
Northshore Technical College-Florida Parishes Branch Campus,Greensburg,70441-0000,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Folkes Campus,Jackson,70748,,PrivacySuppressed,PrivacySuppressed
Franklin College,New Orleans,70123,,PrivacySuppressed,PrivacySuppressed
Grambling State University,Grambling,71245,,0.31358885,0.17826087
Acadiana Technical College-Gulf Area Campus,Abbeville,70510,,PrivacySuppressed,PrivacySuppressed
Guy's Shreveport Academy of Cosmetology Inc,Shreveport,71105,,PrivacySuppressed,PrivacySuppressed
Northshore Technical College-Hammond Area Branch Campus,Hammond,70401,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Huey P Long Campus,Winnfield,71483,,PrivacySuppressed,PrivacySuppressed
ITI Technical College,Baton Rouge,70817,,0.602739726,0.539393939
Central Louisiana Technical College-Morgan Smith Campus,Jennings,70546,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Jefferson Campus,Metairie,70001-5605,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-West Jefferson Campus,Harvey,70058,,PrivacySuppressed,PrivacySuppressed
John Jay Beauty College,New Orleans,70124,,PrivacySuppressed,PrivacySuppressed
John Jay Beauty College,Kenner,70062,,PrivacySuppressed,PrivacySuppressed
Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,,0.50802139,0.681818182
Louisiana State University-Alexandria,Alexandria,71302-9121,,0.084158416,0.077419355
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,70803-2750,,0.431968296,0.375139353
Louisiana State University-Eunice,Eunice,70535,,0.140030441,0.094339623
Louisiana State University-Shreveport,Shreveport,71115-2399,,0.215053763,0.198198198
Acadiana Technical College-Lafayette Campus,Lafayette,70506-4909,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Baton Rouge,Baton Rouge,70816-2246,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Lafayette,Lafayette,70503-3246,,0.672727273,0.517241379
Louisiana Academy of Beauty,Eunice,70535,,PrivacySuppressed,PrivacySuppressed
Louisiana College,Pineville,71359,,0.164556962,0.099173554
Opelousas School of Cosmetology,Opelousas,70570,,PrivacySuppressed,PrivacySuppressed
Louisiana Tech University,Ruston,71272,,0.381278539,0.345479082
Loyola University New Orleans,New Orleans,70118-6143,,0.440265487,0.319047619
NW Louisiana Technical College-Mansfield Campus,Mansfield,71052,,PrivacySuppressed,PrivacySuppressed
McNeese State University,Lake Charles,70605,,0.238095238,0.177606178
Moler Beauty College,Kenner,70062-5912,,PrivacySuppressed,PrivacySuppressed
MOLER BEAUTY COLLEGE,NEW ORLEANS,70119,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College-Natchitoches Campus,Natchitoches,71458-0657,,PrivacySuppressed,PrivacySuppressed
University of New Orleans,New Orleans,70148,,0.074433657,0.081218274
Nicholls State University,Thibodaux,70310,,0.172966781,0.124744376
Louisiana Technical College-North Central Campus,Farmerville,71241,,PrivacySuppressed,PrivacySuppressed
University of Louisiana at Monroe,Monroe,71209-0000,,0.205128205,0.172519084
Northeast Louisiana Technical College-Northeast Campus,Winnsboro,71295,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College,Minden,71055-0000,,PrivacySuppressed,PrivacySuppressed
Notre Dame Seminary Graduate School of Theology,New Orleans,70118-4391,,,
Northwestern State University of Louisiana,Natchitoches,71497-0002,,0.166232073,0.180288462
Louisiana Technical College-Oakdale Campus,Oakdale,71463,,PrivacySuppressed,PrivacySuppressed
University of Holy Cross,New Orleans,70131-7399,,PrivacySuppressed,PrivacySuppressed
Our Lady of the Lake College,Baton Rouge,70808,,PrivacySuppressed,PrivacySuppressed
Pat Goins Benton Road Beauty School,Bossier City,71111,,PrivacySuppressed,PrivacySuppressed
Celebrity Stylist Beauty School,Monroe,71201-5135,,PrivacySuppressed,PrivacySuppressed
Pat Goins Ruston Beauty School,Ruston,71270,,PrivacySuppressed,PrivacySuppressed
Pat Goins Shreveport Beauty School,Shreveport,71108,,PrivacySuppressed,PrivacySuppressed
Pineville Beauty School,Pineville,71360-0000,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Jumonville Memorial Campus,New Roads,70760,,PrivacySuppressed,PrivacySuppressed
Remington College-New Orleans Campus,Metairie,70005,,0.532374101,0.566572238
South Central Louisiana Technical College-River Parishes Campus,Reserve,70084,,PrivacySuppressed,PrivacySuppressed
Aveda Institute-Covington,Covington,70433,,PrivacySuppressed,PrivacySuppressed
Ronnie & Dormans School of Hair Design,Lafayette,70503-2748,,PrivacySuppressed,PrivacySuppressed
Northeast Louisiana Technical College-Ruston,Ruston,71273-1070,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College-Sabine Valley Campus,Many,71449,,PrivacySuppressed,PrivacySuppressed
Saint Joseph Seminary College,St. Benedict,70457,,PrivacySuppressed,PrivacySuppressed
Northwest Louisiana Technical College-Shreveport Campus,Shreveport,71107,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Sidney N Collier Campus,New Orleans,70126,,PrivacySuppressed,PrivacySuppressed
Vanguard College of Cosmetology-Slidell,Slidell,70458-0458,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Slidell Campus,Slidell,70458,,PrivacySuppressed,PrivacySuppressed
South Louisiana Beauty College,Houma,70363,,PrivacySuppressed,PrivacySuppressed
Fletcher Technical Community College,Schriever,70395,,PrivacySuppressed,PrivacySuppressed
Remington College-Lafayette Campus,Lafayette,70508,,0.416195857,0.482352941
Acadiana Technical College,Crowley,70526-3215,,PrivacySuppressed,PrivacySuppressed
SOWELA Technical Community College,Lake Charles,70615,,PrivacySuppressed,PrivacySuppressed
Stevensons Academy of Hair Design,New Orleans,70114,,PrivacySuppressed,PrivacySuppressed
Southeastern Louisiana University,Hammond,70402,,0.210648148,0.155534351
Southern University and A & M College,Baton Rouge,70813,,0.200953137,0.120603015
Southern University at New Orleans,New Orleans,70126,,0.162251656,0.088888889
Southern University at Shreveport,Shreveport,71107,,PrivacySuppressed,PrivacySuppressed
University of Louisiana at Lafayette,Lafayette,70503,,0.258064516,0.194413408
Northshore Technical Community College,Bogalusa,70427,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-T H Harris Campus,Opelousas,70570-6114,,PrivacySuppressed,PrivacySuppressed
Louisiana Delta Community College-Tallulah Campus,Tallulah,71282,,PrivacySuppressed,PrivacySuppressed
Acadiana Technical College-Teche Area Campus,New Iberia,70560,,PrivacySuppressed,PrivacySuppressed
South Central Louisiana Technical College-Lafourche Campus,Thibodaux,70301,,PrivacySuppressed,PrivacySuppressed
Tulane University of Louisiana,New Orleans,70118-5698,,0.568181818,0.586387435
Louisiana Technical College-Charles B Coreil Campus,Ville Platte,70586-0296,,PrivacySuppressed,PrivacySuppressed
Louisiana Technical College-Lamar Salter Campus,Leesville,71446,,PrivacySuppressed,PrivacySuppressed
Capital Area Technical College-Westside Campus,Plaquemine,70764,,PrivacySuppressed,PrivacySuppressed
Xavier University of Louisiana,New Orleans,70125-1098,,0.206325301,0.178707224
South Central Louisiana Technical College,Morgan City,70380,,PrivacySuppressed,PrivacySuppressed
Kaplan University-Maine Campus,S Portland,04106-2415,,0.451851852,0.316326531
College of the Atlantic,Bar Harbor,04609,,PrivacySuppressed,PrivacySuppressed
Bangor Theological Seminary,Bangor,044020411,,PrivacySuppressed,PrivacySuppressed
Bates College,Lewiston,04240,,0.716981132,0.740740741
Beal College,Bangor,04401,,PrivacySuppressed,PrivacySuppressed
Bowdoin College,Brunswick,04011,,0.80733945,0.86
Maine College of Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
Central Maine Medical Center College of Nursing & Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
Central Maine Community College,Auburn,04210-6498,,0.324137931,0.245033113
Colby College,Waterville,04901-8840,,0.837398374,0.86407767
Eastern Maine Community College,Bangor,04401,,0.371794872,0.331168831
Husson University,Bangor,04401-2999,,0.344978166,0.213114754
Kennebec Valley Community College,Fairfield,04937-1367,,0.229885058,0.307692308
The Landing School,Arundel,04046,,PrivacySuppressed,PrivacySuppressed
University of Maine at Augusta,Augusta,04330-9410,,0.142280525,0.072254335
University of Maine at Farmington,Farmington,04938-9978,,0.382716049,0.320512821
University of Maine at Fort Kent,Fort Kent,04743-1292,,0.172043011,0.183098592
University of Maine at Machias,Machias,04654-1397,,PrivacySuppressed,PrivacySuppressed
University of Maine,Orono,04469,,0.372171946,0.35209713
Maine Maritime Academy,Castine,04420-0001,,PrivacySuppressed,PrivacySuppressed
University of Maine at Presque Isle,Presque Isle,04769-2888,,0.175531915,0.229007634
Mercy Hospital School of Radiologic Technology,Portland,04101,,PrivacySuppressed,PrivacySuppressed
University of New England,Biddeford,04005-9599,,0.36971831,0.305263158
Northern Maine Community College,Presque Isle,04769-2016,,0.251851852,0.318181818
Empire Beauty School-Maine,Portland,04101,,PrivacySuppressed,PrivacySuppressed
Maine College of Art,Portland,04101-3494,,0.402777778,0.416666667
Saint Joseph's College of Maine,Standish,04084-5236,,0.517073171,0.458715596
Spa Tech Institute-Westbrook,Westbrook,04092,,PrivacySuppressed,PrivacySuppressed
Southern Maine Community College,South Portland,04106-1698,,0.267716535,0.305019305
University of Southern Maine,Portland,04103,,0.263626251,0.181049069
Thomas College,Waterville,04901-5097,,0.510416667,0.465116279
Unity College,Unity,04988,,0.580645161,0.357142857
Washington County Community College,Calais,04619,,PrivacySuppressed,PrivacySuppressed
Aaron's Academy of Beauty,Waldorf,20602,,PrivacySuppressed,PrivacySuppressed
Accutech Career Institute,Frederick,21703,,0.666666667,0.669064748
Aesthetics Institute of Cosmetology,Gaithersburg,20877,,PrivacySuppressed,PrivacySuppressed
Allegany College of Maryland,Cumberland,21502-2596,,0.282051282,0.248847926
Anne Arundel Community College,Arnold,21012-1895,,0.09118541,0.073584906
Brightwood College-Towson,Towson,21286-2201,,0.558139535,0.562162162
Award Beauty School,Hagerstown,21740-5610,,PrivacySuppressed,PrivacySuppressed
Baltimore Hebrew University Inc,Baltimore,21215-3932,,PrivacySuppressed,PrivacySuppressed
Baltimore Studio of Hair Design,Baltimore,21201-3444,,PrivacySuppressed,PrivacySuppressed
Baltimore City Community College,Baltimore,21215-7893,,PrivacySuppressed,PrivacySuppressed
University of Baltimore,Baltimore,21201-5720,,0.56,0.63
Baltimore International College,Baltimore,21202-3230,,0.492753623,0.396551724
Bowie State University,Bowie,20715-9465,,0.311797753,0.182978723
Capitol Technology University,Laurel,20708,,PrivacySuppressed,PrivacySuppressed
Cecil College,North East,21901-1999,,PrivacySuppressed,PrivacySuppressed
College of Southern Maryland,La Plata,20646-0910,,PrivacySuppressed,PrivacySuppressed
Chesapeake College,Wye Mills,21679-0008,,PrivacySuppressed,PrivacySuppressed
Washington Adventist University,Takoma Park,20912,,0.427927928,0.181818182
Coppin State University,Baltimore,21216-3698,,0.201923077,0.132275132
Delmarva Beauty Academy,Salisbury,21804-6952,,PrivacySuppressed,PrivacySuppressed
North American Trade Schools,Baltimore,21244,,0.8,0.615384615
Frederick Community College,Frederick,21702-2964,,0.100775194,0.1
Frostburg State University,Frostburg,21532-1099,,0.271347249,0.197674419
Garrett College,McHenry,21541,,PrivacySuppressed,PrivacySuppressed
Goucher College,Baltimore,21204-2794,,0.49726776,0.443037975
Kaplan University-Hagerstown Campus,Hagerstown,21742,,0.378737542,0.295454546
Hagerstown Community College,Hagerstown,21742-6514,,PrivacySuppressed,PrivacySuppressed
Harford Community College,Bel Air,21015-1698,,PrivacySuppressed,PrivacySuppressed
Hood College,Frederick,21701,,PrivacySuppressed,PrivacySuppressed
Howard Community College,Columbia,21044-3197,,PrivacySuppressed,PrivacySuppressed
The Colorlab Academy of Hair,Bel Air,21014-3639,,PrivacySuppressed,PrivacySuppressed
Johns Hopkins University,Baltimore,21218-2688,,0.811188811,0.674937965
L'Academie de Cuisine,Gaithersburg,20877-1414,,PrivacySuppressed,PrivacySuppressed
Lincoln College of Technology-Columbia,Columbia,21046,,0.597560976,0.53507014
Loyola University Maryland,Baltimore,21210-2699,,0.820512821,0.683274021
Maryland Beauty Academy,Reisterstown,21136-2331,,PrivacySuppressed,PrivacySuppressed
SCHOOL OF ART AND DESIGN AT MONTGOMERY COLLEGE,SILVER SPRING,20902-411,,PrivacySuppressed,PrivacySuppressed
University of Maryland-University College,Adelphi,20783-8010,,0.117208311,0.095864662
University of Maryland Baltimore,Baltimore,21201-1627,,0.842105263,0.85915493
University of Maryland-Baltimore County,Baltimore,21250,,0.3873979,0.317139001
University of Maryland-College Park,College Park,20742,,0.548961424,0.462797619
Maryland Institute College of Art,Baltimore,21217-4134,,PrivacySuppressed,PrivacySuppressed
University of Maryland Eastern Shore,Princess Anne,21853-1299,,0.124031008,0.146258503
Fortis Institute-Towson,Towson,21204-9840,,0.480263158,0.664835165
Montgomery Beauty School,Silver Spring,20901,,PrivacySuppressed,PrivacySuppressed
Montgomery College,Rockville,20850,,0.049227799,0.033681765
Morgan State University,Baltimore,21251-0001,,0.32155477,0.225122349
Mount St Mary's University,Emmitsburg,21727-7799,,0.639593909,0.603448276
Ner Israel Rabbinical College,Baltimore,21208,,PrivacySuppressed,PrivacySuppressed
Hair Academy Inc-New Carrollton,New Carrollton,20784,,0.131944444,0.339285714
Notre Dame of Maryland University,Baltimore,21210-2476,,PrivacySuppressed,PrivacySuppressed
Prince George's Community College,Largo,20774-2199,,PrivacySuppressed,PrivacySuppressed
Brightwood College-Baltimore,Baltimore,21227-1063,,0.53968254,0.558139535
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,,PrivacySuppressed,PrivacySuppressed
Maryland Beauty Academy of Essex,Baltimore,21224,,PrivacySuppressed,PrivacySuppressed
St Mary's Seminary & University,Baltimore,21210-1994,,PrivacySuppressed,PrivacySuppressed
Salisbury University,Salisbury,21801-6862,,0.364842454,0.278026906
St Mary's College of Maryland,St. Mary's City,20686,,0.361842105,0.393939394
Sojourner-Douglass College,Baltimore,21205-1898,,0.254098361,0.257425743
St John's College,Annapolis,21401,,0.586206897,0.586206897
Brightwood College-Beltsville,Beltsville,20705,,0.452941177,0.347258486
Towson University,Towson,21252-0001,,0.08030199,0.034168565
Maryland University of Integrative Health,Laurel,20723,,,
International Beauty School,Cumberland,21502,,PrivacySuppressed,PrivacySuppressed
Stevenson University,Stevenson,21153-0641,,0.472789116,0.453846154
Washington Bible College-Capital Bible Seminary,Lanham,207063599,,PrivacySuppressed,PrivacySuppressed
Washington College,Chestertown,21620-1438,,0.216,0.136986301
Washington Theological Union,Washington,20017,,,
McDaniel College,Westminster,21157,,0.592356688,0.493902439
Wor-Wic Community College,Salisbury,21804-7131,,PrivacySuppressed,PrivacySuppressed
American International College,Springfield,01109,,0.26993865,0.14556962
Amherst College,Amherst,01002-5000,,PrivacySuppressed,PrivacySuppressed
Andover Newton Theological School,Newton Centre,02459-2243,,,
Anna Maria College,Paxton,01612-1198,,PrivacySuppressed,PrivacySuppressed
THE ART INSTITUTE OF BOSTON AT LESLEY UNIVERSITY,BOSTON,02215-259,,0.337209302,0.291208791
Assumption College,Worcester,01609-1296,,0.660377359,0.649746193
Atlantic Union College,South Lancaster,01561-1000,,0.303030303,0.071770335
Babson College,Wellesley,02457-0310,,0.814814815,0.790697674
Bancroft School of Massage Therapy,Worcester,01604,,PrivacySuppressed,PrivacySuppressed
Boston Baptist College,Boston,02136-4030,,PrivacySuppressed,PrivacySuppressed
Bay Path University,Longmeadow,01106,,PrivacySuppressed,PrivacySuppressed
Bay State College,Boston,02116,,0.364179105,0.203539823
Bay State School of Technology,Canton,02021-2358,,0.732876712,0.831858407
Becker College,Worcester,01609-2165,,PrivacySuppressed,PrivacySuppressed
Bentley University,Waltham,02452-4705,,0.702702703,0.641242938
Berklee College of Music,Boston,02215,,0.084745763,0.082010582
Berkshire Community College,Pittsfield,01201-5786,,0.235023042,0.140495868
Empire Beauty School-Boston,Boston,02111,,PrivacySuppressed,PrivacySuppressed
Boston Architectural College,Boston,02115-2703,,PrivacySuppressed,PrivacySuppressed
Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
Boston College,Chestnut Hill,02467,,0.801234568,0.767741936
The Boston Conservatory,Boston,02215,,0.408163265,0.413793103
Boston University,Boston,02215,,0.654688377,0.612109745
Brandeis University,Waltham,02454-9110,,0.873333333,0.761904762
Bridgewater State University,Bridgewater,02325,,0.163636364,0.118721461
Bristol Community College,Fall River,02720-7395,,0.055718475,0.033783784
Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,PrivacySuppressed,PrivacySuppressed
Bunker Hill Community College,Boston,02129-2925,,PrivacySuppressed,PrivacySuppressed
Butera School of Art at Fisher College,Boston,02116,,PrivacySuppressed,PrivacySuppressed
Cambridge College,Cambridge,02138,,PrivacySuppressed,PrivacySuppressed
Cape Cod Community College,West Barnstable,02668-1599,,0.126794258,0.063106796
Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,PrivacySuppressed,PrivacySuppressed
Laboure College,Milton,02186,,PrivacySuppressed,PrivacySuppressed
Clark University,Worcester,01610-1477,,0.555555556,0.573643411
Conway School of Landscape Design,Conway,01341-0179,,,
Curry College,Milton,02186-2395,,0.520179372,0.424731183
Lincoln Technical Institute-Somerville,Somerville,02145,,0.628571429,0.73015873
Dean College,Franklin,02038-1941,,0.444444444,0.309734513
Diman Regional Technical Institute,Fall River,02723,,PrivacySuppressed,PrivacySuppressed
National Aviation Academy of New England,Concord,01742,,PrivacySuppressed,PrivacySuppressed
Eastern Nazarene College,Quincy,02170-2999,,0.260416667,0.223880597
Emerson College,Boston,02116-4624,,0.698369565,0.734006734
Emmanuel College,Boston,02115,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Waltham,Waltham,02453,,0.428571429,0.692307692
Endicott College,Beverly,01915,,0.108870968,0.098214286
Episcopal Divinity School,Cambridge,02138-3494,,PrivacySuppressed,PrivacySuppressed
Rob Roy Academy-Fall River,Fall River,02720-3445,,PrivacySuppressed,PrivacySuppressed
Fisher College,Boston,02116,,0.067934783,0.122807018
Fitchburg State University,Fitchburg,01420-2697,,0.449477352,0.394594595
Framingham State University,Framingham,01701-9101,,0.326732673,0.280898876
Benjamin Franklin Institute of Technology,Boston,02116,,PrivacySuppressed,PrivacySuppressed
Gordon College,Wenham,01984,,0.071111111,0.139344262
Gordon-Conwell Theological Seminary,South Hamilton,01982,,PrivacySuppressed,PrivacySuppressed
Greenfield Community College,Greenfield,01301-9739,,0.166666667,0.13836478
Hallmark Institute of Photography,Turners Falls,01376-0308,,PrivacySuppressed,PrivacySuppressed
Hampshire College,Amherst,01002-5001,,PrivacySuppressed,PrivacySuppressed
Harvard University,Cambridge,02138,,0.771428571,0.749354005
Hebrew College,Newton Centre,02459-2237,,PrivacySuppressed,PrivacySuppressed
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,PrivacySuppressed,PrivacySuppressed
Henris School of Hair Design,Fitchburg,01420-5675,,PrivacySuppressed,PrivacySuppressed
College of the Holy Cross,Worcester,01610-2395,,0.179824561,0.200956938
Holyoke Community College,Holyoke,01040,,PrivacySuppressed,PrivacySuppressed
Sanford-Brown College-Boston,Boston,02116,,0.481707317,0.362318841
Kay Harvey Academy of Hair Design,West Springfield,01089,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-Brockton,Brockton,02301,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,PrivacySuppressed,PrivacySuppressed
Lasell College,Newton,02466,,0.526570048,0.450704225
Lawrence Memorial Hospital School of Nursing,Medford,02155,,PrivacySuppressed,PrivacySuppressed
Lesley University,Cambridge,02138-2790,,0.337209302,0.291208791
Longy School of Music of Bard College,Cambridge,02138,,PrivacySuppressed,PrivacySuppressed
Lowell Academy Hairstyling Institute,Lowell,01852-1909,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Lowell,Lowell,01854-5104,,0.285470086,0.141428571
Mansfield Beauty Schools-Springfield,Springfield,01103,,PrivacySuppressed,PrivacySuppressed
Mansfield Beauty Schools-Quincy,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Marian Court College,Swampscott,01907,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Amherst,Amherst,01003,,0.063873275,0.049889135
University of Massachusetts-Boston,Boston,02125-3393,,0.188349515,0.16
Massachusetts Bay Community College,Wellesley Hills,02481-5399,,PrivacySuppressed,PrivacySuppressed
MCPHS University,Boston,02115-5896,,0.791338583,0.84
Massachusetts College of Art and Design,Boston,02115-5882,,PrivacySuppressed,PrivacySuppressed
Massachusetts Institute of Technology,Cambridge,02139-4307,,0.755725191,0.685785536
Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
William James College,Newton,02459,,,
Massachusetts School of Barbering,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Massasoit Community College,Brockton,02302-3996,,PrivacySuppressed,PrivacySuppressed
Merrimack College,North Andover,01845,,PrivacySuppressed,PrivacySuppressed
MGH Institute of Health Professions,Boston,02129-4557,,,
Middlesex Community College,Bedford,01730-9124,,0.037267081,0.036363636
Montserrat College of Art,Beverly,01915-4508,,PrivacySuppressed,PrivacySuppressed
Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
Mount Ida College,Newton,02459,,0.282392027,0.12037037
Mount Wachusett Community College,Gardner,01440-1000,,0.0951417,0.071698113
Cortiva Institute-Boston,Watertown,02472,,0.8,0.852941177
School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,PrivacySuppressed,PrivacySuppressed
Everest Institute-Brighton,Brighton,02135-3605,,PrivacySuppressed,PrivacySuppressed
Rob Roy Academy-New Bedford,New Bedford,02720-3445,,PrivacySuppressed,PrivacySuppressed
The New England Conservatory of Music,Boston,02115-5018,,0.673913044,0.630434783
New England College of Optometry,Boston,02115,,PrivacySuppressed,PrivacySuppressed
New England School of Acupuncture,Newton,02458,,PrivacySuppressed,PrivacySuppressed
New England Law-Boston,Boston,02116,,PrivacySuppressed,PrivacySuppressed
New England School of Photography,Boston,02215,,0.482758621,0.586206897
Newbury College,Brookline,02445,,0.071428571,0.106382979
Nichols College,Dudley,01571-5000,,PrivacySuppressed,PrivacySuppressed
Massachusetts College of Liberal Arts,North Adams,01247-4100,,0.369791667,0.317460318
North Bennet Street School,Boston,02109,,PrivacySuppressed,PrivacySuppressed
North Shore Community College,Danvers,01923-0840,,PrivacySuppressed,PrivacySuppressed
The New England Institute of Art,Brookline,02445-7295,,0.406779661,0.375739645
Northeastern University,Boston,02115-5005,,0.551196809,0.516541353
Northern Essex Community College,Haverhill,01830-2399,,0.070983811,0.047244095
College of Our Lady of the Elms,Chicopee,01013,,0.52,0.379310345
Pine Manor College,Chestnut Hill,02467,,PrivacySuppressed,PrivacySuppressed
Pope St John XXIII National Seminary,Weston,02493-2699,,,
Quincy College,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Quinsigamond Community College,Worcester,01606-2092,,PrivacySuppressed,PrivacySuppressed
Kaplan Career Institute-Charlestown,Charlestown,02129,,PrivacySuppressed,PrivacySuppressed
Regis College,Weston,02493-1571,,PrivacySuppressed,PrivacySuppressed
Roxbury Community College,Roxbury Crossing,02120-3400,,PrivacySuppressed,PrivacySuppressed
Saint John's Seminary,Brighton,02135-3846,,PrivacySuppressed,PrivacySuppressed
Salem State University,Salem,01970,,PrivacySuppressed,PrivacySuppressed
Salter College-West Boylston,West Boylston,01583,,PrivacySuppressed,PrivacySuppressed
Simmons College,Boston,02115-5898,,PrivacySuppressed,PrivacySuppressed
Bard College at Simon's Rock,Great Barrington,01230-9702,,0.586206897,0.43902439
Smith College,Northampton,01063,,0.712621359,0.47826087
Southeastern Technical Institute,South Easton,02375,,PrivacySuppressed,PrivacySuppressed
Springfield College,Springfield,01109-3797,,0.432,0.38209607
Springfield Technical Community College,Springfield,01105-1296,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,0.388544892,0.342806394
Stonehill College,Easton,02357-6110,,0.759259259,0.719211823
Suffolk University,Boston,02108-2770,,0.483870968,0.358695652
Rob Roy Academy-Taunton,Taunton,02780-5339,,PrivacySuppressed,PrivacySuppressed
Tufts University,Medford,02155-5555,,0.73699422,0.688311688
Wellesley College,Wellesley,02481-8203,,PrivacySuppressed,PrivacySuppressed
Wentworth Institute of Technology,Boston,02115,,0.358333333,0.280612245
Western New England University,Springfield,01119-2684,,0.525423729,0.553719008
Westfield State University,Westfield,01086-1630,,0.040899796,0.025445293
Weston Jesuit School of Theology,Cambridge,02138-3495,,,
Wheaton College,Norton,02766-2322,,PrivacySuppressed,PrivacySuppressed
Wheelock College,Boston,02215-4104,,PrivacySuppressed,PrivacySuppressed
Williams College,Williamstown,01267,,0.811320755,0.7890625
Worcester Polytechnic Institute,Worcester,01609-2280,,0.630769231,0.550617284
Worcester State University,Worcester,01602-2597,,0.079575597,0.041841004
Fiser's College of Cosmetology,Adrian,49221,,PrivacySuppressed,PrivacySuppressed
Adrian College,Adrian,49221-2575,,0.417218543,0.259259259
Albion College,Albion,49224,,0.761538462,0.572463768
Hillsdale Beauty College,Hillsdale,49242,,PrivacySuppressed,PrivacySuppressed
Northwestern Technological Institute,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
Alma College,Alma,48801-1599,,0.670807453,0.58677686
Alpena Community College,Alpena,49707,,0.085714286,0.231292517
Andrews University,Berrien Springs,49104,,0.423963134,0.275449102
Aquinas College,Grand Rapids,49506-1799,,0.168874172,0.169014085
Baker College of Owosso,Owosso,48867,,0.160409556,0.122529644
Baker College,Flint,48507-5508,,0.160409556,0.122529644
Bay de Noc Community College,Escanaba,49829-2511,,PrivacySuppressed,PrivacySuppressed
Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,PrivacySuppressed,PrivacySuppressed
Calvin College,Grand Rapids,49546,,0.539719626,0.440828402
Calvin Theological Seminary,Grand Rapids,49546-4387,,PrivacySuppressed,PrivacySuppressed
Carnegie Institute,Troy,48083,,0.68,0.622222222
Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
Central Michigan University,Mount Pleasant,48859,,0.376266281,0.315138282
Mott Community College,Flint,48503-2089,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Michigan,Grand Rapids,49525-2440,,PrivacySuppressed,PrivacySuppressed
Cleary University,Howell,48843,,0.268292683,0.192307692
Concordia University-Ann Arbor,Ann Arbor,48105,,0.516853933,0.482142857
Cranbrook Academy of Art,Bloomfield Hills,48304,,PrivacySuppressed,PrivacySuppressed
College for Creative Studies,Detroit,48202,,0.444444444,0.394736842
Davenport University,Grand Rapids,49512-9396,,0.182730924,0.143803217
DAVENPORT UNIVERSITY-KALAMAZOO CAMPUS,KALAMAZOO,49006-2791,,0.182730924,0.143803217
DAVENPORT UNIVERSITY-LANSING CAMPUS,LANSING,48933-2197,,0.182730924,0.143803217
David Pressley School of Cosmetology,Royal Oak,48067-3219,,PrivacySuppressed,PrivacySuppressed
Delta College,University Center,48710,,0.081243731,0.061302682
Detroit Business Institute-Southfield,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
Detroit Business Institute-Downriver,Riverview,48193,,PrivacySuppressed,PrivacySuppressed
DAVENPORT UNIVERSITY-EASTERN REGION-DEARBORN,DEARBORN,48126-3799,,0.089832182,0.081683168
