INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Charles of Italy Beauty College,Lake Havasu City,86403,www.charlesofitaly.edu,,
Cochise County Community College District,Douglas,85607-6190,www.cochise.edu,,
Empire Beauty School-Flagstaff,Flagstaff,86004,www.empire.edu,,
Empire Beauty School-Chandler,Chandler,85224,www.empire.edu,,
Cortiva Institute-Tucson,Tucson,85710,www.cortiva.com/,,
Avalon School of Cosmetology-Mesa,Mesa,85210,avalon.edu/locations/mesa-az/,,
Eastern Arizona College,Thatcher,85552-0769,www.eac.edu,,
Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,prescott.erau.edu/,,
Frank Lloyd Wright School of Architecture,Scottsdale,85259,www.taliesin.edu,,
Glendale Community College,Glendale,85302,www.gccaz.edu,,
Grand Canyon University,Phoenix,85017,www.gcu.edu,,
International Academy of Hair Design,Tempe,85282-6730,www.internationalacademyofhairdesign.com,,
GateWay Community College,Phoenix,85034,www.gatewaycc.edu,,
Mesa Community College,Mesa,85202,www.mesacc.edu,,
ITT Technical Institute-Tucson,Tucson,85704-5829,www.itt-tech.edu,,
ITT Technical Institute-Tempe,Tempe,85282,www.itt-tech.edu,,
Mohave Community College,Kingman,86409-1238,www.mohave.edu,,
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,www.uti.edu/,,
Dine College,Tsaile,86556,www.dinecollege.edu,,
Northern Arizona University,Flagstaff,86011-4092,nau.edu/,,
Northland Pioneer College,Holbrook,86025-0610,www.npc.edu,,
Ottawa University-Phoenix,Phoenix,85021,www.ottawa.edu,,
Phoenix College,Phoenix,85013,www.phoenixcollege.edu,,
Cortiva Institute-Scottsdale,Scottsdale,85257,www.cortiva.com/,,
Pima Community College,Tucson,85709-1275,www.pima.edu,,
Pima Medical Institute-Tucson,Tucson,85716,pmi.edu,,
Pima Medical Institute-Albuquerque,Albuquerque,87110,pmi.edu,,
Prescott College,Prescott,86301,www.prescott.edu,,
Refrigeration School Inc,Phoenix,85034-1816,www.refrigerationschool.com,,
Rio Salado College,Tempe,85281,www.rio.maricopa.edu,,
Roberto-Venn School of Luthiery,Phoenix,85007,www.roberto-venn.com,,
Hair Academy of Safford,Safford,85546,hairacademysafford.com,,
Scottsdale Community College,Scottsdale,85256,www.scottsdalecc.edu,,
South Mountain Community College,Phoenix,85042,www.southmountaincc.edu,,
Arizona Christian University,Phoenix,85032-7097,www.arizonachristian.edu,,
Tucson College,Tucson,85711,www.tucsoncollege.edu,,
Universal Technical Institute of Arizona Inc,Avondale,85323,www.uti.edu,,
Western International University,Tempe,85282,www.west.edu,,
Empire Beauty School-NW Phoenix,Phoenix,85051,www.empire.edu,,
Yavapai College,Prescott,86301,www.YC.EDU,,
University of Arkansas at Little Rock,Little Rock,72204,ualr.edu/www/,,
University of Arkansas for Medical Sciences,Little Rock,72205-7199,www.uams.edu,,
ABC Beauty College Inc,Arkadelphia,71923,www.abc-beautycollege.com,,
Arkansas Baptist College,Little Rock,72202-6068,www.arkansasbaptist.edu,,
Arkansas Beauty School-Little Rock,Little Rock,72209,arkbeautyschool.com,,
Arkansas Beauty College,Russellville,72801,www.arkansasbeautycollegersvlar.com/,,
Lyon College,Batesville,72501,www.lyon.edu,,
Arkansas College of Barbering and Hair Design,North Little Rock,72114,www.arkansascollegeofbarbering.com,,
Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,www.arthursbeautycollege.com,,
University of Arkansas,Fayetteville,72701,www.uark.edu,,
University of Arkansas at Pine Bluff,Pine Bluff,71601,www.uapb.edu,,
Arkansas State University-Beebe,Beebe,72012-1000,www.asub.edu,,
Arkansas State University-Main Campus,Jonesboro,72401,www.astate.edu/edu,,
Arkansas Tech University,Russellville,72801-2222,www.atu.edu,,
University of Arkansas at Monticello,Monticello,71656,www.uamont.edu/,,
Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,arthursbeautycollege.com,,
Baptist Health College-Little Rock,Little Rock,72210-2820,https://www.bhclr.edu,,
Black River Technical College,Pocahontas,72455,www.blackrivertech.edu,,
University of Central Arkansas,Conway,72035-0001,www.uca.edu,,
Central Baptist College,Conway,72034,www.cbc.edu,,
Cossatot Community College of the University of Arkansas,De Queen,71832,www.cccua.edu/,,
Crowley's Ridge College,Paragould,72450,www.crc.edu/,,
Crowley's Ridge Technical Institute,Forrest City,72335-0925,www.crti.tec.ar.us,,
East Arkansas Community College,Forrest City,72335-2204,https://WWW.EACC.EDU,,
Eastern College of Health Vocations-Little Rock,Little Rock,72205,www.easterncollege.edu,,
Imagine-Paul Mitchell Partner School,North Little Rock,72117,paulmitchell.edu/littlerock,,
National Park College,Hot Springs,71913,www.np.edu,,
University of Arkansas Community College-Batesville,Batesville,72503-3350,www.uaccb.edu,,
Harding University,Searcy,72149-5615,www.harding.edu,,
Henderson State University,Arkadelphia,71999-0001,www.hsu.edu,,
Hendrix College,Conway,72032-3080,www.hendrix.edu,,
Hot Springs Beauty College,Hot Springs,71901,hotspringsbeautycollege.com,,
Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,www.jrmc.org,,
John Brown University,Siloam Springs,72761,www.jbu.edu,,
Lees School of Cosmetology,North  Little Rock,72114-3800,www.leesschool.com,,
Career Academy of Hair Design,Springdale,72764-7128,www.beautynwa.com,,
Academy of Salon and Spa,Fort Smith,72901,www.academysalonspa.com,,
Arkansas State University Mid-South,West Memphis,72301-3829,www.asumidsouth.edu,,
Arkansas Northeastern College,Blytheville,72316-1109,www.anc.edu,,
Margaret's Hair Academy Inc,Monticello,71655,margarethairacademy.com,,
New Tyler Barber College Inc,North Little Rock,72114-4973,newtylerbarbercollege.edu,,
North Arkansas College,Harrison,72601-5508,www.northark.edu,,
Northwest Technical Institute,Springdale,72764,www.nwti.edu,,
Ouachita Baptist University,Arkadelphia,71998-0001,www.obu.edu,,
College of the Ouachitas,Malvern,72104-0816,www.coto.edu,,
Ozarka College,Melbourne,72556-0010,www.ozarka.edu,,
University of the Ozarks,Clarksville,72830,https://www.ozarks.edu,,
University of Arkansas Community College-Morrilton,Morrilton,72110,www.uaccm.edu,,
Philander Smith College,Little Rock,72202-3799,www.philander.edu,,
Phillips Community College of the University of Arkansas,Helena,72342-0785,www.pccua.edu,,
Southeast Arkansas College,Pine Bluff,71603,www.seark.edu,,
Professional Cosmetology Education Center,El Dorado,71730-4009,www.pcec.edu,,
Pulaski Technical College,North Little Rock,72118-3347,www.pulaskitech.edu,,
University of Arkansas Community College-Hope,Hope,71801,www.uacch.edu,,
Rich Mountain Community College,Mena,71953,www.rmcc.edu,,
Paul Mitchell the School-Arkansas,Fayetteville,72703,www.pmtsarkansas.com,,
Searcy Beauty College,Searcy,72143,searcybeautycollege.com/,,
Shorter College,N Little Rock,72114,www.shortercollege.edu,,
Williams Baptist College,Walnut Ridge,72476,www.wbcoll.edu,,
South Arkansas Community College,El Dorado,71731-7010,www.southark.edu,,
Southern Arkansas University Main Campus,Magnolia,71753,https://www.saumag.edu,,
Southern Arkansas University Tech,Camden,71701-1906,www.sautech.edu,,
Velvatex College of Beauty Culture,Little Rock,72202-5452,www.velvatexcollege.com,,
University of Arkansas-Fort Smith,Fort Smith,72913-3649,uafs.edu/,,
Academy of Art University,San Francisco,94105,www.academyart.edu,,
ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,www.itt-tech.edu,,
Academy of Chinese Culture and Health Sciences,Oakland,94612,www.acchs.edu,,
The Academy of Radio and TV Broadcasting,Huntington Beach,92647,WWW.ARBRADIO.COM,,
Avalon School of Cosmetology-Alameda,Alameda,94501,avalon.edu/locations/alameda-ca/,,
College of Alameda,Alameda,94501,www.peralta.edu,,
Allan Hancock College,Santa Maria,93454-6399,www.hancockcollege.edu/,,
American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,WWW.AADA.EDU,,
American Baptist Seminary of the West,Berkeley,94704-3029,www.absw.edu,,
American Film Institute Conservatory,Los Angeles,90027-1625,www.AFI.com,,
American Beauty College,West Covina,91790,www.americanbeautycollege.com,,
American Career College-Los Angeles,Los Angeles,90004,americancareercollege.edu/,,
American Conservatory Theater,San Francisco,94108-5834,www.act-sf.org,,
American River College,Sacramento,95841-4286,www.arc.losrios.edu/,,
Antelope Valley College,Lancaster,93536-5426,www.avc.edu,,
Art Center College of Design,Pasadena,91103,www.artcenter.edu,,
Associated Technical College-Los Angeles,Los Angeles,90017-1604,www.atcla.edu,,
Associated Technical College-San Diego,San Diego,92101,www.atcsd.edu,,
Azusa Pacific University,Azusa,91702-7000,www.apu.edu,,
Bakersfield College,Bakersfield,93305-1299,www.bakersfieldcollege.edu/,,
Barstow Community College,Barstow,92311,www.barstow.edu,,
Bellus Academy-National City,National City,91950,www.bellusacademy.edu,,
Bethesda University,Anaheim,92801,www.buc.edu,,
Biola University,La Mirada,90639-0001,www.biola.edu,,
Brooks Institute,Ventura,93001,www.brooks.edu,,
Brownson Technical School,Anaheim,92805,www.brownson.edu,,
Bryan University,Los Angeles,90010,bryanuniversity.edu,,
Butte College,Oroville,95965-8399,www.butte.edu,,
Phillips Graduate University,Chatsworth,91311,pgu.edu,,
California Institute of Integral Studies,San Francisco,94103,www.ciis.edu,,
Cabrillo College,Aptos,95003,www.cabrillo.edu,,
California Baptist University,Riverside,92504-3297,www.calbaptist.edu,,
California College of the Arts,San Francisco,94107-2247,www.cca.edu,,
University of California-Hastings College of Law,San Francisco,94102-4978,www.uchastings.edu,,
California Institute of Technology,Pasadena,91125,www.caltech.edu,,
California Lutheran University,Thousand Oaks,91360-2787,www.callutheran.edu/,,
California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,calpoly.edu,,
Alliant International University-San Diego,San Diego,92131,www.alliant.edu,,
California State University-Bakersfield,Bakersfield,93311-1099,www.csub.edu,,
California State University-Stanislaus,Turlock,95382-0299,www.csustan.edu,,
California State University-San Bernardino,San Bernardino,92407-2397,www.csusb.edu,,
California State Polytechnic University-Pomona,Pomona,91768,www.cpp.edu,,
California State University-Chico,Chico,95929-0150,www.csuchico.edu,,
California State University-Dominguez Hills,Carson,90747-0005,www.csudh.edu,,
California State University-Fresno,Fresno,93740,www.csufresno.edu,,
California State University-Fullerton,Fullerton,92831-3599,www.fullerton.edu,,
California State University-East Bay,Hayward,94542,www.csueastbay.edu,,
California State University-Long Beach,Long Beach,90840-0115,www.csulb.edu,,
California State University-Los Angeles,Los Angeles,90032-8506,www.calstatela.edu,,
California State University-Northridge,Northridge,91330,www.csun.edu,,
California State University-Sacramento,Sacramento,95819-2694,www.csus.edu,,
University of California-Berkeley,Berkeley,94720,www.berkeley.edu,,
University of California-Davis,Davis,95616-8678,www.ucdavis.edu,,
University of California-Irvine,Irvine,92697,www.uci.edu/,,
University of California-Los Angeles,Los Angeles,90095-1405,www.ucla.edu/,,
University of California-Riverside,Riverside,92521,WWW.UCR.EDU,,
University of California-San Diego,La Jolla,92093,www.ucsd.edu,,
University of California-San Francisco,San Francisco,94143-0244,www.ucsf.edu,,
University of California-Santa Barbara,Santa Barbara,93106,www.ucsb.edu,,
University of California-Santa Cruz,Santa Cruz,95064-1011,www.ucsc.edu/,,
Sofia University,Palo Alto,94303,www.sofia.edu,,
California Beauty School,Modesto,95354,www.calbeautycollege.edu,,
California Christian College,Fresno,93727,www.calchristiancollege.edu,,
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,www.caculinary.edu,,
California Hair Design Academy,La Mesa,91941-5055,chdaschools.com,,
California Institute of the Arts,Valencia,91355-2397,www.calarts.edu,,
California State University Maritime Academy,Vallejo,94590,https://www.csum.edu,,
California Western School of Law,San Diego,92101-3046,https://www.cwsl.edu,,
Canada College,Redwood City,94061-1099,canadacollege.edu,,
College of the Canyons,Santa Clarita,91355-1899,www.canyons.edu,,
Career Academy of Beauty,Garden Grove,92845,CAofB.com,,
Casa Loma College-Van Nuys,Van Nuys,91405,www.casalomacollege.edu,,
CET-San Diego,San Diego,92102,www.cetweb.org/index.php,,
CET-Sobrato,San Jose,95110,cetweb.org,,
CET-El Centro,El Centro,92243,cetweb.org,,
CET-Colton,Colton,92324,cetweb.org,,
CET-Watsonville,Watsonville,95076,www.cetweb.org,,
CET-Salinas,Salinas,93901,cetweb.org,,
Cerritos College,Norwalk,90650-6298,www.cerritos.edu,,
Cerro Coso Community College,Ridgecrest,93555-9571,cerrocoso.edu,,
Chabot College,Hayward,94545,www.chabotcollege.edu,,
Chaffey College,Rancho Cucamonga,91737-3002,www.chaffey.edu,,
Chapman University,Orange,92866,www.chapman.edu,,
Charles R Drew University of Medicine and Science,Los Angeles,90059,www.cdrewu.edu,,
Concordia University-Irvine,Irvine,92612-3203,www.cui.edu,,
San Diego Christian College,Santee,92071,www.sdcc.edu,,
Church Divinity School of the Pacific,Berkeley,94709-1211,www.cdsp.edu,,
Citrus College,Glendora,91741-1899,www.citruscollege.edu,,
Citrus Heights Beauty College,Citrus Heights,95610-1410,www.chbeautycollege.com,,
City College of San Francisco,San Francisco,94112-1898,www.ccsf.edu,,
Claremont Graduate University,Claremont,91711-6160,www.cgu.edu,,
Claremont McKenna College,Claremont,91711-6400,www.cmc.edu,,
Milan Institute-Visalia,Visalia,93277,www.milaninstitute.edu,,
Clovis Adult Education,Clovis,93611,www.clovisadultschool.com,,
Coastline Community College,Fountain Valley,92708-2597,www.coastline.edu,,
Cogswell College,San Jose,95134,www.cogswell.edu,,
Coleman University,San Diego,92123-1506,www.coleman.edu,,
Coba Cosmetology Academy,Orange,92866,www.coba.edu,,
Western University of Health Sciences,Pomona,91766-1854,www.westernu.edu,,
Columbia College,Sonora,95370,www.gocolumbia.edu/,,
Columbia College-Hollywood,Tarzana,91356-1411,https://www.columbiacollege.edu,,
El Camino College-Compton Center,Compton,90221-5393,www.compton.edu,,
Contra Costa College,San Pablo,94806-3195,www.contracosta.edu,,
Cosumnes River College,Sacramento,95823-5799,www.crc.losrios.edu/,,
Crafton Hills College,Yucaipa,92339-1799,www.craftonhills.edu,,
Cuesta College,San Luis Obispo,93403-8106,www.cuesta.edu,,
Cuyamaca College,El Cajon,92019,www.cuyamaca.edu,,
Cypress College,Cypress,90630-5897,www.cypresscollege.edu,,
De Anza College,Cupertino,95014,www.deanza.edu/,,
International School of Beauty Inc,Palm Desert,92260-2740,internationalschoolofbeauty.com,,
Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,www.dellarte.com/school,,
College of the Desert,Palm Desert,92260,collegeofthedesert.edu,,
Design Institute of San Diego,San Diego,92121,www.disd.edu,,
Diablo Valley College,Pleasant Hill,94523,www.dvc.edu,,
Dominican University of California,San Rafael,94901-2298,www.dominican.edu,,
Dominican School of Philosophy & Theology,Berkeley,94708-1816,https://www.dspt.edu,,
East Los Angeles College,Monterey Park,91754-6099,www.elac.edu/,,
El Camino Community College District,Torrance,90506,www.elcamino.edu,,
Elegance International,Hollywood,90028-6106,ei.edu/,,
Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,www.emperors.edu,,
Empire College,Santa Rosa,95403-2126,www.empcol.edu,,
Evergreen Valley College,San Jose,95135-1598,www.evc.edu,,
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,www.fidm.edu,,
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,WWW.FIDM.EDU,,
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,www.FIDM.edu,,
Feather River Community College District,Quincy,95971-9124,www.frc.edu,,
Federico Beauty Institute,Sacramento,95834,federico.edu,,
Fielding Graduate University,Santa Barbara,93105-3538,www.fielding.edu,,
Five Branches University,Santa Cruz,95062,www.fivebranches.edu,,
Redondo Beach Beauty College,Redondo Beach,90278-3111,RedondoBeachBeautyCollege.com,,
Foothill College,Los Altos Hills,94022,www.foothill.edu,,
Franciscan School of Theology,Oceanside,92057,www.fst.edu,,
Fredrick and Charles Beauty College,Eureka,95501,www.fandcbeauty.com,,
Fresno City College,Fresno,93741,www.fresnocitycollege.edu,,
Fresno Pacific University,Fresno,93702-4709,www.fresno.edu,,
Fuller Theological Seminary in California,Pasadena,91182,www.fuller.edu,,
Fullerton College,Fullerton,92832-2095,www.fullcoll.edu,,
Gavilan College,Gilroy,95020,www.gavilan.edu,,
Gemological Institute of America-Carlsbad,Carlsbad,92008,www.gia.edu/gem-education,,
Glendale Community College,Glendale,91208-2894,www.glendale.edu,,
Glendale Career College,Glendale,91203,www.success.edu,,
Golden Gate University-San Francisco,San Francisco,94105-2968,www.ggu.edu,,
Golden West College,Huntington Beach,92647-2710,www.goldenwestcollege.edu,,
Graduate Theological Union,Berkeley,94709,WWW.GTU.EDU,,
Grossmont College,El Cajon,92020-1799,www.grossmont.edu/,,
Salon Success Academy-Riverside,Riverside,92506,www.gotobeautyschool.com,,
Hartnell College,Salinas,93901,www.hartnell.edu,,
Harvey Mudd College,Claremont,91711,https://www.hmc.edu,,
Hilltop Beauty School,Daly City,94014,www.hilltopbeautyschool.com,,
Holy Names University,Oakland,94619-1699,www.hnu.edu,,
Pacifica Graduate Institute,Carpinteria,93013,www.pacifica.edu,,
Humboldt State University,Arcata,95521-8299,www.humboldt.edu,,
Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,www.humphreys.edu,,
Imperial Valley College,Imperial,92251-0158,www.imperial.edu,,
Institute for Business and Technology,Santa Clara,95051-1303,ibttech.com,,
Interior Designers Institute,Newport Beach,92660,idi.edu,,
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,toniguy.com/academy/santa_monica_beauty_school/default.aspx,,
Irvine Valley College,Irvine,92618-0301,www.ivc.edu,,
ITT Technical Institute-National City,National City,91950,www.itt-tech.edu,,
ITT Technical Institute-San Dimas,San Dimas,91773,www.itt-tech.edu,,
ITT Technical Institute-Orange,Orange,92868,www.itt-tech.edu,,
Bellus Academy-El Cajon,El Cajon,92021,www.bellusacademy.edu,,
John F. Kennedy University,Pleasant Hill,94523-4817,www.jfku.edu,,
American Jewish University,Los Angeles,90077-1519,www.aju.edu,,
Reedley College,Reedley,93654,www.reedleycollege.edu,,
Life Pacific College,San Dimas,91773-3298,www.lifepacific.edu,,
Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,www.artinstitutes.edu/san-diego/,,
University of La Verne,La Verne,91750-4401,www.laverne.edu/,,
Laguna College of Art and Design,Laguna Beach,92651,www.lcad.edu,,
Lake Tahoe Community College,South Lake Tahoe,96150,www.ltcc.edu,,
Lancaster Beauty School,Lancaster,93534,lancasterbeautyschool.com,,
Laney College,Oakland,94607,www.laney.edu/wp/,,
Lassen Community College,Susanville,96130,www.lassencollege.edu/,,
Life Chiropractic College West,Hayward,94545-2800,www.lifewest.edu,,
Lincoln University,Oakland,94612-2801,www.lincolnuca.edu,,
Southern California Seminary,El Cajon,92019-1108,www.socalsem.edu,,
La Sierra University,Riverside,92515-8247,https://lasierra.edu,,
Loma Linda University,Loma Linda,92350,www.llu.edu/index.html,,
Long Beach City College,Long Beach,90808-1706,www.lbcc.edu,,
Southern California University of Health Sciences,Whittier,90604,www.scuhs.edu,,
Los Angeles Harbor College,Wilmington,90744-2397,www.lahc.edu,,
Los Angeles Pierce College,Woodland Hills,91371-0002,www.piercecollege.edu,,
Los Angeles Southwest College,Los Angeles,90047-4899,www.lasc.edu,,
Los Angeles Trade Technical College,Los Angeles,90015-4181,www.lattc.edu,,
Los Angeles Valley College,Valley Glen,91401-4096,www.lavc.edu,,
The Master's University and Seminary,Santa Clarita,91321-1200,www.masters.edu,,
Los Angeles City College,Los Angeles,90029,www.lacitycollege.edu/,,
Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,dhs.org/wps/portal/CollegeofNursing,,
Los Angeles Mission College,Sylmar,91342-3200,www.lamission.edu,,
Los Medanos College,Pittsburg,94565,www.losmedanos.edu/default.aspx,,
Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,www.artinstitutes.edu/san-francisco/,,
Loyola Marymount University,Los Angeles,90045-2659,www.lmu.edu,,
Lu Ross Academy,Ventura,93001-2729,www.lurossacademy.com/,,
Lyles Fresno College of Beauty,Fresno,93710,lylescolleges.com,,
Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,www.lytlesrebc.edu/,,
MTI Business College Inc,Stockton,95207-4349,www.mtistockton.com,,
MTI College,Sacramento,95841-9817,www.mticollege.edu,,
Brightwood College-Sacramento,Sacramento,95821,www.brightwood.edu,,
Brightwood College-San Diego,San Diego,92123,www.brightwood.edu,,
Brightwood College-Vista,Vista,92083-7736,www.brightwood.edu,,
College of Marin,Kentfield,94904-2590,www.marin.edu,,
Marymount California University,Rancho Palos Verdes,90275-6299,www.marymountcalifornia.edu/,,
Mendocino College,Ukiah,95482,www.mendocino.edu,,
Menlo College,Atherton,94027-4301,www.menlo.edu,,
Merced College,Merced,95348-2898,www.mccd.edu,,
Merritt College,Oakland,94619-3196,www.merritt.edu,,
Mills College,Oakland,94613,https://www.mills.edu,,
MiraCosta College,Oceanside,92056-3899,www.miracosta.edu,,
Mission College,Santa Clara,95054-1897,www.missioncollege.edu/,,
Modern Beauty Academy,Oxnard,93030,www.modernbeautyacademy.org,,
Brightwood College-North Hollywood,North Hollywood,91606-3231,www.brightwood.edu,,
Modesto Junior College,Modesto,95350-5800,www.mjc.edu,,
Moler Barber College,Oakland,94609-2419,moler.org,,
Middlebury Institute of International Studies at Monterey,Monterey,93940,www.miis.edu,,
Monterey Peninsula College,Monterey,93940-4799,www.mpc.edu,,
Moorpark College,Moorpark,93021-1695,www.moorparkcollege.edu/index.shtml,,
Mt San Antonio College,Walnut,91789-1399,www.mtsac.edu,,
Mount Saint Mary's University,Los Angeles,90049-1599,www.msmu.edu,,
Mt San Jacinto Community College District,San Jacinto,92583-2399,www.msjc.edu,,
Mueller College,San Diego,92108-3002,www.mueller.edu,,
Musicians Institute,Hollywood,90028,www.mi.edu,,
Napa Valley College,Napa,94558-6236,www.napavalley.edu,,
National Holistic Institute,Emeryville,94608-2008,www.nhi.edu,,
