,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
51,Prince Institute-Southeast,Elmhurst,60126,,,
52,Reid State Technical College,Evergreen,36401,,,
53,Bishop State Community College,Mobile,36603-5898,,,
54,Samford University,Birmingham,35229-2240,,,
55,Shelton State Community College,Tuscaloosa,35405-8522,,,
56,Snead State Community College,Boaz,35957-0734,,,
57,University of South Alabama,Mobile,36688-0002,,,
58,UNIVERSITY OF SOUTH ALABAMA-BALDWIN,FAIRHOPE,36532-2520,,,
59,Southern Community College,Tuskegee,36083-0688,,,
60,Spring Hill College,Mobile,36608-1791,,,
61,Southeastern Bible College,Birmingham,35244-2083,,,
62,Stillman College,Tuscaloosa,35401,,,
63,Talladega College,Talladega,35160,,,
64,H Councill Trenholm State Community College,Montgomery,36108-3199,,,
65,Troy State University-Dothan Campus,Dothan,36304,,,
66,TROY STATE UNIVERSITY-PHENIX CITY,PHENIX CITY,36869,,,
67,Troy State University-Montgomery,Montgomery,36103-4419,,,
68,Troy University,Troy,36082-0001,,,
69,Tuskegee University,Tuskegee,36088-1920,,,
70,United States Sports Academy,Daphne,36526-7055,,,
71,BEVILL STATE COMMUNITY COLLEGE-WALKER COLLEGE CAMP,JASPER,35501,,,
72,Bevill State Community College,Jasper,35501,,,
73,University of Alaska Anchorage,Anchorage,99508,,,
74,University of Alaska Fairbanks,Fairbanks,99775-7500,,,
75,University of Alaska Southeast,Juneau,99801-8697,,,
76,Alaska Pacific University,Anchorage,99508,,,
77,AVTEC-Alaska's Institute of Technology,Seward,99664-0889,,,
78,Charter College,Vancouver,98683-7575,,,
79,NEW CONCEPTS BEAUTY SCHOOL INC,FAIRBANKS,99709-3549,,,
80,Prince William Sound Community College,Valdez,99686-0097,,,
81,Sheldon Jackson College,Sitka,99835-7699,,,
82,Alaska Career College,Anchorage,99507-1033,,,
83,Collins College,Phoenix,85040,,,
84,Empire Beauty School-Paradise Valley,Phoenix,85032,,,
85,Empire Beauty School-Tucson,Tucson,85716,,,
86,Thunderbird School of Global Management,Glendale,85306-6000,,,
87,American Indian College Inc,Phoenix,85021,,,
88,American Institute of Trucking,Phoenix,85043-4729,,,
89,Carrington College-Phoenix North,Phoenix,85051-4063,,,
90,Carrington College-Mesa,Mesa,85210,,,
91,Carrington College-Tucson,Tucson,85745,,,
92,CollegeAmerica-Flagstaff,Flagstaff,86001,,,
93,Arizona Academy of Beauty-East,Tucson,85712,,,
94,Arizona Automotive Institute,Glendale,85301-3579,,,
95,Brookline College-Phoenix,Phoenix,85021,,,
96,Arizona State University-Tempe,Tempe,85287,,,
97,Arizona Western College,Yuma,85365-8834,,,
98,University of Arizona,Tucson,85721-0066,,,
99,Southwest University of Visual Arts-Tucson,Tucson,85716,,,
100,Brillare Hairdressing Academy,Scottsdale,85254,,,
101,Central Arizona College,Coolidge,85128-9030,,,
102,Brown Mackie College-Tucson,Tucson,85712,,,
103,Charles of Italy Beauty College,Lake Havasu City,86403,,,
104,Cochise County Community College District,Douglas,85607-6190,,,
105,Empire Beauty School-Flagstaff,Flagstaff,86004,,,
106,Empire Beauty School-Chandler,Chandler,85224,,,
107,Cortiva Institute-Tucson,Tucson,85710,,,
108,DeVoe College of Beauty,Sierra Vista,85635-1832,,,
109,DeVry University-Arizona,Phoenix,85021-2995,,,
110,Avalon School of Cosmetology-Mesa,Mesa,85210,,,
111,Eastern Arizona College,Thatcher,85552-0769,,,
112,Glendale Community College,Glendale,85302,,,
113,Grand Canyon University,Phoenix,85017,,,
114,Anthem College-Phoenix,Phoenix,85014,,,
115,International Academy of Hair Design,Tempe,85282-6730,,,
116,Lamson College,Tempe,85284,,,
117,Kaplan College-Phoenix,Phoenix,85029,,,
118,Maricopa Beauty College LLC,Avondale,85323,,,
119,GateWay Community College,Phoenix,85034,,,
120,Mesa Community College,Mesa,85202,,,
121,ITT Technical Institute-Tucson,Tucson,85704-5829,,,
122,ITT Technical Institute-Tempe,Tempe,85282,,,
123,Mohave Community College,Kingman,86409-1238,,,
124,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,,
125,Mundus Institute,Phoenix,85015,,,
126,Dine College,Tsaile,86556,,,
127,Northern Arizona University,Flagstaff,86011-4092,,,
128,Northland Pioneer College,Holbrook,86025-0610,,,
129,Ottawa University-Phoenix,Phoenix,85021,,,
130,Empire Beauty School-Glendale,Glendale,85304,,,
131,Phoenix College,Phoenix,85013,,,
132,Cortiva Institute-Scottsdale,Scottsdale,85257,,,
133,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,,
134,Pima Community College,Tucson,85709-1275,,,
135,Pima Medical Institute-Tucson,Tucson,85716,,,
136,Pima Medical Institute-Albuquerque,Albuquerque,87110,,,
137,Prescott College,Prescott,86301,,,
138,Refrigeration School Inc,Phoenix,85034-1816,,,
139,Rio Salado College,Tempe,85281,,,
140,Roberto-Venn School of Luthiery,Phoenix,85007,,,
141,Scottsdale Community College,Scottsdale,85256,,,
142,South Mountain Community College,Phoenix,85042,,,
143,Long Technical College-East Valley,Phoenix,85008-1716,,,
144,Arizona Christian University,Phoenix,85032-7097,,,
145,Tucson College,Tucson,85711,,,
146,Universal Technical Institute of Arizona Inc,Avondale,85323,,,
147,Metropolitan College,Phoenix,85008-6940,,,
148,Western International University,Tempe,85282,,,
149,Empire Beauty School-NW Phoenix,Phoenix,85051,,,
150,Yavapai College,Prescott,86301,,,
151,University of Arkansas at Little Rock,Little Rock,72204,,,
152,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,,
153,ABC Beauty College Inc,Arkadelphia,71923,,,
154,Arkansas Baptist College,Little Rock,72202-6068,,,
155,Arkansas Beauty School-Little Rock,Little Rock,72209,,,
156,Lyon College,Batesville,72501,,,
157,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,,
158,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,,
159,University of Arkansas,Fayetteville,72701,,,
160,University of Arkansas at Pine Bluff,Pine Bluff,71601,,,
161,Arkansas State University-Beebe,Beebe,72012-1000,,,
162,Arkansas State University-Main Campus,Jonesboro,72401,,,
163,Arkansas Tech University,Russellville,72801-2222,,,
164,ARKANSAS VALLEY TECHNICAL INSTITUTE,OZARK,72949,,,
165,University of Arkansas at Monticello,Monticello,71656,,,
166,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,,
167,Baptist Health College-Little Rock,Little Rock,72210-2820,,,
168,Bee Jays Academy,Batesville,72501,,,
169,Black River Technical College,Pocahontas,72455,,,
170,University of Central Arkansas,Conway,72035-0001,,,
171,Central Baptist College,Conway,72034,,,
172,Blytheville Academy of Cosmetology,Blytheville,72315,,,
173,Cossatot Community College of the University of Arkansas,De Queen,71832,,,
174,COTTON BOLL TECHNICAL INSTITUTE,BURDETTE,72321,,,
175,Crowley's Ridge College,Paragould,72450,,,
176,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,,
177,De Luxe Beauty School,Pine Bluff,71603-1666,,,
178,DELTA TECHNICAL INSTITUTE,MARKED TREE,72365,,,
179,East Arkansas Community College,Forrest City,72335-2204,,,
180,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,,
181,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,,
182,ARKANSAS STATE UNIVERSITY-SEARCY,SEARCY,72143,,,
183,FOREST ECHOES TECHNICAL INSTITUTE,CROSSETT,71635,,,
184,National Park College,Hot Springs,71913,,,
185,University of Arkansas Community College-Batesville,Batesville,72503-3350,,,
186,GREAT RIVERS TECHNICAL INSTITUTE,MCGEHEE,71654-0747,,,
187,Harding University Graduate School of Religion,Memphis,38117-5499,,,
188,Harding University,Searcy,72149-5615,,,
189,Henderson State University,Arkadelphia,71999-0001,,,
190,Hendrix College,Conway,72032-3080,,,
191,Hot Springs Beauty College,Hot Springs,71901,,,
192,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,,
193,John Brown University,Siloam Springs,72761,,,
194,Lees School of Cosmetology,North  Little Rock,72114-3800,,,
195,Career Academy of Hair Design,Springdale,72764-7128,,,
196,MARCEL-ROYALE BEAUTY ACADEMY,ROGERS,72756,,,
197,Marsha Kay Beauty College,Mountain Home,72653-3164,,,
198,Academy of Salon and Spa,Fort Smith,72901,,,
199,Arkansas State University Mid-South,West Memphis,72301-3829,,,
200,Arkansas Northeastern College,Blytheville,72316-1109,,,
201,New Tyler Barber College Inc,North Little Rock,72114-4973,,,
202,North Arkansas College,Harrison,72601-5508,,,
203,Northwest Technical Institute,Springdale,72764,,,
204,Ouachita Baptist University,Arkadelphia,71998-0001,,,
205,College of the Ouachitas,Malvern,72104-0816,,,
206,Ozarka College,Melbourne,72556-0010,,,
207,University of the Ozarks,Clarksville,72830,,,
208,University of Arkansas Community College-Morrilton,Morrilton,72110,,,
209,Philander Smith College,Little Rock,72202-3799,,,
210,Phillips Community College of the University of Arkansas,Helena,72342-0785,,,
211,Southeast Arkansas College,Pine Bluff,71603,,,
212,PROFESSIONAL BEAUTY COLLEGE INC,MONTICELLO,71655,,,
213,Professional Cosmetology Education Center,El Dorado,71730-4009,,,
214,Pulaski Technical College,North Little Rock,72118-3347,,,
215,QUAPAW TECHNICAL INSTITUTE,HOT SPRINGS,71913,,,
216,University of Arkansas Community College-Hope,Hope,71801,,,
217,Rich Mountain Community College,Mena,71953,,,
218,Paul Mitchell the School-Arkansas,Fayetteville,72703,,,
219,Searcy Beauty College,Searcy,72143,,,
220,Williams Baptist College,Walnut Ridge,72476,,,
221,SOUTHERN INSTITUTE OF COSMETOLOGY,Memphis,38118,,,
222,South Arkansas Community College,El Dorado,71731-7010,,,
223,Southern Arkansas University Main Campus,Magnolia,71753,,,
224,Southern Arkansas University Tech,Camden,71701-1906,,,
225,Velvatex College of Beauty Culture,Little Rock,72202-5452,,,
226,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,,
227,Academy of Art University,San Francisco,94105,,,
228,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,,
229,Academy of Professional Careers,San Diego,92120,,,
230,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,,
231,Academy Pacific Travel College,Los Angeles,90028-5218,,,
232,Avalon School of Cosmetology-Alameda,Alameda,94501,,,
233,College of Alameda,Alameda,94501,,,
234,Allan Hancock College,Santa Maria,93454-6399,,,
235,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,,
236,American Baptist Seminary of the West,Berkeley,94704-3029,,,
237,American Film Institute Conservatory,Los Angeles,90027-1625,,,
238,American Beauty College,West Covina,91790,,,
239,American InterContinental University,Los Angeles,90066,,,
240,American Career College-Los Angeles,Los Angeles,90004,,,
241,American Conservatory Theater,San Francisco,94108-5834,,,
242,American River College,Sacramento,95841-4286,,,
243,Everest College-Hayward,Hayward,94541,,,
244,Antelope Valley College,Lancaster,93536-5426,,,
245,Art Center College of Design,Pasadena,91103,,,
246,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,,
247,Associated Technical College-San Diego,San Diego,92101,,,
248,Associated Technical College,Vista,92084,,,
249,Azusa Pacific University,Azusa,91702-7000,,,
250,Bakersfield College,Bakersfield,93305-1299,,,
251,Barstow Community College,Barstow,92311,,,
252,Bellus Academy-National City,National City,91950,,,
253,Bethany University,Scotts Valley,95066-2898,,,
254,Biola University,La Mirada,90639-0001,,,
255,BJORNS HAIRSTYLING ACADEMY,VALLEJO,94591,,,
256,Brooks College,Long Beach,90804,,,
257,Brooks Institute,Ventura,93001,,,
258,Brownson Technical School,Anaheim,92805,,,
259,Bryan University,Los Angeles,90010,,,
260,Butte College,Oroville,95965-8399,,,
261,Phillips Graduate University,Chatsworth,91311,,,
262,California Institute of Integral Studies,San Francisco,94103,,,
263,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,RIVERSIDE,92505,,,
264,Cabrillo College,Aptos,95003,,,
265,California Baptist University,Riverside,92504-3297,,,
266,California College of the Arts,San Francisco,94107-2247,,,
267,University of California-Hastings College of Law,San Francisco,94102-4978,,,
268,California Institute of Technology,Pasadena,91125,,,
269,California Lutheran University,Thousand Oaks,91360-2787,,,
270,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,,
271,Alliant International University,Fresno,93727,,,
272,Alliant International University,Alhambra,91803-1360,,,
273,Alliant International University-San Diego,San Diego,92131,,,
274,Alliant International University,San Francisco,94133-1221,,,
275,California State University-Bakersfield,Bakersfield,93311-1099,,,
276,California State University-Stanislaus,Turlock,95382-0299,,,
277,California State University-San Bernardino,San Bernardino,92407-2397,,,
278,California State Polytechnic University-Pomona,Pomona,91768,,,
279,California State University-Chico,Chico,95929-0150,,,
280,California State University-Dominguez Hills,Carson,90747-0005,,,
281,California State University-Fresno,Fresno,93740,,,
282,California State University-Fullerton,Fullerton,92831-3599,,,
283,California State University-East Bay,Hayward,94542,,,
284,California State University-Long Beach,Long Beach,90840-0115,,,
285,California State University-Los Angeles,Los Angeles,90032-8506,,,
286,California State University-Northridge,Northridge,91330,,,
287,California State University-Sacramento,Sacramento,95819-2694,,,
288,University of California-Berkeley,Berkeley,94720,,,
289,University of California-Davis,Davis,95616-8678,,,
290,University of California-Irvine,Irvine,92697,,,
291,University of California-Los Angeles,Los Angeles,90095-1405,,,
292,University of California-Riverside,Riverside,92521,,,
293,University of California-San Diego,La Jolla,92093,,,
294,University of California-San Francisco,San Francisco,94143-0244,,,
295,University of California-Santa Barbara,Santa Barbara,93106,,,
296,University of California-Santa Cruz,Santa Cruz,95064-1011,,,
297,Sofia University,Palo Alto,94303,,,
298,California Beauty School,Modesto,95354,,,
299,CALIFORNIA BUSINESS INSTITUTE,EL MONTE,91731,,,
300,California Christian College,Fresno,93727,,,
301,California College San Diego,San Diego,92111-1009,,,
302,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,VALLEJO,94590-6957,,,
303,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,,
304,California Hair Design Academy,La Mesa,91941-5055,,,
305,California Institute of the Arts,Valencia,91355-2397,,,
306,California State University Maritime Academy,Vallejo,94590,,,
307,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,LONG BEACH,90807-3377,,,
308,California Western School of Law,San Diego,92101-3046,,,
309,Canada College,Redwood City,94061-1099,,,
310,College of the Canyons,Santa Clarita,91355-1899,,,
311,Career Academy of Beauty,Garden Grove,92845,,,
312,Casa Loma College-Van Nuys,Van Nuys,91405,,,
313,CET-San Diego,San Diego,92102,,,
314,CET-Sobrato,San Jose,95110,,,
315,CET-El Centro,El Centro,92243,,,
316,CET-Colton,Colton,92324,,,
317,CET-Watsonville,Watsonville,95076,,,
318,CET-Gilroy,Gilroy,95020,,,
319,CET-Salinas,Salinas,93901,,,
320,Cerritos College,Norwalk,90650-6298,,,
321,Cerro Coso Community College,Ridgecrest,93555-9571,,,
322,Chabot College,Hayward,94545,,,
323,Chaffey College,Rancho Cucamonga,91737-3002,,,
324,Chapman University,Orange,92866,,,
325,Charles R Drew University of Medicine and Science,Los Angeles,90059,,,
326,Concordia University-Irvine,Irvine,92612-3203,,,
327,San Diego Christian College,Santee,92071,,,
328,Church Divinity School of the Pacific,Berkeley,94709-1211,,,
329,Citrus College,Glendora,91741-1899,,,
330,City College of San Francisco,San Francisco,94112-1898,,,
331,Claremont Graduate University,Claremont,91711-6160,,,
332,Claremont McKenna College,Claremont,91711-6400,,,
333,Milan Institute-Visalia,Visalia,93277,,,
334,Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,,
335,Clovis Adult Education,Clovis,93611,,,
336,Coastline Community College,Fountain Valley,92708-2597,,,
337,Cogswell College,San Jose,95134,,,
338,Coleman University,San Diego,92123-1506,,,
339,Coba Cosmetology Academy,Orange,92866,,,
340,National Polytechnic College of Science,Wilmington,90744-6399,,,
341,Western University of Health Sciences,Pomona,91766-1854,,,
342,Columbia College,Sonora,95370,,,
343,Columbia College-Hollywood,Tarzana,91356-1411,,,
344,El Camino College-Compton Center,Compton,90221-5393,,,
345,COMPUTER LEARNING CENTERS INC,LOS ANGELES,90010,,,
346,COMPUTER LEARNING CENTERS INC,SAN JOSE,951131109,,,
347,COMPUTER LEARNING CENTERS INC OF ANAHEIM,ANAHEIM,92805,,,
348,CONTEMPO SCHOOL OF BEAUTY,INGLEWOOD,90301,,,
349,Western Beauty Institute,Panorama City,91402,,,
350,Contra Costa College,San Pablo,94806-3195,,,
351,Cosumnes River College,Sacramento,95823-5799,,,
352,BRYAN COLLEGE-SAN FRANCISCO,SAN FRANCISCO,94103,,,
353,Crafton Hills College,Yucaipa,92339-1799,,,
354,Cuesta College,San Luis Obispo,93403-8106,,,
355,Cuyamaca College,El Cajon,92019,,,
356,Marinello Schools of Beauty-Bell,Bell,90201,,,
357,Cypress College,Cypress,90630-5897,,,
358,D-Q UNIVERSITY,DAVIS,95617-040,,,
359,DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,INGLEWOOD,903014514,,,
360,De Anza College,Cupertino,95014,,,
361,DEEP SPRINGS COLLEGE,DYER,89010-9803,,,
362,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,,
363,College of the Desert,Palm Desert,92260,,,
364,Design Institute of San Diego,San Diego,92121,,,
365,DeVry University-California,Pomona,91768-2642,,,
366,Diablo Valley College,Pleasant Hill,94523,,,
367,Dominican University of California,San Rafael,94901-2298,,,
368,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
369,Don Bosco Technical Institute,Rosemead,91770-4299,,,
370,East Los Angeles College,Monterey Park,91754-6099,,,
371,EAST LOS ANGELES OCCUPATIONAL CENTER,LOS ANGELES,90033,,,
372,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,,
373,San Diego Continuing Education,San Diego,92113,,,
374,El Camino Community College District,Torrance,90506,,,
375,Elegance International,Hollywood,90028-6106,,,
376,Marinello Schools of Beauty-City of Industry,City of Industry,91748,,,
377,Marinello Schools of Beauty-Burbank,Burbank,91502,,,
378,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,,
379,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
380,Empire College,Santa Rosa,95403-2126,,,
381,Evergreen Valley College,San Jose,95135-1598,,,
382,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,,
383,Fashion Careers College,San Diego,921103555,,,
384,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,,
385,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,,
386,Feather River Community College District,Quincy,95971-9124,,,
387,Federico Beauty Institute,Sacramento,95834,,,
388,Fielding Graduate University,Santa Barbara,93105-3538,,,
389,Five Branches University,Santa Cruz,95062,,,
390,Foothill College,Los Altos Hills,94022,,,
391,Fredrick and Charles Beauty College,Eureka,95501,,,
392,Fresno City College,Fresno,93741,,,
393,Fresno Pacific University,Fresno,93702-4709,,,
394,Fuller Theological Seminary in California,Pasadena,91182,,,
395,Fullerton College,Fullerton,92832-2095,,,
396,Galen College of Medical and Dental Assistants,Modesto,95350,,,
397,Galen College of Medical and Dental Assistants,Clovis,93611-4002,,,
398,Galen College of Medical and Dental Assistants,Visalia,93277,,,
399,Gavilan College,Gilroy,95020,,,
400,Gemological Institute of America-Carlsbad,Carlsbad,92008,,,
401,Glendale Community College,Glendale,91208-2894,,,
402,Glendale Career College,Glendale,91203,,,
403,GOLDEN GATE UNIVERSITY-MONTEREY,Marina,93933,,,
404,Golden Gate University-San Francisco,San Francisco,94105-2968,,,
405,Golden West College,Huntington Beach,92647-2710,,,
406,Graduate Theological Union,Berkeley,94709,,,
407,Grossmont College,El Cajon,92020-1799,,,
408,Salon Success Academy-Riverside,Riverside,92506,,,
409,Hartnell College,Salinas,93901,,,
410,Harvey Mudd College,Claremont,91711,,,
411,Heald College-Rancho Cordova,Rancho Cordova,95670,,,
412,Heald College-Fresno,Fresno,93704,,,
413,HEALD COLLEGE-SANTA ROSA,SANTA ROSA,95403,,,
414,Heald College-San Jose,Milpitas,95035-8008,,,
415,Heald College-San Francisco,San Francisco,94103,,,
416,Heald College-Concord,Concord,94520-0522,,,
417,HEALD COLLEGE-MARTINEZ,Concord,94520,,,
418,Hilltop Beauty School,Daly City,94014,,,
419,Holy Names University,Oakland,94619-1699,,,
420,Humboldt State University,Arcata,95521-8299,,,
421,Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,,
422,HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,WESTMINSTER,92683,,,
423,HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,PASADENA,911097013,,,
424,Imperial Valley College,Imperial,92251-0158,,,
425,Institute for Business and Technology,Santa Clara,95051-1303,,,
426,LA College International,Los Angeles,900101308,,,
427,Interior Designers Institute,Newport Beach,92660,,,
428,INTERNATIONAL AIR ACADEMY,ONTARIO,91764-480,,,
429,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,,,
430,Irvine Valley College,Irvine,92618-0301,,,
431,ITT Technical Institute-National City,National City,91950,,,
432,ITT Technical Institute-San Dimas,San Dimas,91773,,,
433,ITT Technical Institute-Orange,Orange,92868,,,
434,Bellus Academy-El Cajon,El Cajon,92021,,,
435,Jesuit School of Theology of Santa Clara University,Berkeley,94709,,,
436,John F. Kennedy University,Pleasant Hill,94523-4817,,,
437,American Jewish University,Los Angeles,90077-1519,,,
438,Reedley College,Reedley,93654,,,
439,Life Pacific College,San Dimas,91773-3298,,,
440,Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,,,
441,University of La Verne,La Verne,91750-4401,,,
442,Laguna College of Art and Design,Laguna Beach,92651,,,
443,Lake Forest Beauty College,Lake Forest,92630-1624,,,
444,Lake Tahoe Community College,South Lake Tahoe,96150,,,
445,Lancaster Beauty School,Lancaster,93534,,,
446,Laney College,Oakland,94607,,,
447,Lassen Community College,Susanville,96130,,,
448,Life Chiropractic College West,Hayward,94545-2800,,,
449,La Sierra University,Riverside,92515-8247,,,
450,Loma Linda University,Loma Linda,92350,,,
451,Long Beach City College,Long Beach,90808-1706,,,
452,Southern California University of Health Sciences,Whittier,90604,,,
453,Los Angeles Harbor College,Wilmington,90744-2397,,,
454,Los Angeles Pierce College,Woodland Hills,91371-0002,,,
455,Los Angeles Southwest College,Los Angeles,90047-4899,,,
456,Los Angeles Trade Technical College,Los Angeles,90015-4181,,,
457,Los Angeles Valley College,Valley Glen,91401-4096,,,
458,The Master's University and Seminary,Santa Clarita,91321-1200,,,
459,Los Angeles City College,Los Angeles,90029,,,
460,Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,,,
461,Los Angeles Mission College,Sylmar,91342-3200,,,
462,Los Medanos College,Pittsburg,94565,,,
463,Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,,,
464,LOYOLA LAW SCHOOL,LOS ANGELES,90015-1211,,,
465,Loyola Marymount University,Los Angeles,90045-2659,,,
466,Manchester Beauty College,Fresno,93726,,,
467,Tulare Beauty College,Tulare,93274,,,
468,Lyles Fresno College of Beauty,Fresno,93710,,,
469,Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,,,
470,MTI Business College Inc,Stockton,95207-4349,,,
471,MTI College,Sacramento,95841-9817,,,
472,Brightwood College-Sacramento,Sacramento,95821,,,
473,Brightwood College-San Diego,San Diego,92123,,,
474,Brightwood College-Vista,Vista,92083-7736,,,
475,MARIN BEAUTY COLLEGE,SAN RAFAEL,94901,,,
476,College of Marin,Kentfield,94904-2590,,,
477,Marinello Schools of Beauty-Los Angeles,Los Angeles,90023,,,
478,Marinello School of Beauty,Inglewood,90301,,,
479,Marinello School of Beauty,Whittier,90601,,,
480,Marinello School of Beauty,Los Angeles,90041,,,
481,Marinello School of Beauty,Reseda,91335,,,
482,Marinello School of Beauty,North Hollywood,91606,,,
483,Marinello School of Beauty,Ontario,91764,,,
484,Marinello School of Beauty,San Diego,92126,,,
485,Marinello School of Beauty,San Bernardino,92410,,,
486,Marinello School of Beauty,West Covina,91790,,,
487,Marymount California University,Rancho Palos Verdes,90275-6299,,,
488,MASTERS INSTITUTE,SAN JOSE,95110,,,
489,UNIVERSITY OF THE PACIFIC-MCGEORGE SCHOOL OF LAW,SACRAMENTO,95817,,,
490,Mendocino College,Ukiah,95482,,,
491,Menlo College,Atherton,94027-4301,,,
492,Mennonite Brethren Biblical Seminary,Fresno,93727-5097,,,
493,Merced College,Merced,95348-2898,,,
494,Merritt College,Oakland,94619-3196,,,
495,Mills College,Oakland,94613,,,
496,MiraCosta College,Oceanside,92056-3899,,,
497,Marinello Schools of Beauty-San Francisco,San Francisco,94103,,,
498,Mission College,Santa Clara,95054-1897,,,
