,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
128,Mohave Community College,Kingman,86409-1238,,,
129,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,,
130,Mundus Institute,Phoenix,85015,,,
131,Dine College,Tsaile,86556,,,
132,Northern Arizona University,Flagstaff,86011-4092,,,
133,Northland Pioneer College,Holbrook,86025-0610,,,
134,Ottawa University-Phoenix,Phoenix,85021,,,
135,Empire Beauty School-Glendale,Glendale,85304,,,
136,Phoenix College,Phoenix,85013,,,
137,Cortiva Institute-Scottsdale,Scottsdale,85257,,,
138,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,,
139,Pima Community College,Tucson,85709-1275,,,
140,Pima Medical Institute-Tucson,Tucson,85716,,,
141,Pima Medical Institute-Albuquerque,Albuquerque,87110,,,
142,Prescott College,Prescott,86301,,,
143,Refrigeration School Inc,Phoenix,85034-1816,,,
144,Rio Salado College,Tempe,85281,,,
145,Roberto-Venn School of Luthiery,Phoenix,85007,,,
146,PARKS COLLEGE,TUCSON,85710,,,
147,Scottsdale Community College,Scottsdale,85256,,,
148,South Mountain Community College,Phoenix,85042,,,
149,Long Technical College-East Valley,Phoenix,85008-1716,,,
150,Arizona Christian University,Phoenix,85032-7097,,,
151,Tucson College,Tucson,85711,,,
152,Universal Technical Institute of Arizona Inc,Avondale,85323,,,
153,Metropolitan College,Phoenix,85008-6940,,,
154,Western International University,Tempe,85282,,,
155,Empire Beauty School-NW Phoenix,Phoenix,85051,,,
156,Yavapai College,Prescott,86301,,,
157,University of Arkansas at Little Rock,Little Rock,72204,,,
158,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,,
159,ABC Beauty College Inc,Arkadelphia,71923,,,
160,Arkansas Baptist College,Little Rock,72202-6068,,,
161,Arkansas Beauty School-Little Rock,Little Rock,72209,,,
162,Lyon College,Batesville,72501,,,
163,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,,
164,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,,
165,University of Arkansas,Fayetteville,72701,,,
166,University of Arkansas at Pine Bluff,Pine Bluff,71601,,,
167,Arkansas State University-Beebe,Beebe,72012-1000,,,
168,Arkansas State University-Main Campus,Jonesboro,72401,,,
169,Arkansas Tech University,Russellville,72801-2222,,,
170,ARKANSAS VALLEY TECHNICAL INSTITUTE,OZARK,72949,,,
171,University of Arkansas at Monticello,Monticello,71656,,,
172,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,,
173,Baptist Health College-Little Rock,Little Rock,72210-2820,,,
174,Bee Jays Academy,Batesville,72501,,,
175,Black River Technical College,Pocahontas,72455,,,
176,University of Central Arkansas,Conway,72035-0001,,,
177,Central Baptist College,Conway,72034,,,
178,Blytheville Academy of Cosmetology,Blytheville,72315,,,
179,Cossatot Community College of the University of Arkansas,De Queen,71832,,,
180,COTTON BOLL TECHNICAL INSTITUTE,BURDETTE,72321,,,
181,Crowley's Ridge College,Paragould,72450,,,
182,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,,
183,De Luxe Beauty School,Pine Bluff,71603-1666,,,
184,DELTA TECHNICAL INSTITUTE,MARKED TREE,72365,,,
185,East Arkansas Community College,Forrest City,72335-2204,,,
186,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,,
187,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,,
188,ARKANSAS STATE UNIVERSITY-SEARCY,SEARCY,72143,,,
189,FOREST ECHOES TECHNICAL INSTITUTE,CROSSETT,71635,,,
190,National Park College,Hot Springs,71913,,,
191,University of Arkansas Community College-Batesville,Batesville,72503-3350,,,
192,GREAT RIVERS TECHNICAL INSTITUTE,MCGEHEE,71654-0747,,,
193,Harding University Graduate School of Religion,Memphis,38117-5499,,,
194,Harding University,Searcy,72149-5615,,,
195,Henderson State University,Arkadelphia,71999-0001,,,
196,Hendrix College,Conway,72032-3080,,,
197,Hot Springs Beauty College,Hot Springs,71901,,,
198,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,,
199,John Brown University,Siloam Springs,72761,,,
200,Lees School of Cosmetology,North  Little Rock,72114-3800,,,
201,Career Academy of Hair Design,Springdale,72764-7128,,,
202,MARCEL-ROYALE BEAUTY ACADEMY,ROGERS,72756,,,
203,Marsha Kay Beauty College,Mountain Home,72653-3164,,,
204,Academy of Salon and Spa,Fort Smith,72901,,,
205,Arkansas State University Mid-South,West Memphis,72301-3829,,,
206,Arkansas Northeastern College,Blytheville,72316-1109,,,
207,New Tyler Barber College Inc,North Little Rock,72114-4973,,,
208,North Arkansas College,Harrison,72601-5508,,,
209,NORTHWEST ARKANSAS COLLEGE OF COSMETOLOGY,SILOAM SPRINGS,72761,,,
210,Northwest Technical Institute,Springdale,72764,,,
211,Ouachita Baptist University,Arkadelphia,71998-0001,,,
212,College of the Ouachitas,Malvern,72104-0816,,,
213,Ozarka College,Melbourne,72556-0010,,,
214,University of the Ozarks,Clarksville,72830,,,
215,University of Arkansas Community College-Morrilton,Morrilton,72110,,,
216,Philander Smith College,Little Rock,72202-3799,,,
217,Phillips Community College of the University of Arkansas,Helena,72342-0785,,,
218,Southeast Arkansas College,Pine Bluff,71603,,,
219,PROFESSIONAL BEAUTY COLLEGE INC,MONTICELLO,71655,,,
220,Professional Cosmetology Education Center,El Dorado,71730-4009,,,
221,Pulaski Technical College,North Little Rock,72118-3347,,,
222,QUAPAW TECHNICAL INSTITUTE,HOT SPRINGS,71913,,,
223,University of Arkansas Community College-Hope,Hope,71801,,,
224,Rich Mountain Community College,Mena,71953,,,
225,Paul Mitchell the School-Arkansas,Fayetteville,72703,,,
226,Searcy Beauty College,Searcy,72143,,,
227,Shorter College,N Little Rock,72114,,,
228,Williams Baptist College,Walnut Ridge,72476,,,
229,SOUTHERN INSTITUTE OF COSMETOLOGY,Memphis,38118,,,
230,REMINGTON COLLEGE,LITTLE ROCK,722093171,,,
231,South Arkansas Community College,El Dorado,71731-7010,,,
232,Southern Arkansas University Main Campus,Magnolia,71753,,,
233,Southern Arkansas University Tech,Camden,71701-1906,,,
234,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,,
235,Academy of Art University,San Francisco,94105,,,
236,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,,
237,Academy of Professional Careers,San Diego,92120,,,
238,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,,
239,Academy Pacific Travel College,Los Angeles,90028-5218,,,
240,Avalon School of Cosmetology-Alameda,Alameda,94501,,,
241,College of Alameda,Alameda,94501,,,
242,Allan Hancock College,Santa Maria,93454-6399,,,
243,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,,
244,American Baptist Seminary of the West,Berkeley,94704-3029,,,
245,American Film Institute Conservatory,Los Angeles,90027-1625,,,
246,American Beauty College,West Covina,91790,,,
247,American InterContinental University,Los Angeles,90066,,,
248,American Career College-Los Angeles,Los Angeles,90004,,,
249,American Conservatory Theater,San Francisco,94108-5834,,,
250,American River College,Sacramento,95841-4286,,,
251,Everest College-Hayward,Hayward,94541,,,
252,Antelope Valley College,Lancaster,93536-5426,,,
253,Art Center College of Design,Pasadena,91103,,,
254,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,,
255,Associated Technical College-San Diego,San Diego,92101,,,
256,Associated Technical College,Vista,92084,,,
257,Azusa Pacific University,Azusa,91702-7000,,,
258,Bakersfield College,Bakersfield,93305-1299,,,
259,Barstow Community College,Barstow,92311,,,
260,Bellus Academy-National City,National City,91950,,,
261,Bethany University,Scotts Valley,95066-2898,,,
262,Biola University,La Mirada,90639-0001,,,
263,BJORNS HAIRSTYLING ACADEMY,VALLEJO,94591,,,
264,Brooks College,Long Beach,90804,,,
265,Brooks Institute,Ventura,93001,,,
266,Brownson Technical School,Anaheim,92805,,,
267,Bryan University,Los Angeles,90010,,,
268,Butte College,Oroville,95965-8399,,,
269,Phillips Graduate University,Chatsworth,91311,,,
270,California Institute of Integral Studies,San Francisco,94103,,,
271,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,RIVERSIDE,92505,,,
272,Cabrillo College,Aptos,95003,,,
273,California Baptist University,Riverside,92504-3297,,,
274,California College of the Arts,San Francisco,94107-2247,,,
275,University of California-Hastings College of Law,San Francisco,94102-4978,,,
276,California Institute of Technology,Pasadena,91125,,,
277,California Lutheran University,Thousand Oaks,91360-2787,,,
278,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,,
279,Alliant International University,Fresno,93727,,,
280,Alliant International University,Alhambra,91803-1360,,,
281,Alliant International University-San Diego,San Diego,92131,,,
282,Alliant International University,San Francisco,94133-1221,,,
283,California State University-Bakersfield,Bakersfield,93311-1099,,,
284,California State University-Stanislaus,Turlock,95382-0299,,,
285,California State University-San Bernardino,San Bernardino,92407-2397,,,
286,California State Polytechnic University-Pomona,Pomona,91768,,,
287,California State University-Chico,Chico,95929-0150,,,
288,California State University-Dominguez Hills,Carson,90747-0005,,,
289,California State University-Fresno,Fresno,93740,,,
290,California State University-Fullerton,Fullerton,92831-3599,,,
291,California State University-East Bay,Hayward,94542,,,
292,California State University-Long Beach,Long Beach,90840-0115,,,
293,California State University-Los Angeles,Los Angeles,90032-8506,,,
294,California State University-Northridge,Northridge,91330,,,
295,California State University-Sacramento,Sacramento,95819-2694,,,
296,University of California-Berkeley,Berkeley,94720,,,
297,University of California-Davis,Davis,95616-8678,,,
298,University of California-Irvine,Irvine,92697,,,
299,University of California-Los Angeles,Los Angeles,90095-1405,,,
300,University of California-Riverside,Riverside,92521,,,
301,University of California-San Diego,La Jolla,92093,,,
302,University of California-San Francisco,San Francisco,94143-0244,,,
303,University of California-Santa Barbara,Santa Barbara,93106,,,
304,University of California-Santa Cruz,Santa Cruz,95064-1011,,,
305,Sofia University,Palo Alto,94303,,,
306,California Beauty School,Modesto,95354,,,
307,CALIFORNIA BUSINESS INSTITUTE,EL MONTE,91731,,,
308,California Christian College,Fresno,93727,,,
309,California College San Diego,San Diego,92111-1009,,,
310,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,VALLEJO,94590-6957,,,
311,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,,
312,California Hair Design Academy,La Mesa,91941-5055,,,
313,California Institute of the Arts,Valencia,91355-2397,,,
314,California State University Maritime Academy,Vallejo,94590,,,
315,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,LONG BEACH,90807-3377,,,
316,California Western School of Law,San Diego,92101-3046,,,
317,Canada College,Redwood City,94061-1099,,,
318,College of the Canyons,Santa Clarita,91355-1899,,,
319,Career Academy of Beauty,Garden Grove,92845,,,
320,Casa Loma College-Van Nuys,Van Nuys,91405,,,
321,CET-San Diego,San Diego,92102,,,
322,CET-Sobrato,San Jose,95110,,,
323,CET-El Centro,El Centro,92243,,,
324,CET-Colton,Colton,92324,,,
325,CET-Watsonville,Watsonville,95076,,,
326,CET-Gilroy,Gilroy,95020,,,
327,CET-Salinas,Salinas,93901,,,
328,Cerritos College,Norwalk,90650-6298,,,
329,Cerro Coso Community College,Ridgecrest,93555-9571,,,
330,Chabot College,Hayward,94545,,,
331,Chaffey College,Rancho Cucamonga,91737-3002,,,
332,Chapman University,Orange,92866,,,
333,Charles R Drew University of Medicine and Science,Los Angeles,90059,,,
334,Concordia University-Irvine,Irvine,92612-3203,,,
335,San Diego Christian College,Santee,92071,,,
336,Church Divinity School of the Pacific,Berkeley,94709-1211,,,
337,Citrus College,Glendora,91741-1899,,,
338,City College of San Francisco,San Francisco,94112-1898,,,
339,Claremont Graduate University,Claremont,91711-6160,,,
340,Claremont McKenna College,Claremont,91711-6400,,,
341,Milan Institute-Visalia,Visalia,93277,,,
342,Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,,
343,Clovis Adult Education,Clovis,93611,,,
344,Coastline Community College,Fountain Valley,92708-2597,,,
345,Cogswell College,San Jose,95134,,,
346,Coleman University,San Diego,92123-1506,,,
347,Coba Cosmetology Academy,Orange,92866,,,
348,National Polytechnic College of Science,Wilmington,90744-6399,,,
349,Western University of Health Sciences,Pomona,91766-1854,,,
350,Columbia College,Sonora,95370,,,
351,Columbia College-Hollywood,Tarzana,91356-1411,,,
352,El Camino College-Compton Center,Compton,90221-5393,,,
353,COMPUTER LEARNING CENTERS INC,LOS ANGELES,90010,,,
354,COMPUTER LEARNING CENTERS INC,SAN JOSE,951131109,,,
355,COMPUTER LEARNING CENTERS INC OF ANAHEIM,ANAHEIM,92805,,,
356,CONTEMPO SCHOOL OF BEAUTY,INGLEWOOD,90301,,,
357,Western Beauty Institute,Panorama City,91402,,,
358,Contra Costa College,San Pablo,94806-3195,,,
359,Cosumnes River College,Sacramento,95823-5799,,,
360,BRYAN COLLEGE-SAN FRANCISCO,SAN FRANCISCO,94103,,,
361,Crafton Hills College,Yucaipa,92339-1799,,,
362,Cuesta College,San Luis Obispo,93403-8106,,,
363,Cuyamaca College,El Cajon,92019,,,
364,Marinello Schools of Beauty-Bell,Bell,90201,,,
365,Cypress College,Cypress,90630-5897,,,
366,D-Q UNIVERSITY,DAVIS,95617-040,,,
367,DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,INGLEWOOD,903014514,,,
368,De Anza College,Cupertino,95014,,,
369,DEEP SPRINGS COLLEGE,DYER,89010-9803,,,
370,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,,
371,College of the Desert,Palm Desert,92260,,,
372,Design Institute of San Diego,San Diego,92121,,,
373,DeVry University-California,Pomona,91768-2642,,,
374,Diablo Valley College,Pleasant Hill,94523,,,
375,Dominican University of California,San Rafael,94901-2298,,,
376,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
377,Don Bosco Technical Institute,Rosemead,91770-4299,,,
378,DONS BEAUTY COLLEGE,SAN MATEO,94401,,,
379,East Los Angeles College,Monterey Park,91754-6099,,,
380,EAST LOS ANGELES OCCUPATIONAL CENTER,LOS ANGELES,90033,,,
381,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,,
382,San Diego Continuing Education,San Diego,92113,,,
383,El Camino Community College District,Torrance,90506,,,
384,Elegance International,Hollywood,90028-6106,,,
385,Marinello Schools of Beauty-City of Industry,City of Industry,91748,,,
386,Marinello Schools of Beauty-Burbank,Burbank,91502,,,
387,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,,
388,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
389,Empire College,Santa Rosa,95403-2126,,,
390,Evergreen Valley College,San Jose,95135-1598,,,
391,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,,
392,Fashion Careers College,San Diego,921103555,,,
393,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,,
394,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,,
395,Feather River Community College District,Quincy,95971-9124,,,
396,Federico Beauty Institute,Sacramento,95834,,,
397,Fielding Graduate University,Santa Barbara,93105-3538,,,
398,Five Branches University,Santa Cruz,95062,,,
399,Foothill College,Los Altos Hills,94022,,,
400,Fredrick and Charles Beauty College,Eureka,95501,,,
401,Fresno City College,Fresno,93741,,,
402,Fresno Pacific University,Fresno,93702-4709,,,
403,Fuller Theological Seminary in California,Pasadena,91182,,,
404,Fullerton College,Fullerton,92832-2095,,,
405,Galen College of Medical and Dental Assistants,Modesto,95350,,,
406,Galen College of Medical and Dental Assistants,Clovis,93611-4002,,,
407,Galen College of Medical and Dental Assistants,Visalia,93277,,,
408,Gavilan College,Gilroy,95020,,,
409,Gemological Institute of America-Carlsbad,Carlsbad,92008,,,
410,Glendale Community College,Glendale,91208-2894,,,
411,Glendale Career College,Glendale,91203,,,
412,Golden Gate Baptist Theological Seminary,Mill Valley,94941-3197,,,
413,GOLDEN GATE UNIVERSITY-MONTEREY,Marina,93933,,,
414,Golden Gate University-San Francisco,San Francisco,94105-2968,,,
415,Golden West College,Huntington Beach,92647-2710,,,
416,Graduate Theological Union,Berkeley,94709,,,
417,Grossmont College,El Cajon,92020-1799,,,
418,Salon Success Academy-Riverside,Riverside,92506,,,
419,Hartnell College,Salinas,93901,,,
420,Harvey Mudd College,Claremont,91711,,,
421,HEALD COLLEGE SCHOOL OF BUSINESS AND TECH-HAYWARD,HAYWARD,94545,,,
422,HEALD COLLEGE SCHOOL OF BUSINESS-OAKLAND,OAKLAND,94607,,,
423,HEALD COLLEGE SCHOOL OF TECHNOLOGY-SAN FRANCISCO,SAN FRANCISCO,94134,,,
424,Heald College-Rancho Cordova,Rancho Cordova,95670,,,
425,Heald College-Fresno,Fresno,93704,,,
426,HEALD COLLEGE-SANTA ROSA,SANTA ROSA,95403,,,
427,Heald College-San Jose,Milpitas,95035-8008,,,
428,Heald College-San Francisco,San Francisco,94103,,,
429,Heald College-Concord,Concord,94520-0522,,,
430,HEALD COLLEGE-MARTINEZ,Concord,94520,,,
431,Hilltop Beauty School,Daly City,94014,,,
432,Holy Names University,Oakland,94619-1699,,,
433,Humboldt State University,Arcata,95521-8299,,,
434,Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,,
435,HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,WESTMINSTER,92683,,,
436,HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,PASADENA,911097013,,,
437,Imperial Valley College,Imperial,92251-0158,,,
438,Institute for Business and Technology,Santa Clara,95051-1303,,,
439,INSTITUTE FOR CREATION RESEARCH,SANTEE,92071,,,
440,LA College International,Los Angeles,900101308,,,
441,Interior Designers Institute,Newport Beach,92660,,,
442,INTERNATIONAL AIR ACADEMY,ONTARIO,91764-480,,,
443,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,,,
444,Irvine Valley College,Irvine,92618-0301,,,
445,ITT Technical Institute-National City,National City,91950,,,
446,ITT Technical Institute-San Dimas,San Dimas,91773,,,
447,ITT Technical Institute-Orange,Orange,92868,,,
448,Bellus Academy-El Cajon,El Cajon,92021,,,
449,Jesuit School of Theology of Santa Clara University,Berkeley,94709,,,
450,John F. Kennedy University,Pleasant Hill,94523-4817,,,
451,American Jewish University,Los Angeles,90077-1519,,,
452,Reedley College,Reedley,93654,,,
453,Life Pacific College,San Dimas,91773-3298,,,
454,Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,,,
455,University of La Verne,La Verne,91750-4401,,,
456,Laguna College of Art and Design,Laguna Beach,92651,,,
457,Lake Tahoe Community College,South Lake Tahoe,96150,,,
458,Lancaster Beauty School,Lancaster,93534,,,
459,Laney College,Oakland,94607,,,
460,Lassen Community College,Susanville,96130,,,
461,Life Chiropractic College West,Hayward,94545-2800,,,
462,La Sierra University,Riverside,92515-8247,,,
463,Loma Linda University,Loma Linda,92350,,,
464,Long Beach City College,Long Beach,90808-1706,,,
465,Southern California University of Health Sciences,Whittier,90604,,,
466,Los Angeles Harbor College,Wilmington,90744-2397,,,
467,Los Angeles Pierce College,Woodland Hills,91371-0002,,,
468,Los Angeles Southwest College,Los Angeles,90047-4899,,,
469,Los Angeles Trade Technical College,Los Angeles,90015-4181,,,
470,Los Angeles Valley College,Valley Glen,91401-4096,,,
471,The Master's University and Seminary,Santa Clarita,91321-1200,,,
472,Los Angeles City College,Los Angeles,90029,,,
473,Harbor-UCLA Medical Center,Torrance,90509-2910,,,
474,Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,,,
475,Los Angeles Mission College,Sylmar,91342-3200,,,
476,Los Medanos College,Pittsburg,94565,,,
477,Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,,,
478,LOYOLA LAW SCHOOL,LOS ANGELES,90015-1211,,,
479,Loyola Marymount University,Los Angeles,90045-2659,,,
480,Manchester Beauty College,Fresno,93726,,,
481,Tulare Beauty College,Tulare,93274,,,
482,Lyles Fresno College of Beauty,Fresno,93710,,,
483,Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,,,
484,MTI Business College Inc,Stockton,95207-4349,,,
485,MTI College,Sacramento,95841-9817,,,
486,Brightwood College-Sacramento,Sacramento,95821,,,
487,Brightwood College-San Diego,San Diego,92123,,,
488,Brightwood College-Vista,Vista,92083-7736,,,
489,MARIN BEAUTY COLLEGE,SAN RAFAEL,94901,,,
490,College of Marin,Kentfield,94904-2590,,,
491,Marinello Schools of Beauty-Los Angeles,Los Angeles,90023,,,
492,Marinello School of Beauty,Inglewood,90301,,,
493,Marinello School of Beauty,Whittier,90601,,,
