,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
50,Oakwood University,Huntsville,35896,,,
51,Alabama Southern Community College,Monroeville,36460,,,
52,Prince Institute-Southeast,Elmhurst,60126,,,
53,Reid State Technical College,Evergreen,36401,,,
54,Bishop State Community College,Mobile,36603-5898,,,
55,Samford University,Birmingham,35229-2240,,,
56,Shelton State Community College,Tuscaloosa,35405-8522,,,
57,Snead State Community College,Boaz,35957-0734,,,
58,University of South Alabama,Mobile,36688-0002,,,
59,UNIVERSITY OF SOUTH ALABAMA-BALDWIN,FAIRHOPE,36532-2520,,,
60,Southern Community College,Tuskegee,36083-0688,,,
61,Spring Hill College,Mobile,36608-1791,,,
62,Southeastern Bible College,Birmingham,35244-2083,,,
63,Stillman College,Tuscaloosa,35401,,,
64,Talladega College,Talladega,35160,,,
65,H Councill Trenholm State Community College,Montgomery,36108-3199,,,
66,Troy State University-Dothan Campus,Dothan,36304,,,
67,TROY STATE UNIVERSITY-PHENIX CITY,PHENIX CITY,36869,,,
68,Troy State University-Montgomery,Montgomery,36103-4419,,,
69,Troy University,Troy,36082-0001,,,
70,Tuskegee University,Tuskegee,36088-1920,,,
71,United States Sports Academy,Daphne,36526-7055,,,
72,Bevill State Community College,Jasper,35501,,,
73,University of Alaska Anchorage,Anchorage,99508,,,
74,University of Alaska Fairbanks,Fairbanks,99775-7500,,,
75,University of Alaska Southeast,Juneau,99801-8697,,,
76,Alaska Pacific University,Anchorage,99508,,,
77,AVTEC-Alaska's Institute of Technology,Seward,99664-0889,,,
78,Charter College,Vancouver,98683-7575,,,
79,NEW CONCEPTS BEAUTY SCHOOL INC,FAIRBANKS,99709-3549,,,
80,Prince William Sound Community College,Valdez,99686-0097,,,
81,Sheldon Jackson College,Sitka,99835-7699,,,
82,Alaska Career College,Anchorage,99507-1033,,,
83,Everest College-Phoenix,Phoenix,85021-1641,,,
84,Collins College,Phoenix,85040,,,
85,Empire Beauty School-Paradise Valley,Phoenix,85032,,,
86,Empire Beauty School-Tucson,Tucson,85716,,,
87,Thunderbird School of Global Management,Glendale,85306-6000,,,
88,American Indian College Inc,Phoenix,85021,,,
89,American Institute of Trucking,Phoenix,85043-4729,,,
90,Carrington College-Phoenix North,Phoenix,85051-4063,,,
91,Carrington College-Mesa,Mesa,85210,,,
92,Carrington College-Tucson,Tucson,85745,,,
93,CollegeAmerica-Flagstaff,Flagstaff,86001,,,
94,Arizona Academy of Beauty-East,Tucson,85712,,,
95,Arizona Automotive Institute,Glendale,85301-3579,,,
96,Brookline College-Phoenix,Phoenix,85021,,,
97,Arizona State University-Tempe,Tempe,85287,,,
98,Arizona Western College,Yuma,85365-8834,,,
99,University of Arizona,Tucson,85721-0066,,,
100,Southwest University of Visual Arts-Tucson,Tucson,85716,,,
101,Brillare Hairdressing Academy,Scottsdale,85254,,,
102,Central Arizona College,Coolidge,85128-9030,,,
103,Brown Mackie College-Tucson,Tucson,85712,,,
104,Charles of Italy Beauty College,Lake Havasu City,86403,,,
105,Cochise County Community College District,Douglas,85607-6190,,,
106,Empire Beauty School-Flagstaff,Flagstaff,86004,,,
107,Empire Beauty School-Chandler,Chandler,85224,,,
108,Cortiva Institute-Tucson,Tucson,85710,,,
109,DeVoe College of Beauty,Sierra Vista,85635-1832,,,
110,DeVry University-Arizona,Phoenix,85021-2995,,,
111,Avalon School of Cosmetology-Mesa,Mesa,85210,,,
112,Eastern Arizona College,Thatcher,85552-0769,,,
113,Glendale Community College,Glendale,85302,,,
114,Grand Canyon University,Phoenix,85017,,,
115,Anthem College-Phoenix,Phoenix,85014,,,
116,International Academy of Hair Design,Tempe,85282-6730,,,
117,Lamson College,Tempe,85284,,,
118,Kaplan College-Phoenix,Phoenix,85029,,,
119,Maricopa Beauty College LLC,Avondale,85323,,,
120,GateWay Community College,Phoenix,85034,,,
121,Mesa Community College,Mesa,85202,,,
122,ITT Technical Institute-Tucson,Tucson,85704-5829,,,
123,ITT Technical Institute-Tempe,Tempe,85282,,,
124,Mohave Community College,Kingman,86409-1238,,,
125,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,,
126,Mundus Institute,Phoenix,85015,,,
127,Dine College,Tsaile,86556,,,
128,Northern Arizona University,Flagstaff,86011-4092,,,
129,Northland Pioneer College,Holbrook,86025-0610,,,
130,Ottawa University-Phoenix,Phoenix,85021,,,
131,Empire Beauty School-Glendale,Glendale,85304,,,
132,Phoenix College,Phoenix,85013,,,
133,Cortiva Institute-Scottsdale,Scottsdale,85257,,,
134,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,,
135,Pima Community College,Tucson,85709-1275,,,
136,Pima Medical Institute-Tucson,Tucson,85716,,,
137,Pima Medical Institute-Albuquerque,Albuquerque,87110,,,
138,Prescott College,Prescott,86301,,,
139,Refrigeration School Inc,Phoenix,85034-1816,,,
140,Rio Salado College,Tempe,85281,,,
141,Roberto-Venn School of Luthiery,Phoenix,85007,,,
142,Scottsdale Community College,Scottsdale,85256,,,
143,South Mountain Community College,Phoenix,85042,,,
144,Long Technical College-East Valley,Phoenix,85008-1716,,,
145,Arizona Christian University,Phoenix,85032-7097,,,
146,Tucson College,Tucson,85711,,,
147,Universal Technical Institute of Arizona Inc,Avondale,85323,,,
148,Metropolitan College,Phoenix,85008-6940,,,
149,Western International University,Tempe,85282,,,
150,Empire Beauty School-NW Phoenix,Phoenix,85051,,,
151,Yavapai College,Prescott,86301,,,
152,University of Arkansas at Little Rock,Little Rock,72204,,,
153,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,,
154,ABC Beauty College Inc,Arkadelphia,71923,,,
155,Arkansas Baptist College,Little Rock,72202-6068,,,
156,Arkansas Beauty School-Little Rock,Little Rock,72209,,,
157,Lyon College,Batesville,72501,,,
158,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,,
159,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,,
160,University of Arkansas,Fayetteville,72701,,,
161,University of Arkansas at Pine Bluff,Pine Bluff,71601,,,
162,Arkansas State University-Beebe,Beebe,72012-1000,,,
163,Arkansas State University-Main Campus,Jonesboro,72401,,,
164,Arkansas Tech University,Russellville,72801-2222,,,
165,ARKANSAS VALLEY TECHNICAL INSTITUTE,OZARK,72949,,,
166,University of Arkansas at Monticello,Monticello,71656,,,
167,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,,
168,Baptist Health College-Little Rock,Little Rock,72210-2820,,,
169,Bee Jays Academy,Batesville,72501,,,
170,Black River Technical College,Pocahontas,72455,,,
171,University of Central Arkansas,Conway,72035-0001,,,
172,Central Baptist College,Conway,72034,,,
173,Blytheville Academy of Cosmetology,Blytheville,72315,,,
174,Cossatot Community College of the University of Arkansas,De Queen,71832,,,
175,COTTON BOLL TECHNICAL INSTITUTE,BURDETTE,72321,,,
176,Crowley's Ridge College,Paragould,72450,,,
177,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,,
178,De Luxe Beauty School,Pine Bluff,71603-1666,,,
179,DELTA TECHNICAL INSTITUTE,MARKED TREE,72365,,,
180,East Arkansas Community College,Forrest City,72335-2204,,,
181,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,,
182,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,,
183,ARKANSAS STATE UNIVERSITY-SEARCY,SEARCY,72143,,,
184,FOREST ECHOES TECHNICAL INSTITUTE,CROSSETT,71635,,,
185,National Park College,Hot Springs,71913,,,
186,University of Arkansas Community College-Batesville,Batesville,72503-3350,,,
187,GREAT RIVERS TECHNICAL INSTITUTE,MCGEHEE,71654-0747,,,
188,Harding University Graduate School of Religion,Memphis,38117-5499,,,
189,Harding University,Searcy,72149-5615,,,
190,Henderson State University,Arkadelphia,71999-0001,,,
191,Hendrix College,Conway,72032-3080,,,
192,Hot Springs Beauty College,Hot Springs,71901,,,
193,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,,
194,John Brown University,Siloam Springs,72761,,,
195,Lees School of Cosmetology,North  Little Rock,72114-3800,,,
196,Career Academy of Hair Design,Springdale,72764-7128,,,
197,MARCEL-ROYALE BEAUTY ACADEMY,ROGERS,72756,,,
198,Marsha Kay Beauty College,Mountain Home,72653-3164,,,
199,Academy of Salon and Spa,Fort Smith,72901,,,
200,Arkansas State University Mid-South,West Memphis,72301-3829,,,
201,Arkansas Northeastern College,Blytheville,72316-1109,,,
202,New Tyler Barber College Inc,North Little Rock,72114-4973,,,
203,North Arkansas College,Harrison,72601-5508,,,
204,Northwest Technical Institute,Springdale,72764,,,
205,Ouachita Baptist University,Arkadelphia,71998-0001,,,
206,College of the Ouachitas,Malvern,72104-0816,,,
207,Ozarka College,Melbourne,72556-0010,,,
208,University of the Ozarks,Clarksville,72830,,,
209,University of Arkansas Community College-Morrilton,Morrilton,72110,,,
210,Philander Smith College,Little Rock,72202-3799,,,
211,Phillips Community College of the University of Arkansas,Helena,72342-0785,,,
212,Southeast Arkansas College,Pine Bluff,71603,,,
213,PROFESSIONAL BEAUTY COLLEGE INC,MONTICELLO,71655,,,
214,Professional Cosmetology Education Center,El Dorado,71730-4009,,,
215,Pulaski Technical College,North Little Rock,72118-3347,,,
216,QUAPAW TECHNICAL INSTITUTE,HOT SPRINGS,71913,,,
217,University of Arkansas Community College-Hope,Hope,71801,,,
218,Rich Mountain Community College,Mena,71953,,,
219,Paul Mitchell the School-Arkansas,Fayetteville,72703,,,
220,Searcy Beauty College,Searcy,72143,,,
221,Williams Baptist College,Walnut Ridge,72476,,,
222,SOUTHERN INSTITUTE OF COSMETOLOGY,Memphis,38118,,,
223,South Arkansas Community College,El Dorado,71731-7010,,,
224,Southern Arkansas University Main Campus,Magnolia,71753,,,
225,Southern Arkansas University Tech,Camden,71701-1906,,,
226,Velvatex College of Beauty Culture,Little Rock,72202-5452,,,
227,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,,
228,Academy of Art University,San Francisco,94105,,,
229,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,,
230,Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
231,Academy of Professional Careers,San Diego,92120,,,
232,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,,
233,Academy Pacific Travel College,Los Angeles,90028-5218,,,
234,Avalon School of Cosmetology-Alameda,Alameda,94501,,,
235,College of Alameda,Alameda,94501,,,
236,Allan Hancock College,Santa Maria,93454-6399,,,
237,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,,
238,American Baptist Seminary of the West,Berkeley,94704-3029,,,
239,American Film Institute Conservatory,Los Angeles,90027-1625,,,
240,American Beauty College,West Covina,91790,,,
241,American InterContinental University,Los Angeles,90066,,,
242,American Career College-Los Angeles,Los Angeles,90004,,,
243,American Conservatory Theater,San Francisco,94108-5834,,,
244,American River College,Sacramento,95841-4286,,,
245,Everest College-Hayward,Hayward,94541,,,
246,Antelope Valley College,Lancaster,93536-5426,,,
247,Art Center College of Design,Pasadena,91103,,,
248,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,,
249,Associated Technical College-San Diego,San Diego,92101,,,
250,Associated Technical College,Vista,92084,,,
251,Azusa Pacific University,Azusa,91702-7000,,,
252,Bakersfield College,Bakersfield,93305-1299,,,
253,Barstow Community College,Barstow,92311,,,
254,Bellus Academy-National City,National City,91950,,,
255,Bethany University,Scotts Valley,95066-2898,,,
256,Biola University,La Mirada,90639-0001,,,
257,Brooks College,Long Beach,90804,,,
258,Brooks Institute,Ventura,93001,,,
259,Brownson Technical School,Anaheim,92805,,,
260,Bryan University,Los Angeles,90010,,,
261,Butte College,Oroville,95965-8399,,,
262,Phillips Graduate University,Chatsworth,91311,,,
263,California Institute of Integral Studies,San Francisco,94103,,,
264,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,RIVERSIDE,92505,,,
265,Cabrillo College,Aptos,95003,,,
266,California Baptist University,Riverside,92504-3297,,,
267,California College of the Arts,San Francisco,94107-2247,,,
268,University of California-Hastings College of Law,San Francisco,94102-4978,,,
269,California Institute of Technology,Pasadena,91125,,,
270,California Lutheran University,Thousand Oaks,91360-2787,,,
271,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,,
272,Alliant International University,Fresno,93727,,,
273,Alliant International University,Alhambra,91803-1360,,,
274,Alliant International University-San Diego,San Diego,92131,,,
275,Alliant International University,San Francisco,94133-1221,,,
276,California State University-Bakersfield,Bakersfield,93311-1099,,,
277,California State University-Stanislaus,Turlock,95382-0299,,,
278,California State University-San Bernardino,San Bernardino,92407-2397,,,
279,California State Polytechnic University-Pomona,Pomona,91768,,,
280,California State University-Chico,Chico,95929-0150,,,
281,California State University-Dominguez Hills,Carson,90747-0005,,,
282,California State University-Fresno,Fresno,93740,,,
283,California State University-Fullerton,Fullerton,92831-3599,,,
284,California State University-East Bay,Hayward,94542,,,
285,California State University-Long Beach,Long Beach,90840-0115,,,
286,California State University-Los Angeles,Los Angeles,90032-8506,,,
287,California State University-Northridge,Northridge,91330,,,
288,California State University-Sacramento,Sacramento,95819-2694,,,
289,University of California-Berkeley,Berkeley,94720,,,
290,University of California-Davis,Davis,95616-8678,,,
291,University of California-Irvine,Irvine,92697,,,
292,University of California-Los Angeles,Los Angeles,90095-1405,,,
293,University of California-Riverside,Riverside,92521,,,
294,University of California-San Diego,La Jolla,92093,,,
295,University of California-San Francisco,San Francisco,94143-0244,,,
296,University of California-Santa Barbara,Santa Barbara,93106,,,
297,University of California-Santa Cruz,Santa Cruz,95064-1011,,,
298,Sofia University,Palo Alto,94303,,,
299,California Beauty School,Modesto,95354,,,
300,CALIFORNIA BUSINESS INSTITUTE,EL MONTE,91731,,,
301,California Christian College,Fresno,93727,,,
302,California College San Diego,San Diego,92111-1009,,,
303,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,VALLEJO,94590-6957,,,
304,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,,
305,California Hair Design Academy,La Mesa,91941-5055,,,
306,California Institute of the Arts,Valencia,91355-2397,,,
307,California State University Maritime Academy,Vallejo,94590,,,
308,CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,LONG BEACH,90807-3377,,,
309,California Western School of Law,San Diego,92101-3046,,,
310,Canada College,Redwood City,94061-1099,,,
311,College of the Canyons,Santa Clarita,91355-1899,,,
312,Career Academy of Beauty,Garden Grove,92845,,,
313,Casa Loma College-Van Nuys,Van Nuys,91405,,,
314,Cerritos College,Norwalk,90650-6298,,,
315,Cerro Coso Community College,Ridgecrest,93555-9571,,,
316,Chabot College,Hayward,94545,,,
317,Chaffey College,Rancho Cucamonga,91737-3002,,,
318,Chapman University,Orange,92866,,,
319,Charles R Drew University of Medicine and Science,Los Angeles,90059,,,
320,Concordia University-Irvine,Irvine,92612-3203,,,
321,San Diego Christian College,Santee,92071,,,
322,Church Divinity School of the Pacific,Berkeley,94709-1211,,,
323,Citrus College,Glendora,91741-1899,,,
324,City College of San Francisco,San Francisco,94112-1898,,,
325,Claremont Graduate University,Claremont,91711-6160,,,
326,Claremont McKenna College,Claremont,91711-6400,,,
327,Milan Institute-Visalia,Visalia,93277,,,
328,Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,,
329,Clovis Adult Education,Clovis,93611,,,
330,Coastline Community College,Fountain Valley,92708-2597,,,
331,Cogswell College,San Jose,95134,,,
332,Coleman University,San Diego,92123-1506,,,
333,Coba Cosmetology Academy,Orange,92866,,,
334,National Polytechnic College of Science,Wilmington,90744-6399,,,
335,Western University of Health Sciences,Pomona,91766-1854,,,
336,Columbia College,Sonora,95370,,,
337,Columbia College-Hollywood,Tarzana,91356-1411,,,
338,El Camino College-Compton Center,Compton,90221-5393,,,
339,COMPUTER LEARNING CENTERS INC,LOS ANGELES,90010,,,
340,COMPUTER LEARNING CENTERS INC,SAN JOSE,951131109,,,
341,COMPUTER LEARNING CENTERS INC OF ANAHEIM,ANAHEIM,92805,,,
342,CONTEMPO SCHOOL OF BEAUTY,INGLEWOOD,90301,,,
343,Western Beauty Institute,Panorama City,91402,,,
344,Contra Costa College,San Pablo,94806-3195,,,
345,Cosumnes River College,Sacramento,95823-5799,,,
346,BRYAN COLLEGE-SAN FRANCISCO,SAN FRANCISCO,94103,,,
347,Crafton Hills College,Yucaipa,92339-1799,,,
348,Cuesta College,San Luis Obispo,93403-8106,,,
349,Cuyamaca College,El Cajon,92019,,,
350,Marinello Schools of Beauty-Bell,Bell,90201,,,
351,Cypress College,Cypress,90630-5897,,,
352,D-Q UNIVERSITY,DAVIS,95617-040,,,
353,DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,INGLEWOOD,903014514,,,
354,De Anza College,Cupertino,95014,,,
355,DEEP SPRINGS COLLEGE,DYER,89010-9803,,,
356,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,,
357,College of the Desert,Palm Desert,92260,,,
358,Design Institute of San Diego,San Diego,92121,,,
359,DeVry University-California,Pomona,91768-2642,,,
360,Diablo Valley College,Pleasant Hill,94523,,,
361,Dominican University of California,San Rafael,94901-2298,,,
362,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
363,Don Bosco Technical Institute,Rosemead,91770-4299,,,
364,East Los Angeles College,Monterey Park,91754-6099,,,
365,EAST LOS ANGELES OCCUPATIONAL CENTER,LOS ANGELES,90033,,,
366,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,,
367,San Diego Continuing Education,San Diego,92113,,,
368,El Camino Community College District,Torrance,90506,,,
369,Marinello Schools of Beauty-City of Industry,City of Industry,91748,,,
370,Marinello Schools of Beauty-Burbank,Burbank,91502,,,
371,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,,
372,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
373,Empire College,Santa Rosa,95403-2126,,,
374,Evergreen Valley College,San Jose,95135-1598,,,
375,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,,
376,Fashion Careers College,San Diego,921103555,,,
377,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,,
378,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,,
379,Feather River Community College District,Quincy,95971-9124,,,
380,Federico Beauty Institute,Sacramento,95834,,,
381,Fielding Graduate University,Santa Barbara,93105-3538,,,
382,Five Branches University,Santa Cruz,95062,,,
383,Foothill College,Los Altos Hills,94022,,,
384,Fredrick and Charles Beauty College,Eureka,95501,,,
385,Fresno City College,Fresno,93741,,,
386,Fresno Pacific University,Fresno,93702-4709,,,
387,Fuller Theological Seminary in California,Pasadena,91182,,,
388,Fullerton College,Fullerton,92832-2095,,,
389,Galen College of Medical and Dental Assistants,Modesto,95350,,,
390,Galen College of Medical and Dental Assistants,Clovis,93611-4002,,,
391,Galen College of Medical and Dental Assistants,Visalia,93277,,,
392,Gavilan College,Gilroy,95020,,,
393,Gemological Institute of America-Carlsbad,Carlsbad,92008,,,
394,Glendale Community College,Glendale,91208-2894,,,
395,Glendale Career College,Glendale,91203,,,
396,GOLDEN GATE UNIVERSITY-MONTEREY,Marina,93933,,,
397,Golden Gate University-San Francisco,San Francisco,94105-2968,,,
398,Golden West College,Huntington Beach,92647-2710,,,
399,Graduate Theological Union,Berkeley,94709,,,
400,Grossmont College,El Cajon,92020-1799,,,
401,Salon Success Academy-Riverside,Riverside,92506,,,
402,Harbor Occupational Center,San Pedro,90731,,,
403,Hartnell College,Salinas,93901,,,
404,Harvey Mudd College,Claremont,91711,,,
405,Heald College-Rancho Cordova,Rancho Cordova,95670,,,
406,Heald College-Fresno,Fresno,93704,,,
407,HEALD COLLEGE-SANTA ROSA,SANTA ROSA,95403,,,
408,Heald College-San Jose,Milpitas,95035-8008,,,
409,Heald College-San Francisco,San Francisco,94103,,,
410,Heald College-Concord,Concord,94520-0522,,,
411,HEALD COLLEGE-MARTINEZ,Concord,94520,,,
412,Hilltop Beauty School,Daly City,94014,,,
413,Holy Names University,Oakland,94619-1699,,,
414,Pacifica Graduate Institute,Carpinteria,93013,,,
415,Humboldt State University,Arcata,95521-8299,,,
416,Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,,
417,HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,WESTMINSTER,92683,,,
418,HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,PASADENA,911097013,,,
419,Imperial Valley College,Imperial,92251-0158,,,
420,Institute for Business and Technology,Santa Clara,95051-1303,,,
421,LA College International,Los Angeles,900101308,,,
422,Interior Designers Institute,Newport Beach,92660,,,
423,INTERNATIONAL AIR ACADEMY,ONTARIO,91764-480,,,
424,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,,,
425,Irvine Valley College,Irvine,92618-0301,,,
426,ITT Technical Institute-National City,National City,91950,,,
427,ITT Technical Institute-San Dimas,San Dimas,91773,,,
428,ITT Technical Institute-Orange,Orange,92868,,,
429,Bellus Academy-El Cajon,El Cajon,92021,,,
430,Jesuit School of Theology of Santa Clara University,Berkeley,94709,,,
431,John F. Kennedy University,Pleasant Hill,94523-4817,,,
432,American Jewish University,Los Angeles,90077-1519,,,
433,Reedley College,Reedley,93654,,,
434,Life Pacific College,San Dimas,91773-3298,,,
435,Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,,,
436,University of La Verne,La Verne,91750-4401,,,
437,Laguna College of Art and Design,Laguna Beach,92651,,,
438,Lake Forest Beauty College,Lake Forest,92630-1624,,,
439,Lake Tahoe Community College,South Lake Tahoe,96150,,,
440,Lancaster Beauty School,Lancaster,93534,,,
441,Laney College,Oakland,94607,,,
442,Lassen Community College,Susanville,96130,,,
443,Life Chiropractic College West,Hayward,94545-2800,,,
444,Southern California Seminary,El Cajon,92019-1108,,,
445,La Sierra University,Riverside,92515-8247,,,
446,Loma Linda University,Loma Linda,92350,,,
447,Long Beach City College,Long Beach,90808-1706,,,
448,Southern California University of Health Sciences,Whittier,90604,,,
449,Los Angeles Harbor College,Wilmington,90744-2397,,,
450,Los Angeles Pierce College,Woodland Hills,91371-0002,,,
451,Los Angeles Southwest College,Los Angeles,90047-4899,,,
452,Los Angeles Trade Technical College,Los Angeles,90015-4181,,,
453,Los Angeles Valley College,Valley Glen,91401-4096,,,
454,The Master's University and Seminary,Santa Clarita,91321-1200,,,
455,Los Angeles City College,Los Angeles,90029,,,
456,Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,,,
457,Los Angeles Mission College,Sylmar,91342-3200,,,
458,Los Medanos College,Pittsburg,94565,,,
459,Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,,,
460,LOYOLA LAW SCHOOL,LOS ANGELES,90015-1211,,,
461,Loyola Marymount University,Los Angeles,90045-2659,,,
462,Manchester Beauty College,Fresno,93726,,,
463,Tulare Beauty College,Tulare,93274,,,
464,Lyles Fresno College of Beauty,Fresno,93710,,,
465,Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,,,
466,MTI Business College Inc,Stockton,95207-4349,,,
467,MTI College,Sacramento,95841-9817,,,
468,Brightwood College-Sacramento,Sacramento,95821,,,
469,Brightwood College-San Diego,San Diego,92123,,,
470,Brightwood College-Vista,Vista,92083-7736,,,
471,MARIN BEAUTY COLLEGE,SAN RAFAEL,94901,,,
472,College of Marin,Kentfield,94904-2590,,,
473,Marinello Schools of Beauty-Los Angeles,Los Angeles,90023,,,
474,Marinello School of Beauty,Inglewood,90301,,,
475,Marinello School of Beauty,Whittier,90601,,,
476,Marinello School of Beauty,Los Angeles,90041,,,
477,Marinello School of Beauty,Reseda,91335,,,
478,Marinello School of Beauty,North Hollywood,91606,,,
479,Marinello School of Beauty,Ontario,91764,,,
480,Marinello School of Beauty,San Diego,92126,,,
481,Marinello School of Beauty,San Bernardino,92410,,,
482,Marinello School of Beauty,West Covina,91790,,,
483,Marymount California University,Rancho Palos Verdes,90275-6299,,,
484,MASTERS INSTITUTE,SAN JOSE,95110,,,
485,UNIVERSITY OF THE PACIFIC-MCGEORGE SCHOOL OF LAW,SACRAMENTO,95817,,,
486,Mendocino College,Ukiah,95482,,,
487,Menlo College,Atherton,94027-4301,,,
488,Mennonite Brethren Biblical Seminary,Fresno,93727-5097,,,
489,Merced College,Merced,95348-2898,,,
490,Merritt College,Oakland,94619-3196,,,
491,Mills College,Oakland,94613,,,
492,MiraCosta College,Oceanside,92056-3899,,,
493,Marinello Schools of Beauty-San Francisco,San Francisco,94103,,,
494,Mission College,Santa Clara,95054-1897,,,
495,Modern Beauty Academy,Oxnard,93030,,,
496,Brightwood College-North Hollywood,North Hollywood,91606-3231,,,
497,Modesto Junior College,Modesto,95350-5800,,,
