,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
87,Empire Beauty School-Flagstaff,Flagstaff,86004,,PrivacySuppressed,PrivacySuppressed
88,Empire Beauty School-Chandler,Chandler,85224,,PrivacySuppressed,PrivacySuppressed
89,Cortiva Institute-Tucson,Tucson,85710,,PrivacySuppressed,PrivacySuppressed
90,DeVry University-Arizona,Phoenix,85021-2995,,0.062246964,0.02965213
91,Avalon School of Cosmetology-Mesa,Mesa,85210,,PrivacySuppressed,PrivacySuppressed
92,Eastern Arizona College,Thatcher,85552-0769,,PrivacySuppressed,PrivacySuppressed
93,Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,,0.208443272,0.171208531
94,Glendale Community College,Glendale,85302,,PrivacySuppressed,PrivacySuppressed
95,Grand Canyon University,Phoenix,85017,,0.346560847,0.322404372
96,Anthem College-Phoenix,Phoenix,85014,,0.497703549,0.482784431
97,International Academy of Hair Design,Tempe,85282-6730,,PrivacySuppressed,PrivacySuppressed
98,Lamson College,Tempe,85284,,PrivacySuppressed,PrivacySuppressed
99,Kaplan College-Phoenix,Phoenix,85029,,0.599358974,0.511904762
100,Maricopa Beauty College LLC,Avondale,85323,,PrivacySuppressed,PrivacySuppressed
101,GateWay Community College,Phoenix,85034,,0.067185979,0.064013841
102,Mesa Community College,Mesa,85202,,0.026835043,0.022116904
103,ITT Technical Institute-Tucson,Tucson,85704-5829,,0.137681159,0.166347992
104,ITT Technical Institute-Tempe,Tempe,85282,,0.317073171,0.347747748
105,Mohave Community College,Kingman,86409-1238,,PrivacySuppressed,PrivacySuppressed
106,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.467948718,0.701868882
107,Dine College,Tsaile,86556,,PrivacySuppressed,PrivacySuppressed
108,Northern Arizona University,Flagstaff,86011-4092,,0.464625132,0.365092749
109,Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
110,Ottawa University-Phoenix,Phoenix,85021,,0.193493151,0.141414141
111,Empire Beauty School-Glendale,Glendale,85304,,PrivacySuppressed,PrivacySuppressed
112,Phoenix College,Phoenix,85013,,PrivacySuppressed,PrivacySuppressed
113,Cortiva Institute-Scottsdale,Scottsdale,85257,,PrivacySuppressed,PrivacySuppressed
114,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.171719846,0.170782377
115,Pima Community College,Tucson,85709-1275,,0.117279412,0.099780702
116,Pima Medical Institute-Tucson,Tucson,85716,,0.73248759,0.693057247
117,Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.73248759,0.693057247
118,Prescott College,Prescott,86301,,0.261904762,0.23655914
119,Refrigeration School Inc,Phoenix,85034-1816,,0.791044776,0.729411765
120,Rio Salado College,Tempe,85281,,0.090558767,0.063218391
121,Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
122,Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
123,Scottsdale Community College,Scottsdale,85256,,0.032451923,0.024390244
124,South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
125,Arizona Christian University,Phoenix,85032-7097,,PrivacySuppressed,PrivacySuppressed
126,Tucson College,Tucson,85711,,0.671686747,0.555555556
127,Universal Technical Institute of Arizona Inc,Avondale,85323,,0.508928571,0.744998461
128,Western International University,Tempe,85282,,0.14379085,0.111405836
129,Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
130,Yavapai College,Prescott,86301,,0.063339731,0.068656716
131,University of Arkansas at Little Rock,Little Rock,72204,,0.17820425,0.150127227
132,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.782608696,0.790697674
133,ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
134,Arkansas Baptist College,Little Rock,72202-6068,,PrivacySuppressed,PrivacySuppressed
135,Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
136,Arkansas Beauty College,Russellville,72801,,,
137,Lyon College,Batesville,72501,,0.436619718,0.392857143
138,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,0.571428571,0.625
139,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
140,University of Arkansas,Fayetteville,72701,,0.414422242,0.351546392
141,University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.226012793,0.102941177
142,Arkansas State University-Beebe,Beebe,72012-1000,,0.102833158,0.102941177
143,Arkansas State University-Main Campus,Jonesboro,72401,,0.267645398,0.225423729
144,Arkansas Tech University,Russellville,72801-2222,,0.265822785,0.241424802
145,University of Arkansas at Monticello,Monticello,71656,,0.121495327,0.109375
146,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
147,Baptist Health College-Little Rock,Little Rock,72210-2820,,PrivacySuppressed,PrivacySuppressed
148,Bee Jays Academy,Batesville,72501,,PrivacySuppressed,PrivacySuppressed
149,Black River Technical College,Pocahontas,72455,,PrivacySuppressed,PrivacySuppressed
150,University of Central Arkansas,Conway,72035-0001,,0.337102474,0.241555783
151,Central Baptist College,Conway,72034,,PrivacySuppressed,PrivacySuppressed
152,Blytheville Academy of Cosmetology,Blytheville,72315,,PrivacySuppressed,PrivacySuppressed
153,Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
154,Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
155,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
156,De Luxe Beauty School,Pine Bluff,71603-1666,,PrivacySuppressed,PrivacySuppressed
157,East Arkansas Community College,Forrest City,72335-2204,,PrivacySuppressed,PrivacySuppressed
158,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,0.573913044,0.590909091
159,National Park College,Hot Springs,71913,,0.065843621,0.064
160,University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.158054711,0.069444444
161,Harding University,Searcy,72149-5615,,0.539473684,0.425055928
162,Henderson State University,Arkadelphia,71999-0001,,0.310657596,0.251461988
163,Hendrix College,Conway,72032-3080,,0.556390977,0.517241379
164,Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
165,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
166,John Brown University,Siloam Springs,72761,,0.521929825,0.538116592
167,Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
168,Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
169,Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
170,Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
171,Arkansas State University Mid-South,West Memphis,72301-3829,,PrivacySuppressed,PrivacySuppressed
172,Arkansas Northeastern College,Blytheville,72316-1109,,0.072265625,0.055276382
173,Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
174,New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
175,North Arkansas College,Harrison,72601-5508,,0.183486239,0.104545455
176,Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
177,Ouachita Baptist University,Arkadelphia,71998-0001,,0.383116883,0.326241135
178,College of the Ouachitas,Malvern,72104-0816,,PrivacySuppressed,PrivacySuppressed
179,Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
180,University of the Ozarks,Clarksville,72830,,0.341176471,0.173913044
181,University of Arkansas Community College-Morrilton,Morrilton,72110,,0.095238095,0.082474227
182,Philander Smith College,Little Rock,72202-3799,,0.157608696,0.10619469
183,Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
184,Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
185,Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
186,Pulaski Technical College,North Little Rock,72118-3347,,0.088139987,0.073033708
187,University of Arkansas Community College-Hope,Hope,71801,,PrivacySuppressed,PrivacySuppressed
188,Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
189,Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
190,Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
191,Williams Baptist College,Walnut Ridge,72476,,0.442307692,0.48
192,South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
193,Southern Arkansas University Main Campus,Magnolia,71753,,0.282967033,0.220588235
194,Southern Arkansas University Tech,Camden,71701-1906,,PrivacySuppressed,PrivacySuppressed
195,Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
196,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.184115524,0.129032258
197,Abram Friedman Occupational Center,Los Angeles,90015-3507,,,
198,Academy of Art University,San Francisco,94105,,0.182291667,0.16056338
199,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.183333333,0.342192691
200,Academy of Chinese Culture and Health Sciences,Oakland,94612,,PrivacySuppressed,PrivacySuppressed
201,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.652173913,0.741176471
202,Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
203,College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
204,Allan Hancock College,Santa Maria,93454-6399,,PrivacySuppressed,PrivacySuppressed
205,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,0.37704918,0.589285714
206,American Baptist Seminary of the West,Berkeley,94704-3029,,,
207,American Film Institute Conservatory,Los Angeles,90027-1625,,PrivacySuppressed,PrivacySuppressed
208,American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
209,American InterContinental University,Los Angeles,90066,,0.419794585,0.426928734
210,American Career College-Los Angeles,Los Angeles,90004,,0.75699888,0.731123389
211,American Conservatory Theater,San Francisco,94108-5834,,PrivacySuppressed,PrivacySuppressed
212,American River College,Sacramento,95841-4286,,PrivacySuppressed,PrivacySuppressed
213,Everest College-Hayward,Hayward,94541,,0.619475138,0.559322034
214,Antelope Valley College,Lancaster,93536-5426,,0.069979716,0.04389313
215,Art Center College of Design,Pasadena,91103,,0.657142857,0.578723404
216,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
217,Associated Technical College-San Diego,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
218,Azusa Pacific University,Azusa,91702-7000,,0.440594059,0.35639413
219,Bakersfield College,Bakersfield,93305-1299,,PrivacySuppressed,PrivacySuppressed
220,Bridges Academy of Beauty,Barstow,92311,,,
221,Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
222,Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
223,Bethany University,Scotts Valley,95066-2898,,0.234375,0.220779221
224,Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
225,Biola University,La Mirada,90639-0001,,0.486085343,0.464788732
226,Brooks College,Long Beach,90804,,0.391106043,0.365591398
227,Brooks Institute,Ventura,93001,,0.39516129,0.398095238
228,Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
229,Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
230,Butte College,Oroville,95965-8399,,0.037209302,0.027446301
231,Phillips Graduate University,Chatsworth,91311,,PrivacySuppressed,PrivacySuppressed
232,California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
233,Cabrillo College,Aptos,95003,,PrivacySuppressed,PrivacySuppressed
234,California Baptist University,Riverside,92504-3297,,0.342465753,0.196787149
235,California College of the Arts,San Francisco,94107-2247,,0.443349754,0.446280992
236,University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
237,California Institute of Technology,Pasadena,91125,,PrivacySuppressed,PrivacySuppressed
238,California Lutheran University,Thousand Oaks,91360-2787,,0.54180602,0.464730291
239,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.096112311,0.072278912
240,Alliant International University-San Diego,San Diego,92131,,0.772563177,0.602272727
241,California State University-Bakersfield,Bakersfield,93311-1099,,0.242574257,0.231884058
242,California State University-Stanislaus,Turlock,95382-0299,,0.094054054,0.098876405
243,California State University-San Bernardino,San Bernardino,92407-2397,,0.394052045,0.378190255
244,California State Polytechnic University-Pomona,Pomona,91768,,0.068111455,0.037062457
245,California State University-Chico,Chico,95929-0150,,0.409663866,0.386443662
246,California State University-Dominguez Hills,Carson,90747-0005,,0.289664253,0.267229255
247,California State University-Fresno,Fresno,93740,,0.296983759,0.257695061
248,California State University-Fullerton,Fullerton,92831-3599,,0.352128047,0.307151231
249,California State University-East Bay,Hayward,94542,,0.145884271,0.13125
250,California State University-Long Beach,Long Beach,90840-0115,,0.34128376,0.32509047
251,California State University-Los Angeles,Los Angeles,90032-8506,,0.121414914,0.102756892
252,California State University-Northridge,Northridge,91330,,0.320426829,0.269005848
253,California State University-Sacramento,Sacramento,95819-2694,,0.105895607,0.067039106
254,University of California-Berkeley,Berkeley,94720,,0.465104929,0.445165094
255,University of California-Davis,Davis,95616-8678,,0.092974337,0.077658976
256,University of California-Irvine,Irvine,92697,,0.411274824,0.36809816
257,University of California-Los Angeles,Los Angeles,90095-1405,,0.69648678,0.659666128
258,University of California-Riverside,Riverside,92521,,0.098918084,0.076762038
259,University of California-San Diego,La Jolla,92093,,0.54375971,0.521924482
260,University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
261,University of California-Santa Barbara,Santa Barbara,93106,,0.548746518,0.481881265
262,University of California-Santa Cruz,Santa Cruz,95064-1011,,0.075586447,0.052469136
263,Sofia University,Palo Alto,94303,,,
264,California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
265,California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
266,California College San Diego,San Diego,92111-1009,,0.666666667,0.666666667
267,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.441176471,0.43482906
268,California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
269,California Institute of the Arts,Valencia,91355-2397,,0.745454546,0.802721088
270,California State University Maritime Academy,Vallejo,94590,,PrivacySuppressed,PrivacySuppressed
271,California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
272,Canada College,Redwood City,94061-1099,,PrivacySuppressed,PrivacySuppressed
273,College of the Canyons,Santa Clarita,91355-1899,,0.089595376,0.077490775
274,Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
275,Casa Loma College-Van Nuys,Van Nuys,91405,,PrivacySuppressed,PrivacySuppressed
276,CET-San Diego,San Diego,92102,,0.500461681,0.401647786
277,CET-Sobrato,San Jose,95110,,0.500461681,0.401647786
278,CET-El Centro,El Centro,92243,,0.500461681,0.401647786
279,CET-Colton,Colton,92324,,0.500461681,0.401647786
280,CET-Watsonville,Watsonville,95076,,0.500461681,0.401647786
281,CET-Gilroy,Gilroy,95020,,0.500461681,0.401647786
282,CET-Salinas,Salinas,93901,,0.500461681,0.401647786
283,Cerritos College,Norwalk,90650-6298,,PrivacySuppressed,PrivacySuppressed
284,Cerro Coso Community College,Ridgecrest,93555-9571,,PrivacySuppressed,PrivacySuppressed
285,Chabot College,Hayward,94545,,PrivacySuppressed,PrivacySuppressed
286,Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
287,Chapman University,Orange,92866,,0.498901099,0.469565217
288,Charles R Drew University of Medicine and Science,Los Angeles,90059,,0.788732394,0.787234043
289,Concordia University-Irvine,Irvine,92612-3203,,0.280991736,0.216216216
290,San Diego Christian College,Santee,92071,,0.43373494,0.470588235
291,Church Divinity School of the Pacific,Berkeley,94709-1211,,,
292,Citrus College,Glendora,91741-1899,,PrivacySuppressed,PrivacySuppressed
293,City College of San Francisco,San Francisco,94112-1898,,0.029086678,0.020508614
294,Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
295,Claremont McKenna College,Claremont,91711-6400,,0.739130435,0.714285714
296,Milan Institute-Visalia,Visalia,93277,,0.786988458,0.733009709
297,Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,0.620689655,0.654545455
298,Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
299,Coastline Community College,Fountain Valley,92708-2597,,PrivacySuppressed,PrivacySuppressed
300,Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
301,Coleman University,San Diego,92123-1506,,0.52173913,0.64573991
302,Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
303,National Polytechnic College of Science,Wilmington,90744-6399,,PrivacySuppressed,PrivacySuppressed
304,Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
305,Columbia College,Sonora,95370,,PrivacySuppressed,PrivacySuppressed
306,Columbia College-Hollywood,Tarzana,91356-1411,,PrivacySuppressed,PrivacySuppressed
307,El Camino College-Compton Center,Compton,90221-5393,,PrivacySuppressed,PrivacySuppressed
308,Western Beauty Institute,Panorama City,91402,,PrivacySuppressed,PrivacySuppressed
309,Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
310,Cosumnes River College,Sacramento,95823-5799,,PrivacySuppressed,PrivacySuppressed
311,Crafton Hills College,Yucaipa,92339-1799,,PrivacySuppressed,PrivacySuppressed
312,Cuesta College,San Luis Obispo,93403-8106,,PrivacySuppressed,PrivacySuppressed
313,Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
314,Marinello Schools of Beauty-Bell,Bell,90201,,PrivacySuppressed,PrivacySuppressed
315,Cypress College,Cypress,90630-5897,,0.036410923,0.034068136
316,De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
317,International School of Beauty Inc,Palm Desert,92260-2740,,,
318,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
319,College of the Desert,Palm Desert,92260,,PrivacySuppressed,PrivacySuppressed
320,Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
321,DeVry University-California,Pomona,91768-2642,,0.062246964,0.02965213
322,Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
323,Dominican University of California,San Rafael,94901-2298,,0.416666667,0.440366973
324,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
325,East Los Angeles College,Monterey Park,91754-6099,,PrivacySuppressed,PrivacySuppressed
326,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
327,San Diego Continuing Education,San Diego,92113,,PrivacySuppressed,PrivacySuppressed
328,El Camino Community College District,Torrance,90506,,PrivacySuppressed,PrivacySuppressed
329,Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
330,Marinello Schools of Beauty-City of Industry,City of Industry,91748,,PrivacySuppressed,PrivacySuppressed
331,Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
332,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
333,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,PrivacySuppressed,PrivacySuppressed
334,Empire College,Santa Rosa,95403-2126,,0.679425837,0.581081081
335,Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
336,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.552331606,0.466367713
337,Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
338,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.552331606,0.466367713
339,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.552331606,0.466367713
340,Feather River Community College District,Quincy,95971-9124,,PrivacySuppressed,PrivacySuppressed
341,Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
342,Fielding Graduate University,Santa Barbara,93105-3538,,,
343,Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
344,Hair California Beauty Academy,Orange,92867,,,
345,Foothill College,Los Altos Hills,94022,,0.128027682,0.074766355
346,Franciscan School of Theology,Oceanside,92057,,,
