,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
94,Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,,0.382271468,0.351395731
95,Frank Lloyd Wright School of Architecture,Scottsdale,85259,,,
96,Glendale Community College,Glendale,85302,,PrivacySuppressed,PrivacySuppressed
97,Grand Canyon University,Phoenix,85017,,0.228228228,0.197849462
98,Anthem College-Phoenix,Phoenix,85014,,0.499034128,0.521598968
99,International Academy of Hair Design,Tempe,85282-6730,,PrivacySuppressed,PrivacySuppressed
100,Lamson College,Tempe,85284,,PrivacySuppressed,PrivacySuppressed
101,Kaplan College-Phoenix,Phoenix,85029,,0.564102564,0.565217391
102,Maricopa Beauty College LLC,Avondale,85323,,PrivacySuppressed,PrivacySuppressed
103,GateWay Community College,Phoenix,85034,,0.05443787,0.046979866
104,Mesa Community College,Mesa,85202,,0.023992757,0.018343195
105,ITT Technical Institute-Tucson,Tucson,85704-5829,,0.21875,0.300561798
106,ITT Technical Institute-Tempe,Tempe,85282,,0.229885058,0.293577982
107,Mohave Community College,Kingman,86409-1238,,0.049030787,0.032432432
108,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.664739884,0.725606854
109,Dine College,Tsaile,86556,,PrivacySuppressed,PrivacySuppressed
110,Northern Arizona University,Flagstaff,86011-4092,,0.456306094,0.38265712
111,Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
112,Ottawa University-Phoenix,Phoenix,85021,,0.196491228,0.132686084
113,Phoenix College,Phoenix,85013,,PrivacySuppressed,PrivacySuppressed
114,Cortiva Institute-Scottsdale,Scottsdale,85257,,PrivacySuppressed,PrivacySuppressed
115,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.228768109,0.225196716
116,Pima Community College,Tucson,85709-1275,,0.095670996,0.088322466
117,Pima Medical Institute-Tucson,Tucson,85716,,0.706913828,0.668414155
118,Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.706913828,0.668414155
119,Prescott College,Prescott,86301,,0.242105263,0.151162791
120,Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
121,Rio Salado College,Tempe,85281,,0.050487665,0.061567164
122,Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
123,Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
124,Scottsdale Community College,Scottsdale,85256,,PrivacySuppressed,PrivacySuppressed
125,South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
126,Arizona Christian University,Phoenix,85032-7097,,0.265306122,0.261904762
127,Tucson College,Tucson,85711,,0.684478372,0.690140845
128,Universal Technical Institute of Arizona Inc,Avondale,85323,,0.58490566,0.709672663
129,Western International University,Tempe,85282,,0.072756639,0.069244325
130,Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
131,Yavapai College,Prescott,86301,,0.104166667,0.078498294
132,University of Arkansas at Little Rock,Little Rock,72204,,0.212809917,0.191542289
133,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.769005848,0.736842105
134,ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
135,Arkansas Baptist College,Little Rock,72202-6068,,PrivacySuppressed,PrivacySuppressed
136,Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
137,Arkansas Beauty College,Russellville,72801,,PrivacySuppressed,PrivacySuppressed
138,Lyon College,Batesville,72501,,0.444444444,0.431372549
139,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,PrivacySuppressed,PrivacySuppressed
140,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
141,University of Arkansas,Fayetteville,72701,,0.429146538,0.345771144
142,University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.235294118,0.137078652
143,Arkansas State University-Beebe,Beebe,72012-1000,,0.172077922,0.21529745
144,Arkansas State University-Main Campus,Jonesboro,72401,,0.318627451,0.265996344
145,Arkansas Tech University,Russellville,72801-2222,,0.311212815,0.253180662
146,University of Arkansas at Monticello,Monticello,71656,,0.125,0.132653061
147,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
148,Baptist Health College-Little Rock,Little Rock,72210-2820,,PrivacySuppressed,PrivacySuppressed
149,Bee Jays Academy,Batesville,72501,,PrivacySuppressed,PrivacySuppressed
150,Black River Technical College,Pocahontas,72455,,0.034210526,0.114583333
151,University of Central Arkansas,Conway,72035-0001,,0.3,0.215264188
152,Central Baptist College,Conway,72034,,0.195121951,0.2
153,Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
154,Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
155,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
156,East Arkansas Community College,Forrest City,72335-2204,,PrivacySuppressed,PrivacySuppressed
157,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,0.512605042,0.416666667
158,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,PrivacySuppressed,PrivacySuppressed
159,National Park College,Hot Springs,71913,,0.10940919,0.077272727
160,University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.125874126,0.097744361
161,Harding University,Searcy,72149-5615,,0.525423729,0.435079727
162,Henderson State University,Arkadelphia,71999-0001,,0.139830509,0.087323944
163,Hendrix College,Conway,72032-3080,,0.52238806,0.56043956
164,Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
165,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
166,John Brown University,Siloam Springs,72761,,0.541666667,0.527522936
167,Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
168,Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
169,Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
170,Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
171,Arkansas State University Mid-South,West Memphis,72301-3829,,PrivacySuppressed,PrivacySuppressed
172,Arkansas Northeastern College,Blytheville,72316-1109,,0.100244499,0.098684211
173,Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
174,New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
175,North Arkansas College,Harrison,72601-5508,,0.173913044,0.138075314
176,Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
177,Ouachita Baptist University,Arkadelphia,71998-0001,,0.493421053,0.384615385
178,College of the Ouachitas,Malvern,72104-0816,,PrivacySuppressed,PrivacySuppressed
179,Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
180,University of the Ozarks,Clarksville,72830,,0.388235294,0.313432836
181,University of Arkansas Community College-Morrilton,Morrilton,72110,,0.128463476,0.113861386
182,Philander Smith College,Little Rock,72202-3799,,0.232758621,0.246376812
183,Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
184,Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
185,Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
186,Pulaski Technical College,North Little Rock,72118-3347,,0.122367672,0.11375
187,University of Arkansas Community College-Hope,Hope,71801,,PrivacySuppressed,PrivacySuppressed
188,Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
189,Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
190,Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
191,Williams Baptist College,Walnut Ridge,72476,,0.245454546,0.275
192,South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
193,Southern Arkansas University Main Campus,Magnolia,71753,,0.310776942,0.21474359
194,Southern Arkansas University Tech,Camden,71701-1906,,0.13986014,0.159574468
195,Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
196,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.161594963,0.116751269
197,Abram Friedman Occupational Center,Los Angeles,90015-3507,,,
198,Academy of Art University,San Francisco,94105,,0.156964657,0.121637427
199,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.247191011,0.345132743
200,Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
201,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.609375,0.733333333
202,Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
203,College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
204,Allan Hancock College,Santa Maria,93454-6399,,PrivacySuppressed,PrivacySuppressed
205,American Baptist Seminary of the West,Berkeley,94704-3029,,,
206,American Film Institute Conservatory,Los Angeles,90027-1625,,PrivacySuppressed,PrivacySuppressed
207,American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
208,American InterContinental University,Los Angeles,90066,,0.336871153,0.326401447
209,American Career College-Los Angeles,Los Angeles,90004,,0.671573604,0.684021544
210,American Conservatory Theater,San Francisco,94108-5834,,PrivacySuppressed,PrivacySuppressed
211,American River College,Sacramento,95841-4286,,0.013062409,0.011647255
212,Everest College-Hayward,Hayward,94541,,0.609375,0.652777778
213,Antelope Valley College,Lancaster,93536-5426,,0.063978966,0.031397174
214,Art Center College of Design,Pasadena,91103,,0.495798319,0.431906615
215,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
216,Associated Technical College-San Diego,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
217,Azusa Pacific University,Azusa,91702-7000,,0.255033557,0.203557312
218,Bakersfield College,Bakersfield,93305-1299,,PrivacySuppressed,PrivacySuppressed
219,Bridges Academy of Beauty,Barstow,92311,,,
220,Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
221,Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
222,Bethany University,Scotts Valley,95066-2898,,0.292134832,0.226666667
223,Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
224,Biola University,La Mirada,90639-0001,,0.482638889,0.454314721
225,Brooks Institute,Ventura,93001,,0.4375,0.392857143
226,Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
227,Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
228,Butte College,Oroville,95965-8399,,0.040037244,0.042437432
229,Phillips Graduate University,Chatsworth,91311,,,
230,California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
231,Cabrillo College,Aptos,95003,,0.017467249,0.022869023
232,California Baptist University,Riverside,92504-3297,,0.4171875,0.351145038
233,California College of the Arts,San Francisco,94107-2247,,0.457943925,0.352459016
234,University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
235,California Institute of Technology,Pasadena,91125,,PrivacySuppressed,PrivacySuppressed
236,California Lutheran University,Thousand Oaks,91360-2787,,0.515789474,0.370535714
237,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.425330813,0.392990306
238,Alliant International University-San Diego,San Diego,92131,,0.895196507,0.820895522
239,California State University-Bakersfield,Bakersfield,93311-1099,,0.327722772,0.266260163
240,California State University-Stanislaus,Turlock,95382-0299,,0.101163832,0.091085271
241,California State University-San Bernardino,San Bernardino,92407-2397,,0.375165709,0.337874659
242,California State Polytechnic University-Pomona,Pomona,91768,,0.054862843,0.03774588
243,California State University-Chico,Chico,95929-0150,,0.436298932,0.389500423
244,California State University-Dominguez Hills,Carson,90747-0005,,0.264375877,0.230312036
245,California State University-Fresno,Fresno,93740,,0.306684734,0.281629736
246,California State University-Fullerton,Fullerton,92831-3599,,0.345241762,0.310602522
247,California State University-East Bay,Hayward,94542,,0.229612035,0.210449927
248,California State University-Long Beach,Long Beach,90840-0115,,0.359229335,0.331808943
249,California State University-Los Angeles,Los Angeles,90032-8506,,0.173427152,0.143407864
250,California State University-Northridge,Northridge,91330,,0.294630306,0.269946809
251,California State University-Sacramento,Sacramento,95819-2694,,0.077201885,0.057426836
252,University of California-Berkeley,Berkeley,94720,,0.512163892,0.484738748
253,University of California-Davis,Davis,95616-8678,,0.239378238,0.24654268
254,University of California-Irvine,Irvine,92697,,0.469956033,0.402712264
255,University of California-Los Angeles,Los Angeles,90095-1405,,0.698820264,0.643881453
256,University of California-Riverside,Riverside,92521,,0.102739726,0.083710407
257,University of California-San Diego,La Jolla,92093,,0.57440325,0.526066351
258,University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
259,University of California-Santa Barbara,Santa Barbara,93106,,0.567489948,0.487388724
260,University of California-Santa Cruz,Santa Cruz,95064-1011,,0.274566474,0.25
261,Sofia University,Palo Alto,94303,,,
262,California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
263,California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
264,California College San Diego,San Diego,92111-1009,,0.614942529,0.537037037
265,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.824723247,0.738244514
266,California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
267,California Institute of the Arts,Valencia,91355-2397,,0.785714286,0.710144928
268,California State University Maritime Academy,Vallejo,94590,,0.612903226,0.480620155
269,California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
270,Canada College,Redwood City,94061-1099,,PrivacySuppressed,PrivacySuppressed
271,College of the Canyons,Santa Clarita,91355-1899,,0.064516129,0.068493151
272,Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
273,Casa Loma College-Van Nuys,Van Nuys,91405,,0.805687204,0.825396825
274,CET-San Diego,San Diego,92102,,0.508080808,0.453823237
275,CET-Sobrato,San Jose,95110,,0.508080808,0.453823237
276,CET-El Centro,El Centro,92243,,0.508080808,0.453823237
277,CET-Colton,Colton,92324,,0.508080808,0.453823237
278,CET-Watsonville,Watsonville,95076,,0.508080808,0.453823237
279,CET-Gilroy,Gilroy,95020,,0.508080808,0.453823237
280,CET-Salinas,Salinas,93901,,0.508080808,0.453823237
281,Cerritos College,Norwalk,90650-6298,,PrivacySuppressed,PrivacySuppressed
282,Cerro Coso Community College,Ridgecrest,93555-9571,,PrivacySuppressed,PrivacySuppressed
283,Chabot College,Hayward,94545,,PrivacySuppressed,PrivacySuppressed
284,Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
285,Chapman University,Orange,92866,,0.511126096,0.475714286
286,Charles R Drew University of Medicine and Science,Los Angeles,90059,,0.791044776,0.744186047
287,Concordia University-Irvine,Irvine,92612-3203,,0.28685259,0.223529412
288,San Diego Christian College,Santee,92071,,0.458715596,0.426470588
289,Church Divinity School of the Pacific,Berkeley,94709-1211,,,
290,Citrus College,Glendora,91741-1899,,0.017758047,0.03626943
291,City College of San Francisco,San Francisco,94112-1898,,0.033898305,0.024832215
292,Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
293,Claremont McKenna College,Claremont,91711-6400,,0.814814815,0.728813559
294,Milan Institute-Visalia,Visalia,93277,,0.733142037,0.644859813
295,Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,PrivacySuppressed,PrivacySuppressed
296,Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
297,Coastline Community College,Fountain Valley,92708-2597,,PrivacySuppressed,PrivacySuppressed
298,Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
299,Coleman University,San Diego,92123-1506,,0.543859649,0.540540541
300,Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
301,Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
302,Columbia College,Sonora,95370,,PrivacySuppressed,PrivacySuppressed
303,Columbia College-Hollywood,Tarzana,91356-1411,,0.461538462,0.236363636
304,El Camino College-Compton Center,Compton,90221-5393,,PrivacySuppressed,PrivacySuppressed
305,Western Beauty Institute,Panorama City,91402,,PrivacySuppressed,PrivacySuppressed
306,Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
307,Cosumnes River College,Sacramento,95823-5799,,PrivacySuppressed,PrivacySuppressed
308,Crafton Hills College,Yucaipa,92339-1799,,PrivacySuppressed,PrivacySuppressed
309,Cuesta College,San Luis Obispo,93403-8106,,PrivacySuppressed,PrivacySuppressed
310,Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
311,Marinello Schools of Beauty-Bell,Bell,90201,,PrivacySuppressed,PrivacySuppressed
312,Cypress College,Cypress,90630-5897,,0.045706371,0.055555556
313,De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
314,Marinello Schools of Beauty-Hemet,Hemet,92545,,PrivacySuppressed,PrivacySuppressed
315,International School of Beauty Inc,Palm Desert,92260-2740,,PrivacySuppressed,PrivacySuppressed
316,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
317,College of the Desert,Palm Desert,92260,,PrivacySuppressed,PrivacySuppressed
318,Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
319,DeVry University-California,Pomona,91768-2642,,0.079023953,0.047274665
320,Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
321,Dominican University of California,San Rafael,94901-2298,,0.489361702,0.4
322,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
323,East Los Angeles College,Monterey Park,91754-6099,,0.031818182,0.02818792
324,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
325,San Diego Continuing Education,San Diego,92113,,PrivacySuppressed,PrivacySuppressed
326,El Camino Community College District,Torrance,90506,,PrivacySuppressed,PrivacySuppressed
327,Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
328,Marinello Schools of Beauty-City of Industry,City of Industry,91748,,PrivacySuppressed,PrivacySuppressed
329,Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
330,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
331,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
332,Empire College,Santa Rosa,95403-2126,,0.635983264,0.508196721
333,Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
334,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.587071877,0.474789916
335,Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
336,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.587071877,0.474789916
337,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.587071877,0.474789916
338,Feather River Community College District,Quincy,95971-9124,,0.183486239,0.080645161
339,Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
340,Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
341,Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
342,Hair California Beauty Academy,Orange,92867,,,
343,Foothill College,Los Altos Hills,94022,,PrivacySuppressed,PrivacySuppressed
344,Franciscan School of Theology,Oceanside,92057,,,
345,Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
346,Fresno City College,Fresno,93741,,0.032115616,0.025270758
347,Fresno Pacific University,Fresno,93702-4709,,0.453865337,0.366120219
348,Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
349,Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
