,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
106,ITT Technical Institute-Tucson,Tucson,85704-5829,,0.32748538,0.391237419
107,ITT Technical Institute-Tempe,Tempe,85282,,0.32748538,0.391237419
108,Mohave Community College,Kingman,86409-1238,,0.184532925,0.12039312
109,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.671532847,0.661173269
110,Dine College,Tsaile,86556,,0.074766355,0.053872054
111,Northern Arizona University,Flagstaff,86011-4092,,0.482316119,0.404576436
112,Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
113,Ottawa University-Phoenix,Phoenix,85021,,0.35832084,0.354651163
114,Phoenix College,Phoenix,85013,,0.028965517,0.010337698
115,Cortiva Institute-Scottsdale,Scottsdale,85257,,PrivacySuppressed,PrivacySuppressed
116,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.188946886,0.166980549
117,Pima Community College,Tucson,85709-1275,,0.114325388,0.082769813
118,Pima Medical Institute-Tucson,Tucson,85716,,0.697556478,0.664658635
119,Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.697556478,0.664658635
120,Prescott College,Prescott,86301,,0.300613497,0.212121212
121,Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
122,Rio Salado College,Tempe,85281,,0.02915952,0.02385159
123,Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
124,Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
125,Scottsdale Community College,Scottsdale,85256,,PrivacySuppressed,PrivacySuppressed
126,South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
127,Arizona Christian University,Phoenix,85032-7097,,0.378048781,0.263888889
128,Tucson College,Tucson,85711,,0.578947368,0.570175439
129,Universal Technical Institute of Arizona Inc,Avondale,85323,,0.546938776,0.619869051
130,Western International University,Tempe,85282,,0.154264973,0.16254417
131,Empire Beauty School-NW Phoenix,Phoenix,85051,,0.438061041,0.461538462
132,Yavapai College,Prescott,86301,,0.304347826,0.283763278
133,University of Arkansas at Little Rock,Little Rock,72204,,0.272560976,0.284199364
134,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.771084337,0.725490196
135,ABC Beauty College Inc,Arkadelphia,71923,,0.48,0.5
136,Arkansas Baptist College,Little Rock,72202-6068,,0.134751773,0.1
137,Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
138,Arkansas Beauty College,Russellville,72801,,PrivacySuppressed,PrivacySuppressed
139,Lyon College,Batesville,72501,,0.323308271,0.361904762
140,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,0.655172414,0.693877551
141,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
142,University of Arkansas,Fayetteville,72701,,0.499656357,0.420830401
143,University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.258928571,0.186311787
144,Arkansas State University-Beebe,Beebe,72012-1000,,0.268292683,0.254504505
145,Arkansas State University-Main Campus,Jonesboro,72401,,0.380353818,0.323924731
146,Arkansas Tech University,Russellville,72801-2222,,0.405128205,0.33361558
147,University of Arkansas at Monticello,Monticello,71656,,0.205555556,0.144804089
148,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
149,Baptist Health College-Little Rock,Little Rock,72210-2820,,0.644278607,0.558441558
150,Black River Technical College,Pocahontas,72455,,0.073795181,0.051630435
151,University of Central Arkansas,Conway,72035-0001,,0.366695427,0.271226415
152,Central Baptist College,Conway,72034,,0.234782609,0.270588235
153,Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
154,Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
155,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,0.181818182,0.101851852
156,East Arkansas Community College,Forrest City,72335-2204,,0.153153153,0.078313253
157,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,PrivacySuppressed,PrivacySuppressed
158,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,PrivacySuppressed,PrivacySuppressed
159,National Park College,Hot Springs,71913,,0.259467041,0.176366843
160,University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.31002331,0.269406393
161,Harding University,Searcy,72149-5615,,0.597014925,0.3930131
162,Henderson State University,Arkadelphia,71999-0001,,0.263862333,0.187951807
163,Hendrix College,Conway,72032-3080,,0.452229299,0.5
164,Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
165,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
166,John Brown University,Siloam Springs,72761,,0.602076125,0.464646465
167,Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
168,Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
169,Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
170,Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
171,Arkansas State University Mid-South,West Memphis,72301-3829,,0.098039216,0.119354839
172,Arkansas Northeastern College,Blytheville,72316-1109,,0.208171206,0.2109375
173,Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
174,New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
175,North Arkansas College,Harrison,72601-5508,,0.316384181,0.27638191
176,Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
177,Ouachita Baptist University,Arkadelphia,71998-0001,,0.647887324,0.470930233
178,College of the Ouachitas,Malvern,72104-0816,,0.360655738,0.239316239
179,Ozarka College,Melbourne,72556-0010,,0.094555874,0.065
180,University of the Ozarks,Clarksville,72830,,0.418181818,0.272727273
181,University of Arkansas Community College-Morrilton,Morrilton,72110,,0.219387755,0.22513089
182,Philander Smith College,Little Rock,72202-3799,,0.294117647,0.305882353
183,Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
184,Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
185,Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
186,Pulaski Technical College,North Little Rock,72118-3347,,0.167929293,0.154158215
187,University of Arkansas Community College-Hope,Hope,71801,,0.220385675,0.243346008
188,Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
189,Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
190,Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
191,Shorter College,N Little Rock,72114,,,
192,Williams Baptist College,Walnut Ridge,72476,,0.408695652,0.238095238
193,South Arkansas Community College,El Dorado,71731-7010,,0.105494506,0.06875
194,Southern Arkansas University Main Campus,Magnolia,71753,,0.360169492,0.261627907
195,Southern Arkansas University Tech,Camden,71701-1906,,0.230188679,0.248484849
196,Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
197,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.24026512,0.179428571
198,Academy of Art University,San Francisco,94105,,0.112515287,0.100383982
199,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.32748538,0.391237419
200,Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
201,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.662790698,0.75
202,Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
203,College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
204,Allan Hancock College,Santa Maria,93454-6399,,0.083090379,0.045620438
205,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,0.697368421,0.745762712
206,American Baptist Seminary of the West,Berkeley,94704-3029,,,
207,American Film Institute Conservatory,Los Angeles,90027-1625,,PrivacySuppressed,PrivacySuppressed
208,American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
209,American Career College-Los Angeles,Los Angeles,90004,,0.717948718,0.679837893
210,American Conservatory Theater,San Francisco,94108-5834,,,
211,American River College,Sacramento,95841-4286,,0.057958722,0.050362319
212,Everest College-Hayward,Hayward,94541,,0.63310962,0.534482759
213,Antelope Valley College,Lancaster,93536-5426,,0.116062684,0.093649776
214,Art Center College of Design,Pasadena,91103,,0.582278481,0.475138122
215,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,0.417218543,0.372483222
216,Associated Technical College-San Diego,San Diego,92101,,0.521126761,0.528205128
217,Azusa Pacific University,Azusa,91702-7000,,0.177344475,0.141608392
218,Bakersfield College,Bakersfield,93305-1299,,0.029356417,0.026086957
219,Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
220,Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
221,Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
222,Biola University,La Mirada,90639-0001,,0.589437819,0.529745043
223,Brooks Institute,Ventura,93001,,0.489932886,0.537572254
224,Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
225,Bryan University,Los Angeles,90010,,0.087221095,0.177777778
226,Butte College,Oroville,95965-8399,,0.051112447,0.041460396
227,Phillips Graduate University,Chatsworth,91311,,,
228,California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
229,Cabrillo College,Aptos,95003,,0.061167748,0.040437159
230,California Baptist University,Riverside,92504-3297,,0.22537112,0.167464115
231,California College of the Arts,San Francisco,94107-2247,,0.556213018,0.540983607
232,University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
233,California Institute of Technology,Pasadena,91125,,0.555555556,0.581081081
234,California Lutheran University,Thousand Oaks,91360-2787,,0.608579089,0.558139535
235,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.690795353,0.607221813
236,Alliant International University-San Diego,San Diego,92131,,PrivacySuppressed,PrivacySuppressed
237,California State University-Bakersfield,Bakersfield,93311-1099,,0.351309707,0.299744898
238,California State University-Stanislaus,Turlock,95382-0299,,0.299379982,0.289048474
239,California State University-San Bernardino,San Bernardino,92407-2397,,0.465321564,0.447267129
240,California State Polytechnic University-Pomona,Pomona,91768,,0.479975354,0.394736842
241,California State University-Chico,Chico,95929-0150,,0.548711502,0.478778853
242,California State University-Dominguez Hills,Carson,90747-0005,,0.368936796,0.334222222
243,California State University-Fresno,Fresno,93740,,0.435932513,0.396052632
244,California State University-Fullerton,Fullerton,92831-3599,,0.520133296,0.433891213
245,California State University-East Bay,Hayward,94542,,0.443031267,0.39979445
246,California State University-Long Beach,Long Beach,90840-0115,,0.52260274,0.477794793
247,California State University-Los Angeles,Los Angeles,90032-8506,,0.316213922,0.293333333
248,California State University-Northridge,Northridge,91330,,0.479041916,0.405150526
249,California State University-Sacramento,Sacramento,95819-2694,,0.406809002,0.371677741
250,University of California-Berkeley,Berkeley,94720,,0.548697395,0.531158715
251,University of California-Davis,Davis,95616-8678,,0.736783321,0.69037871
252,University of California-Irvine,Irvine,92697,,0.743194192,0.710633353
253,University of California-Los Angeles,Los Angeles,90095-1405,,0.797946461,0.735188047
254,University of California-Riverside,Riverside,92521,,0.661864746,0.582897862
255,University of California-San Diego,La Jolla,92093,,0.714967462,0.657059111
256,University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
257,University of California-Santa Barbara,Santa Barbara,93106,,0.695121951,0.626081939
258,University of California-Santa Cruz,Santa Cruz,95064-1011,,0.695754717,0.675755343
259,Sofia University,Palo Alto,94303,,,
260,California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
261,California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
262,California College San Diego,San Diego,92111-1009,,0.449586777,0.392655367
263,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.613475177,0.517341041
264,California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
265,California Institute of the Arts,Valencia,91355-2397,,0.631067961,0.679611651
266,California State University Maritime Academy,Vallejo,94590,,0.371428571,0.480769231
267,California Western School of Law,San Diego,92101-3046,,,
268,Canada College,Redwood City,94061-1099,,0.081683168,0.054054054
269,College of the Canyons,Santa Clarita,91355-1899,,0.130474453,0.082299887
270,Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
271,Casa Loma College-Van Nuys,Van Nuys,91405,,0.805389222,0.838383838
272,CET-San Diego,San Diego,92102,,0.612727273,0.587686567
273,CET-Sobrato,San Jose,95110,,0.612727273,0.587686567
274,CET-El Centro,El Centro,92243,,0.612727273,0.587686567
275,CET-Colton,Colton,92324,,0.612727273,0.587686567
276,CET-Watsonville,Watsonville,95076,,0.612727273,0.587686567
277,CET-Gilroy,Gilroy,95020,,0.612727273,0.587686567
278,CET-Salinas,Salinas,93901,,0.612727273,0.587686567
279,Cerritos College,Norwalk,90650-6298,,0.059391771,0.037487829
280,Cerro Coso Community College,Ridgecrest,93555-9571,,0.053984576,0.048245614
281,Chabot College,Hayward,94545,,PrivacySuppressed,PrivacySuppressed
282,Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
283,Chapman University,Orange,92866,,0.338950097,0.405405405
284,Charles R Drew University of Medicine and Science,Los Angeles,90059,,PrivacySuppressed,PrivacySuppressed
285,Concordia University-Irvine,Irvine,92612-3203,,0.574394464,0.340540541
286,San Diego Christian College,Santee,92071,,0.32,0.366666667
287,Church Divinity School of the Pacific,Berkeley,94709-1211,,PrivacySuppressed,PrivacySuppressed
288,Citrus College,Glendora,91741-1899,,0.095270733,0.094444444
289,Citrus Heights Beauty College,Citrus Heights,95610-1410,,,
290,City College of San Francisco,San Francisco,94112-1898,,0.089787234,0.072187777
291,Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
292,Claremont McKenna College,Claremont,91711-6400,,PrivacySuppressed,PrivacySuppressed
293,Milan Institute-Visalia,Visalia,93277,,0.740566038,0.736363636
294,Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
295,Coastline Community College,Fountain Valley,92708-2597,,0.13197026,0.108695652
296,Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
297,Coleman University,San Diego,92123-1506,,0.604166667,0.578313253
298,Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
299,Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
300,Columbia College,Sonora,95370,,0.097222222,0.08040201
301,Columbia College-Hollywood,Tarzana,91356-1411,,0.40625,0.397435897
302,El Camino College-Compton Center,Compton,90221-5393,,0.102777778,0.088888889
303,Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
304,Cosumnes River College,Sacramento,95823-5799,,0.053370787,0.042938931
305,Crafton Hills College,Yucaipa,92339-1799,,0.080434783,0.052238806
306,Cuesta College,San Luis Obispo,93403-8106,,0.066889632,0.055350554
307,Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
308,Cypress College,Cypress,90630-5897,,0.084551812,0.096103896
309,De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
310,Marinello Schools of Beauty-Hemet,Hemet,92545,,0.547283702,0.523809524
311,International School of Beauty Inc,Palm Desert,92260-2740,,0.480519481,0.586206897
312,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
313,College of the Desert,Palm Desert,92260,,0.090909091,0.08490566
314,Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
315,Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
316,Dominican University of California,San Rafael,94901-2298,,0.675585284,0.527272727
317,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
318,East Los Angeles College,Monterey Park,91754-6099,,0.092791411,0.07688391
319,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,0.573529412,0.52173913
320,El Camino Community College District,Torrance,90506,,0.102777778,0.088888889
321,Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
322,Marinello Schools of Beauty-Burbank,Burbank,91502,,0.706329114,0.6
323,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
324,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
325,Empire College,Santa Rosa,95403-2126,,0.610878661,0.641025641
326,Evergreen Valley College,San Jose,95135-1598,,0.066909976,0.039215686
327,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.620915033,0.559566787
328,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.620915033,0.559566787
329,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.620915033,0.559566787
330,Feather River Community College District,Quincy,95971-9124,,0.165048544,0.159292035
331,Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
332,Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
333,Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
334,Hair California Beauty Academy,Orange,92867,,PrivacySuppressed,PrivacySuppressed
335,Foothill College,Los Altos Hills,94022,,0.099824869,0.069047619
336,Franciscan School of Theology,Oceanside,92057,,,
337,Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
338,Fresno City College,Fresno,93741,,0.078987967,0.063103448
339,Fresno Pacific University,Fresno,93702-4709,,0.47566719,0.341549296
340,Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
341,Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
342,Gavilan College,Gilroy,95020,,0.210626186,0.112068966
343,Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
344,Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
345,Glendale Career College,Glendale,91203,,0.847457627,0.8125
346,Golden Gate University-San Francisco,San Francisco,94105-2968,,0.418367347,0.515625
347,Golden West College,Huntington Beach,92647-2710,,0.143976494,0.123809524
348,Graduate Theological Union,Berkeley,94709,,,
349,Grossmont College,El Cajon,92020-1799,,0.089385475,0.063660478
350,Salon Success Academy-Riverside,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
351,Hartnell College,Salinas,93901,,0.093430657,0.061946903
352,Harvey Mudd College,Claremont,91711,,PrivacySuppressed,PrivacySuppressed
353,Heald College-Rancho Cordova,Rancho Cordova,95670,,0.132993955,0.125498008
354,Heald College-Fresno,Fresno,93704,,0.132993955,0.125498008
355,Heald College-San Jose,Milpitas,95035-8008,,0.132993955,0.125498008
356,Heald College-San Francisco,San Francisco,94103,,0.132993955,0.125498008
357,Heald College-Concord,Concord,94520-0522,,0.132993955,0.125498008
358,Hilltop Beauty School,Daly City,94014,,PrivacySuppressed,PrivacySuppressed
359,Holy Names University,Oakland,94619-1699,,0.267015707,0.285714286
360,Pacifica Graduate Institute,Carpinteria,93013,,,
361,Humboldt State University,Arcata,95521-8299,,0.45482866,0.36797066
362,Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,0.331103679,0.222222222
363,Imperial Valley College,Imperial,92251-0158,,PrivacySuppressed,PrivacySuppressed
