,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
61,Alaska Bible College,Palmer,99645,,PrivacySuppressed,PrivacySuppressed
62,University of Alaska Fairbanks,Fairbanks,99775-7500,,0.209230769,0.207900208
63,University of Alaska Southeast,Juneau,99801-8697,,0.188841202,0.130841122
64,Alaska Pacific University,Anchorage,99508,,0.415730337,0.5
65,AVTEC-Alaska's Institute of Technology,Seward,99664-0889,,0.555555556,0.75
66,Charter College,Vancouver,98683-7575,,0.629113924,0.481327801
67,Prince William Sound Community College,Valdez,99686-0097,,0.268707483,0.192926045
68,Alaska Career College,Anchorage,99507-1033,,0.662952646,0.685185185
69,Everest College-Phoenix,Phoenix,85021-1641,,0.277917505,0.163501239
70,Collins College,Phoenix,85040,,0.246786632,0.247486466
71,Empire Beauty School-Paradise Valley,Phoenix,85032,,PrivacySuppressed,PrivacySuppressed
72,Empire Beauty School-Tucson,Tucson,85716,,0.551428571,0.382352941
73,Thunderbird School of Global Management,Glendale,85306-6000,,PrivacySuppressed,PrivacySuppressed
74,American Indian College Inc,Phoenix,85021,,PrivacySuppressed,PrivacySuppressed
75,American Institute of Trucking,Phoenix,85043-4729,,0.6,0.614074915
76,Carrington College-Phoenix North,Phoenix,85051-4063,,0.713269409,0.678696158
77,Carrington College-Mesa,Mesa,85210,,0.713269409,0.678696158
78,Carrington College-Tucson,Tucson,85745,,0.713269409,0.678696158
79,CollegeAmerica-Flagstaff,Flagstaff,86001,,0.457746479,0.415841584
80,Arizona Academy of Beauty-East,Tucson,85712,,PrivacySuppressed,PrivacySuppressed
81,Arizona Automotive Institute,Glendale,85301-3579,,0.489361702,0.569634703
82,Brookline College-Phoenix,Phoenix,85021,,0.567263088,0.443729904
83,Arizona State University-Tempe,Tempe,85287,,0.545481307,0.482626157
84,Arizona Western College,Yuma,85365-8834,,0.050929669,0.045454546
85,University of Arizona,Tucson,85721-0066,,0.491093259,0.43273636
86,Southwest University of Visual Arts-Tucson,Tucson,85716,,0.193181818,0.166666667
87,Brillare Hairdressing Academy,Scottsdale,85254,,PrivacySuppressed,PrivacySuppressed
88,Central Arizona College,Coolidge,85128-9030,,0.150460594,0.14484127
89,Brown Mackie College-Tucson,Tucson,85712,,0.345595353,0.311724138
90,Charles of Italy Beauty College,Lake Havasu City,86403,,PrivacySuppressed,PrivacySuppressed
91,Cochise County Community College District,Douglas,85607-6190,,0.104316547,0.055555556
92,Empire Beauty School-Flagstaff,Flagstaff,86004,,0.570588235,0.4375
93,Empire Beauty School-Chandler,Chandler,85224,,0.570588235,0.4375
94,Cortiva Institute-Tucson,Tucson,85710,,0.709090909,0.733333333
95,DeVry University-Arizona,Phoenix,85021-2995,,0.165886202,0.142339874
96,Avalon School of Cosmetology-Mesa,Mesa,85210,,0.503937008,0.545454546
97,Eastern Arizona College,Thatcher,85552-0769,,0.147849462,0.112903226
98,Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,,0.409793814,0.346153846
99,Frank Lloyd Wright School of Architecture,Scottsdale,85259,,PrivacySuppressed,PrivacySuppressed
100,Glendale Community College,Glendale,85302,,PrivacySuppressed,PrivacySuppressed
101,Grand Canyon University,Phoenix,85017,,0.121007911,0.11826087
102,Anthem College-Phoenix,Phoenix,85014,,0.694666667,0.650717703
103,International Academy of Hair Design,Tempe,85282-6730,,PrivacySuppressed,PrivacySuppressed
104,Kaplan College-Phoenix,Phoenix,85029,,0.575829384,0.594202899
105,GateWay Community College,Phoenix,85034,,0.115778689,0.118881119
106,Mesa Community College,Mesa,85202,,PrivacySuppressed,PrivacySuppressed
107,ITT Technical Institute-Tucson,Tucson,85704-5829,,0.261875258,0.352021174
108,ITT Technical Institute-Tempe,Tempe,85282,,0.261875258,0.352021174
109,Mohave Community College,Kingman,86409-1238,,0.164498852,0.106382979
110,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.634408602,0.682045102
111,Dine College,Tsaile,86556,,PrivacySuppressed,PrivacySuppressed
112,Northern Arizona University,Flagstaff,86011-4092,,0.474558671,0.390481341
113,Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
114,Ottawa University-Phoenix,Phoenix,85021,,0.288084465,0.274566474
115,Phoenix College,Phoenix,85013,,PrivacySuppressed,PrivacySuppressed
116,Cortiva Institute-Scottsdale,Scottsdale,85257,,0.80952381,0.580645161
117,University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.195002466,0.175398269
118,Pima Community College,Tucson,85709-1275,,0.110327133,0.077724359
119,Pima Medical Institute-Tucson,Tucson,85716,,0.764160839,0.725178713
120,Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.764160839,0.725178713
121,Prescott College,Prescott,86301,,0.246231156,0.126126126
122,Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
123,Rio Salado College,Tempe,85281,,0.040137221,0.034146342
124,Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
125,Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
126,Scottsdale Community College,Scottsdale,85256,,PrivacySuppressed,PrivacySuppressed
127,South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
128,Arizona Christian University,Phoenix,85032-7097,,0.301886793,0.325301205
129,Tucson College,Tucson,85711,,0.658682635,0.573964497
130,Universal Technical Institute of Arizona Inc,Avondale,85323,,0.587570622,0.654336735
131,Western International University,Tempe,85282,,0.180055402,0.260638298
132,Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
133,Yavapai College,Prescott,86301,,0.297496318,0.221238938
134,University of Arkansas at Little Rock,Little Rock,72204,,0.281708945,0.220902613
135,University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.747826087,0.764705882
136,ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
137,Arkansas Baptist College,Little Rock,72202-6068,,0.180327869,0.083682008
138,Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
139,Arkansas Beauty College,Russellville,72801,,PrivacySuppressed,PrivacySuppressed
140,Lyon College,Batesville,72501,,0.53968254,0.481481482
141,Arkansas College of Barbering and Hair Design,North Little Rock,72114,,PrivacySuppressed,PrivacySuppressed
142,Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
143,University of Arkansas,Fayetteville,72701,,0.48696265,0.401171303
144,University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.25,0.184981685
145,Arkansas State University-Beebe,Beebe,72012-1000,,0.239193084,0.23630137
146,Arkansas State University-Main Campus,Jonesboro,72401,,0.377413127,0.300071788
147,Arkansas Tech University,Russellville,72801-2222,,0.405797101,0.346570397
148,University of Arkansas at Monticello,Monticello,71656,,0.196369637,0.145054945
149,Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
150,Baptist Health College-Little Rock,Little Rock,72210-2820,,0.614457831,0.523809524
151,Black River Technical College,Pocahontas,72455,,PrivacySuppressed,PrivacySuppressed
152,University of Central Arkansas,Conway,72035-0001,,0.372332016,0.277835588
153,Central Baptist College,Conway,72034,,0.188888889,0.2
154,Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
155,Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
156,Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
157,East Arkansas Community College,Forrest City,72335-2204,,PrivacySuppressed,PrivacySuppressed
158,Eastern College of Health Vocations-Little Rock,Little Rock,72205,,PrivacySuppressed,PrivacySuppressed
159,Imagine-Paul Mitchell Partner School,North Little Rock,72117,,PrivacySuppressed,PrivacySuppressed
160,National Park College,Hot Springs,71913,,0.244663383,0.11627907
161,University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.386167147,0.26035503
162,Harding University,Searcy,72149-5615,,0.504098361,0.405867971
163,Henderson State University,Arkadelphia,71999-0001,,0.231422505,0.174019608
164,Hendrix College,Conway,72032-3080,,0.483660131,0.35042735
165,Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
166,Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
167,John Brown University,Siloam Springs,72761,,0.52238806,0.512077295
168,Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
169,Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
170,Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
171,Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
172,Arkansas State University Mid-South,West Memphis,72301-3829,,0.069327731,0.120418848
173,Arkansas Northeastern College,Blytheville,72316-1109,,0.184895833,0.233128834
174,Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
175,New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
176,North Arkansas College,Harrison,72601-5508,,0.292951542,0.287234043
177,Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
178,Ouachita Baptist University,Arkadelphia,71998-0001,,0.548913044,0.409722222
179,College of the Ouachitas,Malvern,72104-0816,,0.360323887,0.247058824
180,Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
181,University of the Ozarks,Clarksville,72830,,0.340425532,0.291666667
182,University of Arkansas Community College-Morrilton,Morrilton,72110,,0.250517598,0.317518248
183,Philander Smith College,Little Rock,72202-3799,,0.34965035,0.246753247
184,Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
185,Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
186,Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
187,Pulaski Technical College,North Little Rock,72118-3347,,0.14507772,0.164718385
188,University of Arkansas Community College-Hope,Hope,71801,,0.154385965,0.125
189,Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
190,Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
191,Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
192,Shorter College,N Little Rock,72114,,,
193,Williams Baptist College,Walnut Ridge,72476,,0.383838384,0.23255814
194,South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
195,Southern Arkansas University Main Campus,Magnolia,71753,,0.379014989,0.288819876
196,Southern Arkansas University Tech,Camden,71701-1906,,0.27638191,0.276119403
197,Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
198,University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.260707635,0.213802436
199,Academy of Art University,San Francisco,94105,,0.11032967,0.086760925
200,ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.261875258,0.352021174
201,Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
202,The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.566037736,0.654545455
203,Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
204,College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
205,Allan Hancock College,Santa Maria,93454-6399,,PrivacySuppressed,PrivacySuppressed
206,American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,0.7,0.653846154
207,American Baptist Seminary of the West,Berkeley,94704-3029,,PrivacySuppressed,PrivacySuppressed
208,American Film Institute Conservatory,Los Angeles,90027-1625,,PrivacySuppressed,PrivacySuppressed
209,American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
210,American Career College-Los Angeles,Los Angeles,90004,,0.726301736,0.685300207
211,American Conservatory Theater,San Francisco,94108-5834,,,
212,American River College,Sacramento,95841-4286,,0.071280277,0.05
213,Everest College-Hayward,Hayward,94541,,0.572232645,0.6
214,Antelope Valley College,Lancaster,93536-5426,,0.088194763,0.090848363
215,Art Center College of Design,Pasadena,91103,,0.590604027,0.481675393
216,Associated Technical College-Los Angeles,Los Angeles,90017-1604,,0.183333333,0.14921466
217,Associated Technical College-San Diego,San Diego,92101,,0.254545455,0.484042553
218,Azusa Pacific University,Azusa,91702-7000,,0.14828545,0.140480592
219,Bakersfield College,Bakersfield,93305-1299,,0.022941418,0.019053473
220,Bridges Academy of Beauty,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
221,Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
222,Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
223,Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
224,Biola University,La Mirada,90639-0001,,0.609375,0.529262087
225,Brooks Institute,Ventura,93001,,0.432926829,0.453333333
226,Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
227,Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
228,Butte College,Oroville,95965-8399,,0.06953405,0.033886584
229,Phillips Graduate University,Chatsworth,91311,,PrivacySuppressed,PrivacySuppressed
230,California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
231,Cabrillo College,Aptos,95003,,0.050204918,0.02422611
232,California Baptist University,Riverside,92504-3297,,0.255742726,0.188481675
233,California College of the Arts,San Francisco,94107-2247,,0.489795918,0.443396226
234,University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
235,California Institute of Technology,Pasadena,91125,,0.558139535,0.52173913
236,California Lutheran University,Thousand Oaks,91360-2787,,0.595238095,0.456692913
237,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.630845771,0.541118421
238,Alliant International University-San Diego,San Diego,92131,,0.942942943,0.879120879
239,California State University-Bakersfield,Bakersfield,93311-1099,,0.352707006,0.306306306
240,California State University-Stanislaus,Turlock,95382-0299,,0.165024631,0.139817629
241,California State University-San Bernardino,San Bernardino,92407-2397,,0.434765925,0.414634146
242,California State Polytechnic University-Pomona,Pomona,91768,,0.375697458,0.303412074
243,California State University-Chico,Chico,95929-0150,,0.448188176,0.36641791
244,California State University-Dominguez Hills,Carson,90747-0005,,0.315276273,0.293676313
245,California State University-Fresno,Fresno,93740,,0.38201353,0.354116223
246,California State University-Fullerton,Fullerton,92831-3599,,0.446589106,0.375530683
247,California State University-East Bay,Hayward,94542,,0.34005305,0.309268293
248,California State University-Long Beach,Long Beach,90840-0115,,0.486291886,0.423197492
249,California State University-Los Angeles,Los Angeles,90032-8506,,0.262211669,0.267175573
250,California State University-Northridge,Northridge,91330,,0.424242424,0.367783322
251,California State University-Sacramento,Sacramento,95819-2694,,0.31823495,0.263342082
252,University of California-Berkeley,Berkeley,94720,,0.511245675,0.489583333
253,University of California-Davis,Davis,95616-8678,,0.653409091,0.591826438
254,University of California-Irvine,Irvine,92697,,0.630212766,0.568106312
255,University of California-Los Angeles,Los Angeles,90095-1405,,0.761139518,0.683232932
256,University of California-Riverside,Riverside,92521,,0.577935646,0.506353861
257,University of California-San Diego,La Jolla,92093,,0.602419355,0.550541516
258,University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
259,University of California-Santa Barbara,Santa Barbara,93106,,0.655189375,0.582887701
260,University of California-Santa Cruz,Santa Cruz,95064-1011,,0.675176535,0.637671233
261,Sofia University,Palo Alto,94303,,PrivacySuppressed,PrivacySuppressed
262,California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
263,California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
264,California College San Diego,San Diego,92111-1009,,0.423076923,0.437262357
265,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.59009009,0.570397112
266,California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
267,California Institute of the Arts,Valencia,91355-2397,,0.780701754,0.712962963
268,California State University Maritime Academy,Vallejo,94590,,0.3125,0.433333333
269,California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
270,Canada College,Redwood City,94061-1099,,0.069852941,0.093023256
271,College of the Canyons,Santa Clarita,91355-1899,,0.11991658,0.079268293
272,Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
273,Casa Loma College-Van Nuys,Van Nuys,91405,,0.783641161,0.744897959
274,CET-San Diego,San Diego,92102,,0.674698795,0.666875391
275,CET-Sobrato,San Jose,95110,,0.674698795,0.666875391
276,CET-El Centro,El Centro,92243,,0.674698795,0.666875391
277,CET-Colton,Colton,92324,,0.674698795,0.666875391
278,CET-Watsonville,Watsonville,95076,,0.674698795,0.666875391
279,CET-Gilroy,Gilroy,95020,,0.674698795,0.666875391
280,CET-Salinas,Salinas,93901,,0.674698795,0.666875391
281,Cerritos College,Norwalk,90650-6298,,0.044105174,0.033289817
282,Cerro Coso Community College,Ridgecrest,93555-9571,,0.055214724,0.080924856
283,Chabot College,Hayward,94545,,0.063915858,0.046717172
284,Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
285,Chapman University,Orange,92866,,0.470950103,0.469387755
286,Charles R Drew University of Medicine and Science,Los Angeles,90059,,0.666666667,0.777777778
287,Concordia University-Irvine,Irvine,92612-3203,,0.48013245,0.290697674
288,San Diego Christian College,Santee,92071,,0.463157895,0.387096774
289,Church Divinity School of the Pacific,Berkeley,94709-1211,,PrivacySuppressed,PrivacySuppressed
290,Citrus College,Glendora,91741-1899,,0.082693947,0.084309134
291,Citrus Heights Beauty College,Citrus Heights,95610-1410,,,
292,City College of San Francisco,San Francisco,94112-1898,,0.083867785,0.070299728
293,Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
294,Claremont McKenna College,Claremont,91711-6400,,PrivacySuppressed,PrivacySuppressed
295,Milan Institute-Visalia,Visalia,93277,,0.763250883,0.797468354
296,Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
297,Coastline Community College,Fountain Valley,92708-2597,,0.179624665,0.08650519
298,Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
299,Coleman University,San Diego,92123-1506,,0.666666667,0.579207921
300,Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
301,Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
302,Columbia College,Sonora,95370,,0.104,0.070175439
303,Columbia College-Hollywood,Tarzana,91356-1411,,0.59375,0.370786517
304,El Camino College-Compton Center,Compton,90221-5393,,0.088010204,0.073074391
305,Western Beauty Institute,Panorama City,91402,,0.56147541,0.5
306,Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
307,Cosumnes River College,Sacramento,95823-5799,,0.063477461,0.046062407
308,Crafton Hills College,Yucaipa,92339-1799,,0.029339853,0.052459016
309,Cuesta College,San Luis Obispo,93403-8106,,0.042990654,0.026748971
310,Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
311,Cypress College,Cypress,90630-5897,,0.108269395,0.107438017
312,De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
313,Marinello Schools of Beauty-Hemet,Hemet,92545,,0.615384615,0.518518519
314,International School of Beauty Inc,Palm Desert,92260-2740,,PrivacySuppressed,PrivacySuppressed
315,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
316,College of the Desert,Palm Desert,92260,,0.056320401,0.062111801
317,Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
318,DeVry University-California,Pomona,91768-2642,,0.165886202,0.142339874
319,Diablo Valley College,Pleasant Hill,94523,,0.027417027,0.018115942
320,Dominican University of California,San Rafael,94901-2298,,0.562043796,0.485714286
321,Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
322,East Los Angeles College,Monterey Park,91754-6099,,0.102682701,0.08785175
323,Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
324,El Camino Community College District,Torrance,90506,,0.088010204,0.073074391
325,Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
326,Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
327,Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
328,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,PrivacySuppressed,PrivacySuppressed
329,Empire College,Santa Rosa,95403-2126,,0.639405205,0.506849315
330,Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
331,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.628571429,0.534296029
332,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.628571429,0.534296029
333,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.628571429,0.534296029
334,Feather River Community College District,Quincy,95971-9124,,0.125,0.114457831
335,Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
336,Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
337,Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
338,Hair California Beauty Academy,Orange,92867,,,
339,Foothill College,Los Altos Hills,94022,,0.120930233,0.080691643
340,Franciscan School of Theology,Oceanside,92057,,,
341,Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
342,Fresno City College,Fresno,93741,,0.069213905,0.056209647
343,Fresno Pacific University,Fresno,93702-4709,,0.45124283,0.392241379
344,Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
345,Fullerton College,Fullerton,92832-2095,,0.028138528,0.028782895
346,Galen College of Medical and Dental Assistants,Clovis,93611-4002,,PrivacySuppressed,PrivacySuppressed
347,Gavilan College,Gilroy,95020,,0.146929825,0.1484375
348,Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
349,Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
350,Glendale Career College,Glendale,91203,,0.753303965,0.703703704
351,Golden Gate University-San Francisco,San Francisco,94105-2968,,0.392857143,0.434210526
352,Golden West College,Huntington Beach,92647-2710,,0.13018598,0.081560284
353,Graduate Theological Union,Berkeley,94709,,,
354,Grossmont College,El Cajon,92020-1799,,0.102355073,0.073369565
355,Salon Success Academy-Riverside,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
356,Hartnell College,Salinas,93901,,0.046407186,0.02443609
357,Harvey Mudd College,Claremont,91711,,PrivacySuppressed,PrivacySuppressed
358,Heald College-Rancho Cordova,Rancho Cordova,95670,,0.285714286,0.20083682
